darby_wmel_doxy_a	darby_wmel_doxy_b	darby_wmel_doxy_c	darby_wmel_nodoxy_c	darby_wmel_nodoxy_a	darby_wmel_nodoxy_b
cds1062	399.632660473729	166.658145711063	388.870706222451	290.703203828359	185.82677188877	799.643102128965
cds1063	153.302958781735	68.6213208579913	167.852706203493	322.294107266863	185.297771666926	198.414708968933
cds1064	142.981528359651	160.914304956533	157.97188183935	181.77805344533	311.939810989197	220.329934701022
cds1065	0.511481572941137	2.57858248164927	0	0	5.07399272144393	2.61096048845327
cds1067	1061.38908223838	1826.9289405147	1127.57532845022	789.899673683166	632.738777392054	360.276793713375
cds1068	733.829137772214	533.989923512403	590.942088089307	135.409264503605	222.453863609774	569.561238830896
cds1069	116.172753631275	213.085339948347	188.393291604942	128.422706302701	149.917284739638	95.6918735142387
cds107	1024.46861946438	1117.76626068591	436.0422648107	865.823480128312	819.945015682551	1998.99061252356
cds1071	114.417930715032	58.0468550414495	208.218701798393	239.054003389904	244.030677317796	161.94439883963
cds1072	47.803852238912	88.673408132891	108.908208863518	142.230483132336	201.115729380849	74.0400730197194
cds1073	14.6521777888823	4.13157027059729	26.5628796532929	42.7661069134656	73.9079694519757	22.9455805643114
cds1074	254.067701052508	289.463361495022	343.158338793859	324.640691193656	72.3893740918075	181.266580021628
cds1075	151.636391567195	113.517298869829	186.660114766177	264.383791231213	160.785464121833	233.994422829754
cds1076	1655.5029352576	1968.54716832398	1720.01151597759	1113.44089773781	869.891325785351	582.003593751179
cds1077	200.283155016674	295.146818188289	454.938202062828	277.343093533217	172.21561227219	293.82576387577
cds108	7569.96073492731	8721.36924393355	6874.21619414653	6402.39912767931	7458.05319739887	7878.19394568582
cds1080	202.388155878889	138.759957128808	230.489951150053	277.175358507245	179.361622053932	402.49869265975
cds1081	68.0688369113788	56.4021941486085	100.845695382022	176.146865515171	144.011852240982	109.675699106146
cds1082	149.968463778555	294.377227214128	183.490729439495	167.524291678764	211.02342793022	291.829779039376
cds1083	90.0111719772195	34.7515191490814	125.848936423686	183.458849131371	208.55100018065	125.282261520218
cds1084	175.318268199024	146.186562308228	131.022490202405	121.046225162769	165.595884540834	93.0929918914801
cds1085	80.6338573707977	140.00660410994	55.953878906726	56.0516571216947	154.50638867338	103.736503999759
cds1086	145.19587218713	106.622549018988	171.563832025928	219.242047366259	381.221938841633	183.534306116427
cds1088	372.498056768155	154.463682515782	326.434146561495	412.613589985936	195.692496558974	246.257591757598
cds1089	570.257925913638	807.249253372376	796.919219755324	759.77080192747	699.979263784398	382.743999216775
cds109	1068.29582775802	918.978538021646	620.864761989075	240.44325562524	352.004422178944	329.684907879533
cds1090	545.671804732374	382.888776055311	531.021101081109	623.102451422546	735.459712342518	609.830648467239
cds1091	88.5687874726145	86.9486157260495	291.946857018911	233.568474255372	246.605044475868	318.467896961588
cds1092	1600.65489454744	1164.6721314075	1449.85566848076	335.531053317563	928.828058971982	382.276921794002
cds1093	149.174517107132	120.616436752414	187.762880833918	168.52441528733	215.399791740722	333.279053873633
cds1094	416.667887018206	338.931494448342	493.545190251017	570.687238163132	458.311588358572	329.115960980912
cds1095	154.695602116729	140.247721688334	309.487696987948	326.693050784908	149.269766451196	553.104150723001
cds1096	102.086731894925	162.490108824112	188.670986008427	297.09003043812	200.633097561095	236.471507341056
cds1097	426.935005405965	365.232462897931	457.000800913021	217.811034002908	425.976297603603	406.912587646151
cds1098	255.13783752624	250.944521559584	450.176155606857	321.646640023227	522.282984127295	610.806514268461
cds1099	106.245628162841	153.253540973239	103.101953109381	50.7100558595177	71.0920818689242	69.2687603748773
cds11	2417.55345821639	1970.92490788123	2548.6690296587	1177.52824621003	1288.08040960394	1135.99322539934
cds110	6072.56176743346	6180.52418443354	3354.33770594665	3267.71888154785	3353.98755945509	2146.57970917388
cds1100	390.954231990651	412.32401919239	495.956365906053	1033.04434993433	569.081607952563	592.058987592894
cds1101	46.4824623212428	0	0	61.7576037431984	0	64.6464408074403
cds1102	1721.35534883574	2879.45050329098	1081.28465562559	1756.68365458519	1902.60229932086	2087.26547217288
cds1104	50.9824113666796	33.5137385931419	62.8513815016801	107.766892444491	68.5909615230467	110.393612793988
cds1105	193.968169836765	103.374919306428	113.819437434273	112.782895315162	71.6666500776176	118.817940880854
cds1106	62.262183419856	135.385841312483	163.349421463811	83.0435661903206	149.667139379114	80.6959055853175
cds1107	1032.95414737962	2150.49281550014	1491.05062663424	1003.26223371209	1372.61614531184	1510.98344008581
cds1108	499.119110206102	316.583933637544	779.804218403563	294.027041511843	492.543329296707	195.915267711396
cds1109	175.138008106053	123.873114646068	233.585270231547	216.160144924603	297.600646844268	241.620408151756
cds111	1580.61220720358	1823.82893347769	1789.6092808031	1001.57435308515	1543.89145857409	955.113447849944
cds1110	295.305454681056	254.645953252588	508.182162450917	200.456216936975	159.661908247714	348.225680236564
cds1111	6568.75808257931	6036.36951142322	4106.04797986597	2273.59347306648	3312.5948349591	5826.42015272606
cds1112	429.052189151283	418.415389222307	636.580839002974	488.767925151254	332.832222432064	522.107036210589
cds1113	1112.22321901382	1296.57264018787	1195.73805508773	1021.51389412693	798.21313416444	960.292925421723
cds1114	206.80397986844	150.281239753045	460.606957481374	410.513164515168	243.364254341005	317.711151778551
cds1115	212.81079204948	136.529397930832	199.608941409733	279.324713704381	54.9771562239258	145.882027414827
cds1116	165.64369423179	116.562675875681	221.752401374887	296.14353020766	344.267876260042	433.034101345943
cds1117	82.0399852046008	37.3833929733942	100.59685413285	138.927187240079	102.851629908807	168.272893226635
cds1118	1468.36675540286	1853.57516629086	1411.768497771	522.424503600225	893.887327333866	1146.50825954247
cds1119	1101.04128421395	952.897707971555	950.853643958545	675.872199455946	854.723929074025	448.292662074796
cds112	7106.82672521687	6054.16879786288	6584.81618309989	4625.59812711485	5126.24326201654	6891.90561195405
cds1120	55.9540599517701	90.4434861851175	103.788514821487	78.7593656221257	60.277180017431	66.5444412051653
cds1121	289.430372741625	285.913225565271	573.674733665484	1234.55854950625	396.583271108058	347.362183383822
cds1122	486.496283768886	622.728850348444	392.085371843718	616.975341704858	813.326173755483	444.214865808172
cds1123	1805.89025277607	1561.66841443597	1245.70881929414	1016.42473070172	960.353614530703	1298.58546006951
cds1124	73.7352899752875	106.755594891239	75.7096111801099	132.276657876912	216.99533605809	112.814136325849
cds1125	586.345659387185	532.025853911048	752.440811248282	326.018335580049	456.282154968743	260.563365216906
cds1126	1051.59901005624	874.925212663095	1657.45168972843	997.205796664892	904.066405076597	966.817636136976
cds1127	5546.42813998412	8192.43107984705	6448.32980599646	3210.81558084131	4291.29526510561	4762.1757797819
cds1128	388.234814295446	504.997400268147	312.278785958316	103.806537070815	156.000681721865	247.86475003467
cds1129	299.567869045889	171.660937315226	169.618388147533	342.266256454435	203.50158682743	200.36808584687
cds113	896.587181912466	621.742156287642	943.117213602642	638.910110223078	853.181450098356	260.287247203607
cds1130	248.739803508595	178.699108585215	175.558578114767	208.335070512729	203.472745899592	439.246234573307
cds1132	142.759648241004	270.388868197802	289.588393467308	305.868607212195	140.624226596372	196.328793256092
cds1133	131.683343602625	102.444162845946	196.115454214433	244.470885557158	228.745165453865	159.446430689297
cds1134	11.167864323935	0	0	11.7267004175135	0	23.2106475422015
cds1135	443.103500451262	226.57983302167	465.511505204354	352.373046692112	320.248639535615	163.481618657961
cds1136	563.789453159994	459.024085250959	702.094895483267	656.596679679767	343.114783957424	344.494874047412
cds1137	461.009981640768	304.069952523876	372.831850266643	388.703814001157	398.148303197323	200.995140785905
cds1138	1260.29213691438	1718.30276593231	1461.38370236585	810.460619239316	861.197850340649	1340.26034524557
cds114	326.313819582532	66.2881565150561	560.028609049699	289.978596256134	317.08144620114	307.635646424958
cds1142	69.370608489299	22.5905153618131	67.5387031052295	148.976068614976	184.419028886636	132.776907880829
cds1143	240.881981687979	91.4207510047147	197.115892114896	281.662896233515	249.644428010436	202.028003406779
cds1144	198.528730972808	80.0689971835147	92.8463090963844	206.697055216315	114.902256508005	125.97884356787
cds1146	288.632000588061	150.770692423933	374.96425143811	284.077446638498	103.379724693238	111.473238349723
cds1147	384.156606797418	239.893853129627	445.771141084155	364.992138773548	295.530012142141	278.599145649659
cds1148	21133.3599082593	23698.7168814554	18733.617086932	16834.9947116324	26290.1088307791	15157.1345655474
cds1149	1318.057638606	1691.95225754928	900.950697362678	1423.7516818469	1012.38618536949	868.360772094228
cds115	575.429620854582	686.896363855356	988.609323533383	591.90793952348	382.657583345526	1176.57909297236
cds1150	103.106171497477	56.5359406504525	156.852361384066	135.296016371929	122.386727880024	127.003274909584
cds1151	841.143478208042	713.710235616466	682.272536016546	815.871314571179	922.641713097115	794.579604648363
cds1152	105.98715540171	39.4405296822391	152.74056955646	153.322372794311	120.154428089959	149.098556432386
cds1153	226.637119103571	242.183417843861	166.452867072871	244.067794220057	299.247975884094	223.539455299142
cds1154	475.096990576239	769.870703360921	496.960817304873	290.566718948238	591.535976497765	435.501670051787
cds1155	81.3027733671456	69.8794881309446	152.406155867499	114.522255893392	169.078050793752	52.0807452731052
cds1156	558.77611440214	777.34891409265	932.940264762168	787.36417089019	878.195097674405	1185.64874097679
cds1157	627.470665403108	595.632249461914	588.307398805351	220.783825543502	276.357610498852	599.048248393787
cds1158	41.6315126234874	22.4300357840365	106.544611982488	18.6872167619128	0	62.2948905336816
cds1159	1440.71470190796	1233.12766015766	629.130855731038	567.665018054619	1220.63117548241	485.110985042901
cds116	94.8038039303685	32.0622524796249	42.9740376478443	73.4551920185915	92.5083552475036	41.920169783416
cds1160	75.5650847493991	64.4228374056065	34.2441800645698	217.73278569938	269.254625797664	324.201865388901
cds1161	524.739270526491	272.833527182264	501.746273150049	529.803612430637	393.763087509584	366.031933060117
cds1162	1086.41518730612	1460.2383889463	1309.31683326224	541.638487347141	1093.51290760474	935.295076518682
cds1163	310.278742453169	444.480951917012	208.858089928249	137.131813584353	275.988114962698	261.251557828734
cds1165	517.338712632725	453.897711102042	581.061945754033	644.78844799173	576.722904296916	501.836244605648
cds1166	252.070958806277	370.362120182802	278.931393571565	143.667591623029	208.187800617408	267.946113208304
cds1167	6183.78607446684	5188.17241764038	7291.96746060789	7097.87859521047	7788.54500079829	3770.46280209064
cds1168	305.672322616781	420.531623783618	301.801603247397	324.466985693262	284.390797897162	177.185433991378
cds1169	532.84000495018	260.542463941925	626.518617788276	407.667330630646	285.437107202717	386.887228112908
cds117	296.122615932515	367.243495369236	340.343666777601	362.410884331726	374.452886608506	581.452697760916
cds1170	336.515230960804	200.175473889718	355.232611768922	433.323480502989	154.714016052803	358.871053245774
cds1171	410.881176090351	869.152018887613	890.017414319379	283.727649557526	423.629531569917	1666.7067659502
cds1173	1954.84827124162	1652.99851977474	1724.1179805961	2316.43470867812	2415.79058397815	2156.39999214873
cds1174	346.855322401944	342.269428242741	334.066008002442	181.18936217277	187.310913155601	373.161206999781
cds1175	228.114458580735	178.368917841217	282.709392080122	313.209406657551	84.0495133396906	157.381781792338
cds1176	77.2506075598225	14.8834816884728	121.556606220459	144.665836926334	161.077929684119	106.698193640137
cds1178	1101.0081059213	1307.54119475917	1066.45822704253	1235.74719666056	737.392755555995	1212.01611940596
cds1179	5478.68162371348	6218.865340438	5483.4779322279	4090.94320279541	3328.41311438016	4787.75052557017
cds118	128.424887257077	60.4743602062874	174.631235055189	246.186858151962	248.417660663795	240.195764478731
cds1180	65.0964051705778	52.621472516212	104.264339777727	146.42142547892	129.659787338579	138.596259528311
cds1181	243.655008549483	128.430043602144	240.938125393528	166.681266210961	134.782705581238	292.422633534228
cds1182	167.723088897627	462.213611207756	236.15256878863	302.21382218849	292.478471111285	74.099555988111
cds1184	518.571096009119	282.262953739983	728.539489235939	1572.76682317528	1510.81922718595	1159.85585090756
cds1185	4065.62172753135	3627.93421737105	3072.45275756118	4576.73821113581	5174.11364101813	3416.13086263174
cds1186	188.297872635109	154.181913883395	163.024455771244	200.189450090966	124.414805151912	201.532805432379
cds1187	238.279863808095	196.435227896878	318.94168773177	460.691802116601	354.34199009326	244.427917175362
cds1188	982.21493348785	1188.3607018625	827.222809133418	247.652312672204	395.995511245722	666.057033675517
cds1189	219.212998703376	120.617849233919	317.987262630722	300.948964222916	185.425911524484	180.336105538101
cds119	104.294177849646	605.162365453305	186.413474629853	150.053901260836	37.305927437664	48.7598114533166
cds1190	390.655475582078	442.076741412082	525.736046488816	411.049909970159	274.997979397637	390.791514741148
cds1191	137.815199661332	81.801303822055	154.687310734203	130.697102852575	140.775014419185	68.2050164840278
cds1192	2632.31266526859	2739.46222620436	2186.27439793221	3659.78292645552	3267.61661864257	1978.27700607159
cds1193	149.081469400508	192.400323599498	185.940950234554	345.0969414264	190.601884586696	174.230721820267
cds1194	30.9541451218327	97.6326482217709	25.1031915024636	108.343599693753	83.4602959560201	172.19218819327
cds1196	208.511868769643	89.973589868169	136.755018648783	521.596820023541	237.683019047761	168.768945688211
cds1197	599.742124080256	404.464304288564	688.847765932489	1420.11417900163	663.155642231355	1443.13966268427
cds1198	222.80426434082	143.466927759553	138.846657075993	386.291799360813	181.301225412767	172.110348279855
cds1199	490.865694641588	489.993502741486	507.020495502024	516.322510296719	644.688659248234	648.814813967657
cds12	1414.63687827985	948.577125800228	1615.82678792457	922.448787590697	627.267901890455	740.707053418549
cds120	4364.96056081651	5527.87491632372	4710.16160621445	2606.14720848852	2899.4462297047	6277.42183204673
cds1200	59.5619430609865	30.1616011489885	49.5424969486636	164.173805845189	95.7518804233375	147.407972110122
cds1201	171.107635534575	81.7923975602778	200.630866067085	230.3459010583	283.946035554622	204.389008981131
cds1204	107.765743637866	51.3798724893962	166.471543433685	406.3104456588	99.9844489491397	97.6393826111345
cds1205	274.696162550834	190.963338664044	329.923190998733	459.888103022566	317.193357494132	308.523888546692
cds1206	264.951883195396	228.021704686353	208.196445510455	82.9245243809881	72.7465585034447	164.655984632084
cds1207	134.07302663682	189.503565807262	189.00219730538	76.149644938097	107.144818067291	43.672665770195
cds1208	240.765655207822	79.4734989044193	72.4876597982851	105.888238824954	76.2332278755033	106.209855807989
cds1209	225.949826411041	80.179589721061	241.577013477685	51.4439179030204	13.0570746031824	86.5054725832708
cds121	1374.51592351364	985.305781179089	1655.42277921488	781.742800213859	1281.91456881911	1067.25543564223
cds1210	283.57425526368	32.044862098779	496.599757693413	103.374745840798	60.5083945025525	75.3824624926442
cds1211	15347.5548566668	14774.8377440152	10074.5517538928	7042.62267847425	12276.3383482333	10888.9195894538
cds1212	632.845645022982	497.06318693533	418.664681004448	434.446329753594	477.440505692124	348.566917475868
cds1213	396.492620219224	586.153693610618	265.2320037907	368.994823060578	379.984326775248	174.771128609606
cds1214	232.927121893978	162.042583092457	195.17809462005	370.368975888814	322.117387254864	193.953635023374
cds1215	310.616254151944	278.378287052115	351.645987915157	351.021125427419	242.669788783213	196.327707399781
cds1216	20.9526362709785	17.9639285322341	72.9846585804774	118.974095816576	141.195133731752	53.6487850935416
cds1217	1057.02673341962	1166.65679507627	1174.06865954249	1599.22561257361	1914.3377317711	1979.46737439118
cds1218	249.091930355593	107.952304634119	128.283953451612	88.5693646440769	286.945987326854	454.971182715099
cds1219	131.42626364707	346.891926103533	232.031672823301	250.821092263483	130.570746031824	394.323112133623
cds122	393.270405286628	189.800553440059	243.601541546669	419.830442276694	186.338814030071	213.285511524556
cds1220	131.710251516706	109.775992238647	178.708060325301	359.059265811932	307.649043794253	365.95363434585
cds1221	1863.52302139809	2228.83776469293	1751.16212547876	691.897661205519	572.422150603516	1494.99373614977
cds1222	49.2122372955816	34.8946524062144	129.890264435919	85.1796590766638	63.5505169497548	89.7415724809816
cds1223	236.984240154306	165.838914949115	435.017889873792	315.625842171915	543.881152643838	184.895265146227
cds1224	299.134076481289	188.501055996321	395.18931114405	284.190370007619	242.541478693437	177.170143459991
cds1225	957.845705804651	1266.07865325164	1248.34624802336	568.180660975131	608.995993968007	576.352806319667
cds1226	126.904294642379	132.995888274205	180.533395926968	176.222479779392	191.843457096514	186.738747086126
cds1227	497.284410284334	619.281499043447	554.389448911705	641.0688911113	613.519970151192	513.087609852964
cds1228	70.4120226277363	32.908023367433	149.902975184778	173.639609318094	86.8348538650666	95.8122023276072
cds125	29.7133019790579	72.2361317098768	24.8824965962225	108.248780329673	105.551201882013	76.2813213268444
cds126	43.395129944433	51.1540755486845	112.158708369891	262.510565060623	114.664855151583	183.608438189099
cds127	1240.80059450825	1204.97782213481	1152.57108893633	788.650951681346	985.903749022902	1242.30963187547
cds128	210.594012965631	35.8238403830931	229.391554549283	252.10864263068	107.981205920797	132.563749992399
cds129	36.5614605843109	18.8858025655974	49.8777203966781	32.8390566636962	50.2195177045476	65.1213714443144
cds13	1398.9780030106	840.661678755971	1916.67799043378	903.097320936911	876.393518889817	860.70292468917
cds130	453.035752102555	209.431998681347	422.971240615749	194.596217214052	299.075729858156	136.584052041134
cds131	93.3011449847732	55.9962215424259	150.198194716668	255.304899957782	251.720564818314	309.351592914227
cds132	71.2008329550466	62.5637783833304	149.649796338582	102.668458757414	213.389904943438	108.077849796131
cds133	221.925389212317	145.438092568197	172.612926167159	205.672246414925	200.960422003885	139.059984981975
cds134	776.423458433765	978.462789816338	610.604277364462	1192.88653254377	1142.42361212189	592.088918034607
cds135	445.068168954001	307.477553704044	505.428984598543	325.807974026571	253.509959875486	337.232133576384
cds136	19651.0538348554	24939.2491740461	13538.2245307603	7263.13532594115	8179.32459070782	5046.83245317989
cds137	479.890426832211	197.83204623397	405.322486879312	364.696487070909	292.316522899153	155.315312256078
cds138	86.9971935849136	33.8225261968335	103.234166554975	146.725606715204	69.5990650697118	79.2834316788266
cds139	158.947861047239	108.505965348131	170.977814513058	166.822619252884	137.966233313017	66.5811079951275
cds14	185.724870730996	188.863155576541	745.792998455008	197.796520466545	51.9658446518615	144.641438082346
cds140	572.17641201287	578.240982027751	765.441407717359	523.082634746106	478.44851938804	532.230619111497
cds141	1268.21157412735	1284.62193415431	1340.75878215659	358.210637598331	358.166394253303	745.608856287013
cds142	69.0079065765415	97.0348774778632	83.8411486823538	245.304396009617	175.239685463764	151.297020874385
cds143	181.876647561227	175.560405457101	211.326878009959	404.930145029241	198.947554293444	217.554513631531
cds144	1007.13581176022	1101.01837586391	969.248240008452	693.214199877814	742.017099841087	537.562637057481
cds145	9134.1445482769	9321.54903791584	8588.99429494508	5031.53311314503	3228.59157371084	4776.64458811779
cds146	596.174355545216	360.050835281142	575.243436792816	427.308338195108	126.407620796027	687.467157943314
cds147	127.477625903964	205.33347804428	151.379851787583	55.7948960341216	102.280417724929	161.626190414482
cds148	519.214215690233	878.740212020098	673.761668326092	529.244560044383	241.885929516908	428.781654102667
cds149	626.706285276265	1149.54357401425	374.987065751322	319.784555268839	337.657430191938	366.095948279802
cds15	522.150773067327	259.413139644903	697.04373884854	266.77736415062	140.561146938859	231.825474846444
cds150	389.44595012712	324.290524624843	441.530676666641	583.528076327448	328.165700680468	403.978259044694
cds151	731.767127428148	562.877880752847	614.56739829166	217.601859635765	310.168055707781	408.589773713253
cds152	146.766140045559	85.305128480418	179.909131547551	192.161638229021	172.37849452086	150.65777600014
cds153	108.430179895694	81.9113442808321	131.657035816109	238.521834209573	237.60823114229	193.983321122318
cds154	205.294975301723	129.522532934085	290.767273758228	138.925501885032	246.219121088582	218.319699814241
cds155	383.983083640667	300.723228095875	282.47480343563	509.709409861807	236.071908825537	53.7509732556246
cds156	1820.03549175943	2516.51418660163	2120.556712684	798.753629280265	897.540316421702	961.183525026111
cds157	232.498864679209	148.646057399811	244.472935824838	201.762833043767	319.374138651563	214.660593010829
cds158	39.7460663099724	33.322461780303	139.684461369103	85.766174749184	82.6541295752854	95.3619291871595
cds16	882.250428467127	817.030583505252	1356.23989662753	543.553647340838	864.076338365702	323.419971731972
cds160	104.747152663062	183.369934839156	67.4292499085162	298.306963250436	267.00524358257	140.762992625043
cds161	255.721301458266	87.6651246195514	208.644687149515	93.9284771401161	384.400276317689	293.326739766408
cds162	47.9652052991124	84.3746468271058	128.02917670246	194.328178347366	68.3103257832181	100.172268340028
cds163	277.342483905597	440.196341093345	592.055154976597	311.323521508968	280.646900807468	354.399844549063
cds164	255.016187575569	91.8194542978082	189.035589919745	272.268855050911	263.426480119205	307.892293679874
cds165	64.5796388680577	67.0238515316515	49.0078656866277	60.8510898335309	481.890595067091	70.4756465887595
cds166	0	9.50198413285556	0	24.8047901091898	0	0
cds167	0	40.0546063258567	0	33.5048583357528	0	0
cds168	1156.05463420894	527.271190547625	988.820954945817	1000.37059184396	681.869451499524	956.376825426465
cds169	184.269761344927	354.798916372999	402.237891892721	314.398650260799	207.580839099573	330.458789658304
cds17	1756.31864712201	1060.47082792095	1876.97128156806	997.799271960432	630.333271210511	599.02747488321
cds170	237.565765262332	89.2169417396339	132.659595306981	147.233817673906	117.214654452996	129.727221712366
cds171	51.1684248370308	110.326049504011	97.3937841621319	78.1510912506234	27.0580341174382	33.9991095894011
cds172	111.751510485969	70.5665460728065	204.94503011242	225.074523707159	261.39258965217	129.661302072162
cds173	1186.90733515605	1392.42993890254	1319.31198710338	1821.94188388002	1356.57665802878	1522.11166830751
cds174	3319.4449748599	3649.33617993735	3484.21822802897	1818.59976966684	1633.63267822111	2713.54298591305
