gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b	invert	module
cds15	2544.90886420152	2695.93829345824	2825.08285398206	2732.59022042087	2729.27034524228	3723.78578336518	2226.6680637144	3413.43301407602	2706.28750020646	2714.15713316226	2550.36532819906	3196.16525571947	2409.96243850532	2154.69047711248	2348.02713093687	2380.60046752542	2536.49343432335	2700.6828193861	2326.40124700375	2760.8053294695	2206.18886640662	2848.27241864154	2077.3419529959	2164.31976265983	2299.02646870747	2235.54240256757	2071.30764462763	2089.64580312773	2077.2922818383	2113.82139275606	1797.91997730072	1739.81069449965	1852.3340686764	1909.65766113425	1759.74121868952	1886.70953381478	2087.83351540076	1908.63101985551	2178.47062349238	1671.70126477857	1656.64458065952	1799.1807536356	2535.10851933558	2081.36017836443	1986.56817023378	1879.37241983575	1889.06773036841	1693.71513138108	1530.75600316983	1773.65730549627	1437.20162650658	1763.1030243898	1637.52019313413	1863.28460843001	1617.75022917831	FALSE	black
cds156	3205.11651949191	2684.62758575504	3021.41654158335	2291.24219399528	2943.66898469121	2415.91368639321	2549.6574106294	3295.12979790554	2866.17110294637	2181.70828243089	2450.79354098453	2664.88990109882	2421.40887601824	2866.20253360886	2949.62647200665	2007.28230175058	2350.87424358758	2611.66357744359	2173.38110085245	2168.10571805549	2228.00816027685	2556.57044695387	2153.89302868226	1956.57440478513	2081.78569874428	1900.13915521043	2388.92014905564	1938.69178946317	2356.71542597043	2163.82110369172	1695.943735909	1836.22923033272	2028.43117544141	1597.44834641646	2121.35215169168	2175.04749620818	1827.1887269769	1989.22982136226	2145.1235083656	2141.68045734387	1960.15606495663	2470.87361410463	1968.33635424553	1943.73018904591	1746.0253648962	1944.48588349741	2007.52168799297	1794.55891732397	1947.58251404341	1634.1025219949	2107.33091817143	1724.99925322637	1876.06627105807	1726.11252379382	1828.18671436278	FALSE	black
cds157	453.935992909197	305.441828567593	182.817752746988	364.633303266016	326.468902716602	497.197464634305	348.513534478141	230.010372563052	304.298431460501	322.689935973661	322.395140497654	507.933468167862	308.345410466672	251.174129232107	349.625121697623	434.788277735548	487.938293325516	470.424672304011	279.284310772152	217.476970641522	200.756848364272	178.790915933063	299.022174806167	133.717051584082	269.885578526512	279.810831286247	208.187249771988	165.029157698159	300.363062707957	244.510262848606	147.688316598441	148.346534894844	281.772375287641	161.778303868151	245.298611935881	336.869782323212	265.733153442371	179.856212769525	211.485684545788	137.384050895681	191.404177240503	249.714186880712	196.343410604169	182.725024908922	150.912988047558	186.36349381236	209.733792704727	192.512232821076	140.12474212749	144.55398964151	154.23384734305	96.0871860185316	108.497006588286	167.302145893064	139.756365901484	FALSE	black
cds168	1521.62553938402	1371.17363703857	1318.11217625167	1365.20181290492	1341.25531305833	1193.93203088138	1633.94693999868	1218.04368696784	1556.67570090884	1299.94898376221	1490.36179354203	1110.46136598158	1264.38553084769	1296.32530038755	1255.85722002945	1406.83414100334	1381.21955684529	1479.61722717977	1133.51093024377	1143.01472126323	974.933578675408	1083.00843397975	1093.8413434085	1105.52554284642	1179.40135221347	1060.21507482806	1117.75424405384	1192.61443882927	1111.4848574599	1211.16276309671	1202.05406247783	1101.84533380411	1087.31253442424	1015.17658501056	1022.29522307734	893.528479376179	1201.82646443862	1151.17253382862	1203.87578122712	1153.87125338553	1209.96725496136	1224.20108334677	979.167808813662	1077.76652377959	963.516309637409	1020.67714237321	1145.65760272817	1099.47909268322	919.077098237377	1014.64520222274	1026.34996031309	1012.61111419529	1221.7407942172	954.245893026015	989.8487339432	FALSE	black
cds17	4946.86574943388	4875.05915337236	4387.71381142939	6591.39618706036	5480.64671025559	6168.13115203753	4926.11580053144	5212.60672736047	5173.00823278683	4844.23402018608	4610.58432930511	4167.30150210463	4418.61796746634	4493.43821648341	4672.51744351545	4315.40409702786	6334.36213564541	5208.82514905805	4517.03687050344	3824.63845717648	4033.90677907995	4958.67592554076	4578.74965893332	4396.02376186394	4359.68164447173	4312.14018470153	4060.57963332387	3577.18101121716	4053.39586992471	3929.30876529251	3494.05789015797	3019.85809361065	3825.97963396978	3155.12559068556	3797.42631806276	3292.7276355737	3746.58940396192	3355.51334093641	4288.38379788699	3203.49108134518	2951.11006936755	3197.18386572984	3824.25573078795	3916.73886707439	3610.84712973353	3693.01559909599	3467.02738695244	3337.94676579558	2600.5264588448	3017.64094831685	2683.44946749281	2549.89816187334	2887.13292860946	2953.90940838327	2881.01067603609	FALSE	black
cds18	3418.41197999954	3740.23992470453	3510.03207649923	5689.33204874502	3413.66453396662	4395.33612992909	3485.95688361357	3812.05461081947	3327.43306640792	3978.08915779869	3563.40677695518	3985.34768961595	3066.63492283519	3496.87242400936	2863.60356471063	3543.51885620082	3979.08121008422	4069.04926118602	3335.50887144203	2126.48904910721	2889.09946075216	3118.53807945835	3471.59038001149	3253.56645793514	3285.04283441373	3207.52465037002	3298.06988784018	3067.95845644048	3253.66101236681	2749.28474871826	2982.71665461896	3181.40396815802	3246.39566185863	2170.38072161083	2935.24388985239	2419.7365537301	3244.5529217081	2564.5979060337	3064.45424320886	2011.22434090336	2042.16029487632	1926.0431131969	2627.41659211052	3303.91964023932	2494.85547075509	2726.01645535869	2641.27827202648	2787.90676680047	1886.23440521872	2555.48346455451	1825.14834059783	2109.23011703348	1889.60678364618	2665.9799906243	2087.61764565569	FALSE	black
cds183	1972.48375630325	2339.18830441347	1719.83026682596	1897.29242679475	1803.64054804688	1498.38517392926	2121.098499962	2074.21105221958	1909.6412911721	1905.34990343849	1911.8710725875	2481.06047227465	1693.46517939824	1786.10147879692	1903.22111322798	1639.90035752896	2227.55920724267	2156.52743786848	1824.28090876132	1572.90607813487	1687.27547831692	1515.26129552151	1637.70058520539	1698.48430314048	1835.53866916136	1625.05769504338	1722.00486952274	1623.05361088172	1694.47157149585	1639.51197883828	1482.07770133111	1473.39952369628	1422.48904654315	1622.47967381778	1519.72478174831	1607.38458728922	1493.71451184269	1619.57749855149	1671.16539620387	1340.69031626735	1471.89953069513	1353.43498870915	1594.97112914792	1451.7001018204	1421.83321021708	1486.78031096359	1611.6924696816	1422.96142859697	1289.3708042346	1547.93693985738	1346.77822111568	1182.96906079272	1318.74141176292	1353.8099001552	1326.23398300736	FALSE	black
cds184	1039.2462446358	1211.69627870458	1261.48732046051	2834.70635812289	1358.066249216	2118.26500871653	1344.45954359374	1305.73349923695	1121.5827606167	1647.10940745831	1135.88542624404	429.388266083969	1037.31134922674	1045.26000641771	1134.03009393517	1114.96182480486	1363.65585078988	1102.08124240208	688.957521343858	997.459657441019	838.493733885613	1105.31300209414	787.726206484566	1207.9131802988	968.089379756321	961.50701061052	825.774726880232	968.16203311125	923.335597997892	538.568461020228	833.871363329962	882.466689815247	719.775183814411	1214.73764994306	724.395715876165	1032.60504230144	770.110235185085	814.82089103088	913.386495138259	1081.13454841511	760.821837709644	885.455314215605	1282.50409634704	881.619317557052	932.919682042044	800.208569193437	891.376442105507	764.496499634309	1012.62865709525	839.265582238482	877.3318380346	786.03348204722	706.019323731053	641.891020806112	723.689597347682	FALSE	black
cds19	5108.7694525357	6526.82200053688	5895.02044523918	8746.02875979619	4912.49427309004	7015.58282213523	5408.53764375268	6359.65972431705	5149.5072302313	5751.91913621437	5513.71359230409	6061.74557234373	4830.7231710612	4776.11871581028	4519.12652361075	4606.65186733238	5478.36865429269	5640.52637133023	3760.92831157196	3344.23970055732	3885.03560557816	3035.45089918255	4184.97850823444	4558.57963800151	4293.82372570872	4702.335001373	4775.04569786822	5078.26924716054	4942.2135749764	4994.35118038897	4546.763735102	4127.9564628739	4267.08823546332	4340.03862515003	4700.97841169188	4730.62256888747	4725.64887258246	4529.6194120981	3553.62049399307	3565.16279135967	3492.4015940714	2334.77499681128	4171.0706434438	3950.74188607009	4430.62595789682	4272.06200571421	4356.88383723311	4532.1162192165	3662.15907312532	4102.92274718872	2861.94530156162	2716.27283302018	3052.93459289681	3762.43715537486	3741.78113695688	FALSE	black
cds2	1483.03977738788	1410.0370593636	1366.94609311408	1041.22625958616	1729.92340391945	1509.00649061693	1435.35173254823	921.27864431121	1336.48258684266	1343.75015843923	1155.86119308275	1464.43518227245	1169.51626227381	1070.1147363668	1164.61540202395	1082.91751674124	1594.28955039254	1250.2529166756	1192.80658227186	1221.15165171862	1058.87132424311	1392.13322697846	1109.11382408493	1027.33188474333	1174.36315170843	981.932212304567	1045.73902276436	903.508977928902	912.237719948903	1039.45305551532	884.701968332541	747.179328851097	917.645361358738	982.030129047313	984.655344924294	1047.05847638505	1002.13513015419	1054.17108641738	1034.04590202871	905.431259387205	1024.98787503263	1151.35126731931	1272.7417703172	1039.44118303311	985.497591167869	1002.07494190696	1023.54803717433	933.076900529457	873.665252951547	1016.71843869889	1059.59424956654	1031.17852646937	1062.16680734338	1046.20307105286	918.656928652965	FALSE	black
cds20	3760.9780504044	3784.56173877177	3468.85528508366	4362.85808451402	3203.84699359009	3938.05059070438	3659.80499841831	3859.06059814696	3585.42737924203	3513.54215112717	3136.27015516343	3759.38521065352	3268.46820677808	2939.40362519263	3100.94307823403	2956.87635863399	3848.66263972342	3615.4269472468	2898.57326099421	2947.09395477006	2836.79080256181	3304.84585496495	3138.64701559497	2753.70897209239	3131.74148439621	3072.02537178645	3053.65604460728	2651.48960575265	3082.8877978169	2779.17520752784	2827.42175340306	2635.99555014876	2724.55965918111	2456.91246152819	2668.31724815411	2586.30425325232	2953.2763959078	2687.44214069114	2794.49836050346	2241.20365098311	2224.95645738074	2289.47418054529	2644.51368938062	2722.88177320225	2315.25603808044	2586.18909063082	2611.95353024113	2549.25192036526	1887.87602897653	2240.42644314464	2004.28611750032	1996.24714353966	2036.57342474214	2253.92559258239	2111.47200400994	FALSE	black
cds201	364.766077049948	291.136350622744	467.163215725253	297.916934281751	384.845933139134	386.387881771351	433.512171154695	504.809094145957	487.847753205335	464.397975211771	339.601983676128	305.937944175128	361.620819825783	337.154902157186	353.931273095304	312.445217791898	213.126670668924	245.342119824239	345.266689590625	341.322144080175	414.930041743172	359.859359606327	389.986354577479	403.837989304747	315.786604694461	337.030016823647	407.645925797891	365.910524967036	336.141681162923	344.713745355396	356.998312765266	359.10943702947	341.908979688668	350.797932230507	359.799265258557	266.233432521481	464.165234780094	361.516507619379	341.669154872401	304.280183316049	303.127542468369	330.361376907789	356.483939355333	334.65207110277	335.678266415037	430.088081135988	303.826847814672	370.947100982076	330.291419408537	366.740868076444	370.090185803963	324.885411593922	346.872079930256	333.125129404998	362.806321007481	FALSE	black
cds203	1315.06256804638	1356.7738824422	1441.88625658079	1087.28997097407	1920.8513589878	1486.81814310662	1663.05962072793	2105.90656666452	1168.04508609342	1452.81087788463	1289.79378357797	1404.77586895588	1296.22513481476	1251.1074850362	2023.29565393015	2268.3483737045	1291.73631361422	1484.22960527881	1537.28100921145	1025.19201716383	1228.6105929873	1431.37647478203	1232.84843136464	1075.68259145595	1445.5486084798	1059.49650951263	1097.24161766047	1445.00798425082	965.034370487372	1158.44509202034	1010.60035886599	1164.81748437257	1180.57210809113	1119.8703839178	1235.26488413128	1435.56937134699	1032.37385116562	1108.78314286179	1225.68654089065	1165.86942557036	1222.98510767109	1253.43415606671	1089.91830341364	1356.09519717207	1086.43362149691	1357.02399747434	936.348435011157	1164.57890842796	1009.28812208723	1269.7375712178	1094.47816118871	883.941953615477	782.666196358755	1227.05475682624	1111.53774069085	FALSE	black
cds205	527.826079096054	644.182887265684	401.182910748563	403.193765398159	695.064320493274	745.901229310317	563.273432986785	308.063153286403	424.184621748152	560.66767834263	413.907682022928	324.255953297527	318.875236265865	415.647114164073	493.18907286272	433.644663438067	576.858839036461	450.139962890063	392.990108094386	560.006543032958	318.883341749627	430.799961679983	330.396016718095	326.186973699215	355.445131922018	424.467212823515	351.096568637434	460.25882817935	344.310349359257	276.939447935872	344.020165146975	461.877007609719	385.467934994268	261.082492338742	356.47709623741	298.014755104226	373.12899559758	373.083457509069	369.299203237982	367.597853675518	322.409622124923	395.42906692476	411.808231505217	345.115988662322	385.957585742243	317.405902800365	345.392074548415	334.570481720841	384.667589909813	371.027978251836	391.144096857313	415.532192884406	382.448013815468	326.566413973941	387.187009047394	FALSE	black
cds214	911.187879068317	942.661641484526	877.578391016553	1061.42371994128	1237.33084981588	1001.86822244547	948.138840188922	951.112918206062	942.372199951104	1005.25187121365	912.963143147261	934.806236443446	739.638526479211	979.853027416212	1014.08691018349	1013.7402150554	854.878304800159	1290.49897243608	676.799872537319	913.202568680767	706.130332145439	759.757247072889	650.258501320374	833.938819898994	709.210697117376	821.120771605381	790.380378759248	825.455503097071	667.844677868289	677.85963555294	607.678621783431	729.801268148479	699.082111854997	754.610724141651	731.663230947601	653.316264445124	662.680390467448	688.548933332962	788.956559535559	900.992556049557	987.190118592281	1018.08026078914	828.21322711248	718.003320317108	709.513989945173	623.281325328476	744.825801138053	577.474804459924	771.299201223628	630.171631452322	748.46606782004	802.007829089239	789.001081452956	627.000993670307	650.24591437021	FALSE	black
cds215	1223.55453561972	1100.64466452228	1093.12176050953	720.748055043067	1331.69694186182	2225.20891784883	1106.18881348117	2735.20792188913	872.848015026586	1388.71205958123	1062.8578768683	1040.40378144649	798.025647024045	795.233643932488	1028.460089835	718.597227552233	990.193723752572	1095.99799727382	970.420978166	894.121673999011	827.259500571871	865.687354449847	593.810458986771	607.64928232418	810.589020863716	1045.36988938579	691.490004891336	790.60383648957	674.283050536987	428.22233432807	672.379488886864	541.100974413464	681.213804592976	720.318709435077	602.565005815632	656.232562857698	717.939667606006	715.220196281577	705.915924838478	787.919097464944	979.126193145981	909.399012173019	862.26962499792	688.759786506635	723.014444021959	722.829096451924	789.812631192795	642.481146270503	790.477354066559	734.466087138364	936.129047652803	865.771999853181	833.833091854801	636.616080278019	677.242345780522	FALSE	black
cds216	727.182345487368	723.389745130993	556.812928744231	758.507225528301	858.238358209781	827.589196951273	812.251848153898	742.941894207545	535.796222749178	685.528326408479	622.256458092476	514.598939309082	456.603349919859	561.568860091395	349.475572069633	528.173028248029	473.648790497385	314.953075053085	439.017336932012	450.770885439335	437.747879234446	556.293959774807	392.8902012128	363.307420982891	371.438942099603	621.279758370693	392.661942068318	346.755033512135	382.685533439118	237.593225794818	331.03860143038	405.559631745848	366.013625876718	259.640947216024	342.868159091246	358.348846542661	387.136509036051	345.358244288203	473.586774238692	468.873474860036	275.057964400283	468.292698579385	538.014855292267	450.582745915557	367.13386700494	371.654916935745	395.752546147749	434.50192552271	559.013228991312	457.134759319714	357.909395346737	415.057254702618	398.29381515654	295.850931180384	410.507062549793	FALSE	black
cds220	1642.4706352381	1605.39056374513	1422.86510148968	1447.83543024278	1402.37162658439	1940.57695757139	1680.81536729815	1288.65899852334	1460.10988414007	1573.40403812663	1235.04315903336	1140.2838586769	1385.2932384438	1596.36447119238	1947.73350549255	1774.96484615433	1535.3426804889	1500.59963428897	1306.03433572835	1687.90800852685	1334.20238009097	1678.48065742884	1212.93914720659	1347.60484784819	1109.07103713452	1023.173350245	1181.90342225139	1365.44070984861	1435.06493533196	869.003959257888	1145.4082229696	1170.37101325359	1221.09802245097	1134.74022107433	1427.53925714317	1419.73967373694	1208.23843309836	1240.68487423892	1313.4393899109	1467.81099536288	1370.23489870167	1482.83149949109	1087.31915919531	1225.9705482223	1023.38244748467	1030.56831766479	1063.8525446882	1055.81472512401	1142.93600980688	1076.63446288451	1306.54318681667	1345.55717371253	1171.91663905241	1097.76772124812	1262.94530015042	FALSE	black
cds281	9662.64162199197	7329.97285908596	12448.036973604	8749.8595587422	8687.80259644566	7958.21296450518	11766.2426191803	10729.7625905187	10591.3647833648	8821.71773040209	10478.2875576406	7432.43302659539	7335.86959421954	6370.60266016637	9503.44732455701	6583.18203918719	9854.54853869299	7385.16097311956	6505.82097685854	3772.89446666145	6538.88007998818	3622.06566375896	7148.34820739063	5607.00180387231	5564.89568121115	4722.70867444924	7810.60433893935	5068.70649310419	6985.12251550427	6864.29549134543	7136.67347086758	5277.62080571969	6036.1129677833	4461.88504902035	6471.24693992734	5100.88457776031	7128.46605392153	4363.7915374497	5527.1105439262	2897.97190881101	3061.67805147141	2153.6370151366	4187.36867887728	4848.53120762296	4256.50206433065	5503.81899365206	3771.78432870756	4862.62790920276	2780.07973315052	3429.94954402582	2210.44443662081	2586.48179870618	2560.97799969872	3234.97080051724	3227.80374051208	FALSE	black
cds282	15689.4167721023	14767.4350702516	18855.8298660918	17766.5670067996	18743.0536275143	20167.0282333695	18374.9856725447	19433.7559362094	17976.2596793343	17244.2092364536	15453.0436136543	15781.1254493747	11982.7152177141	14182.0158740143	12404.9930643717	12987.7862080955	14394.145091671	14053.3676081672	12991.125971914	11746.1295484645	11640.8857024271	10842.4211345663	10898.4945695643	10332.4814826831	8767.57437265858	9497.12011541259	12820.7449100655	10106.9814044741	12327.9628011913	10930.6389764148	10075.743720528	10742.97285982	9197.6926375887	9589.57510055102	9651.35976370104	9210.50401026593	10554.3397014577	8753.95908180152	10197.5763827479	7093.88899572589	7448.94115763726	7683.46663010096	10457.9721812676	8978.20169244726	8287.17426415003	9228.19495483688	7224.79573937321	8428.12321880293	6602.58851368558	7694.5426373724	6697.36489009833	7508.00082887371	7143.31442044995	6460.4005751113	7581.85122293512	FALSE	black
cds295	359.445961410288	283.974130755633	313.790368202268	336.258722998128	417.818187343699	494.803252359813	316.23643594593	212.672599057068	270.411730843734	342.07395609897	204.005935189057	91.8093345721975	222.838026992046	165.124249113875	278.114381713548	207.992804573036	204.792760387441	242.029756776151	233.213294693404	421.625919236931	259.107002059643	372.535972897134	255.441281236048	360.11383155651	277.620089091541	350.346631498408	253.715332994336	318.05796021227	190.602598601774	133.076060743124	151.653154229146	179.857580475541	240.036676945084	339.35660667835	237.455251239897	276.130650699386	196.636156101729	198.228180062516	300.343154846952	279.63626813652	174.724023240984	231.996877836581	221.959175122366	252.232730899436	299.588772523195	216.475633344	302.385067518458	209.673491324488	201.145624242942	215.730375857154	206.140454217002	306.18657381288	127.950239177945	179.914661457572	188.716891368455	FALSE	black
cds30	617.572459057592	644.503332876323	600.164287923338	471.786224400788	543.899125048774	494.1175669191	519.160202294323	599.202881344043	468.578863314407	529.225143625388	560.741296450548	431.107969791118	494.839898898419	492.071659461947	474.774288456447	538.840944101915	617.069159555029	428.45039241193	448.425336584785	649.183297819006	427.440607472617	591.062008535884	527.253751710487	449.597183007278	454.587768514955	482.499386186636	438.45282728514	334.654847221305	402.110625984573	391.458632307381	427.342936636489	402.72687528124	469.195065316765	344.31366072604	396.668553287326	424.471894069135	450.036982631651	411.973689732863	417.988336446091	403.214067835375	312.64865013199	410.631421919204	424.155338991002	470.315845931369	437.909261167896	402.314249675206	378.240247890253	411.747516811332	341.124425214144	339.878337672329	286.214460315042	301.582491877422	359.031715934321	302.878856961329	341.005158529275	FALSE	black
cds307	693.792174992903	714.297646155626	526.37486963136	752.091150871287	862.525629230097	795.823240925774	738.869724066679	940.509168192707	535.838554260528	536.192262769053	606.893158433674	502.776066714714	611.132438031779	621.501310020329	938.026617914937	820.713376177706	982.354868121284	652.650597753872	515.545033285613	497.626427389715	519.527999581056	539.218574890707	543.50660447686	435.461046373798	683.258402716178	485.922453285155	422.369839657829	539.548027183429	444.549737851301	588.186914891523	463.166347582445	402.285918411712	506.300486495367	476.359375532342	526.622713763181	325.663574583999	504.561734283376	374.585266387849	436.88536494235	296.131505918181	372.581403366425	369.283793067632	474.215368556741	402.920029716433	478.209042577931	531.181003084048	366.844868560867	401.399700036277	250.176578398413	370.737949681345	346.977838122012	290.618255895486	255.569376084458	365.906477157987	369.843675318037	FALSE	black
cds317	553.330378658174	634.504773094384	458.634873544322	579.353441433815	1080.53642314069	932.986234680603	525.58708413225	1000.68065304384	556.10596324264	771.274200453695	619.063208988104	181.607607529956	456.890889653504	370.804005978391	513.985986993951	590.742915637095	381.679336014735	606.296764449348	429.971778066725	674.628571914827	509.201018730356	545.396645532493	486.750393250967	406.349601757539	405.725521963689	385.020346954566	308.969234970914	380.540729793712	401.722676992738	651.6755817775	423.581998079447	320.472511212367	376.251892734685	494.110887304317	245.237145224039	475.53636393033	349.601493874242	418.261834398443	440.711535482437	453.75925595096	229.293685440963	338.755673699622	403.208076112041	446.739507287307	355.719640575103	405.967556110322	190.731757690505	354.945461331869	331.120053882602	413.548330164264	392.156976443427	461.397634694626	495.276798622867	440.711299560634	405.47309511859	FALSE	black
cds33	1590.96653498487	1836.6867079985	1527.80889713444	1677.1593724374	1413.75353602231	1487.38405937167	1662.38297217225	1936.12857917031	1568.95695810046	1420.00557520873	1617.28945178724	1506.59960320449	1559.16804248257	1140.47208737841	1396.81168613198	835.616500846289	1817.30425742116	1561.63134512986	1161.21609186974	1438.51187508714	1288.27569828962	1364.15765562156	1272.79729267233	1365.31426124397	1224.71333634676	1210.9129574419	1269.6071359209	1074.62843433874	1201.06973932899	1378.0461537611	1083.50933786621	1005.54262051416	1170.37019244147	889.307709430072	1086.03941614601	1100.87876889976	1268.68357485283	1250.30268689735	1193.20904882252	1102.17602754046	1259.89699115307	1179.14093446813	1239.55186867161	1157.54501114446	1126.96376003974	1034.30364045239	1113.63631742215	1147.60086757587	978.998062573039	973.073896078614	1109.87599055059	1116.36522183263	1298.28088192554	1001.36266589745	1004.02276721359	FALSE	black
cds34	768.167354101366	704.778421455788	869.775756310231	505.018432165996	762.012066783763	766.230820772658	940.843102924622	709.157064906674	621.190456757209	837.951977662759	615.78593769463	610.421312973324	504.684365212344	537.236770592045	353.006617863322	510.181263431551	541.583009551865	751.462890150667	465.38590674874	397.160968371761	604.709965319668	331.775275369733	522.331183836018	568.120646089718	460.165475391702	618.184167902938	485.429799467406	359.413899088842	417.432615228849	573.199860281114	377.360897493375	410.680262801609	425.41379423165	475.453287409638	452.203818911577	415.401981802701	410.90965352525	530.438987492058	445.761413467423	272.625954467755	230.722154983992	244.619582535163	371.576488755347	372.193843506134	376.901450638057	393.793881153716	417.056758491976	351.620066779379	301.33077588231	399.222299122607	246.124952717346	184.00240793787	255.750096187812	325.169722280857	306.275370667594	FALSE	black
cds342	526.205195531367	562.028684037763	394.944971598094	578.667481708358	388.040219991873	455.753507127754	580.725600571514	606.809371636178	452.869480509259	435.158197209633	494.215308085232	644.73750921152	478.04889188412	472.77885110077	420.19386306393	453.362840493602	585.627992187045	733.567794877728	357.15384457949	310.554582942736	440.741362158212	547.404826473665	491.569342202544	549.697711600536	529.127283543284	397.931666638919	280.937089711847	416.54751435866	341.945482400583	292.678843159697	492.019618365631	425.571493247723	414.306339928055	394.572322488701	326.126444546462	385.229561641072	398.22749822555	423.002051754133	343.683732442791	283.366608901942	238.452944877058	252.281719876566	355.932050079831	369.225251075445	333.695715669983	383.480328772896	346.539754816667	435.196461848673	331.171007547323	353.130172039832	325.160198366598	319.9773891637	405.223242987325	345.451211933762	369.53019318845	FALSE	black
cds35	1349.26564614297	1131.38393178025	967.551748671774	1086.85919385141	1324.41196275538	1418.97430709742	1123.32592969068	1154.4890987238	1004.81150606913	1260.85387291026	1143.48546331018	503.375508285026	920.075138835291	631.269789282301	1132.20689442723	1069.60808497259	1910.55044434879	1060.09121415153	899.42177463429	1072.17553654351	941.225872455573	1458.79414809323	956.406545484372	952.977629042806	984.979288712957	929.478488801397	892.715144242826	886.419169549224	995.469700295786	736.954479536861	914.667915929859	978.96638914878	1041.73887269324	869.577359252484	1689.97487030164	1163.53888435284	809.934586535067	733.945376400061	1060.49713726769	948.267794532717	920.695518851583	928.503025049677	855.482182642079	843.29167846376	941.861854029177	1008.04787181356	793.373025072739	904.045425090308	810.69239943422	825.508939297501	872.213514293887	744.453630447002	877.064658307407	768.496808872932	869.034744313703	FALSE	black
cds357	395.191480653862	364.670601874927	350.409851767168	607.553512591445	414.034500922219	407.452103755442	375.531134675048	524.90629185272	346.812912487966	298.834886928193	283.56174322259	279.10747575937	283.521060642854	275.054886908876	293.102815739467	326.045813297774	447.522796393244	326.948294865628	241.400142363588	330.272740349233	296.373392224632	430.381495771857	383.422579308708	417.028065111761	345.525726593838	316.038178172811	240.338610810571	311.509521720006	303.644099515978	295.296236095042	236.0594513532	207.797334410572	317.974977566846	359.676827541866	354.453289503466	312.622110016465	254.753504818557	287.661567813274	423.275223990103	327.94781360879	333.27768304007	394.850907442558	360.191034171234	303.795503997475	272.613672496166	363.061696718914	328.197937754906	246.541818391762	253.989177312937	272.461272939864	322.059556085289	259.39279451043	356.024438615677	295.935124153712	269.133443313939	FALSE	black
