chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds806	1944.01	1892.98	406.28	1894.61	4591.49	5830.36	102.61	67.21	57.03	73.07	78.82	67.82	113.14	85.78	216.84	203.95	102.94	79.03	110256.73	137.44	25.93	26.18	63533.08	9.23	18.68	74804.73	16.35	17.43	78.76	164.52	73.89	111.17
cds807	489.92	2106.21	668.02	1840.76	7708.48	9188.82	469.38	331.05	168.87	264.18	346.83	317.93	355.82	343.84	886.27	634.13	260.29	163.82	77045.04	428.18	45.89	81.33	26580.61	9.66	28.32	40141.81	27.04	51.56	147.13	139.47	110.52	165.64
cds808	1117.65	1349.32	431.75	2044.7	4457.11	5647.7	418.78	250.17	121.93	365.64	168.13	200.3	246.32	215.5	476.23	409.82	274.33	178.86	80788.7	547.78	96.27	226.79	78688.43	43.28	50.78	115400.23	26.39	43.2	248.62	203.05	156.33	177.01
cds809	534.32	515.63	146.77	577.95	2954.25	3354.67	300.64	189.07	83.48	151.07	251.04	253.87	221.22	277.77	664.78	514.98	125.93	119.46	37549.11	241.34	25.26	40.34	17759.15	9.59	4.98	24162.37	5.84	9.31	77.53	58.66	40.3	73.01
cds81	0.91	0	2.79	0	0	40.97	0	1.26	0	1	0	0.08	0	0	0.57	0	0.99	0	209.18	0	0	0	190.61	0	0	79.14	0	0	0	0	0	0
cds810	1040.51	1825.28	482.44	1739.77	6793.43	8122.21	177.74	156.46	81.83	105.62	290.3	265.41	395.52	317.63	783.05	569.5	235.99	164.7	96521.11	378.86	46.21	56.63	46853.15	18.56	25.73	59588.48	13.37	25.98	89.42	153.34	36.42	122.75
cds811	917.67	1538.16	416.41	1529.62	5161.16	6379.6	271.85	158.27	88.98	184.08	240.96	248.97	400.77	271.39	807.3	499.76	312.17	209.05	98676.19	504.56	22.64	48.29	41643.21	18.81	17.23	51741.49	18.86	23.76	181.83	168.9	111.73	152.49
cds812	296.52	193.19	40.65	127.17	1077.4	956.92	124.81	86.02	26.44	70.7	70.77	65.72	105.94	106.18	264.78	187.44	199.91	128.22	9188.43	250.35	15.87	17.37	4963.82	22.7	16.59	4737.86	20.57	26.19	70.55	18.22	35.93	34.75
cds813	186.54	92.56	18.64	296.13	631.81	903.73	24.41	10.77	5.35	20.91	15.24	12.95	21.17	17.11	35.9	33.92	23.66	12.23	13443.1	50.43	3.05	3.1	4476.15	1.54	3.26	5415.83	0.86	3.02	24.96	13.67	15.43	13.68
cds814	276.63	279.76	77.79	304.29	1024.71	1082.66	37.56	20.01	8.06	26.58	39.27	22.51	41.64	42.16	72.86	71.31	38.04	24.56	22622	73.57	0	11.8	7275.58	2.4	4.32	9568.08	5.11	9.6	33.87	48	41.11	23.79
cds819	31.22	147.19	88.49	206.99	745.74	982.39	51.39	38.76	20.65	33.72	30.63	40.9	58.44	43.05	79.63	74.34	33.67	18.91	13480.84	61.35	2.64	18.63	3678.95	2.37	2.89	7970.32	3.82	3.75	30.68	16.11	16	17.69
cds82	0	0.28	4.35	0	0	11.73	0.8	1.17	0	0	1.46	0.36	0	0.89	2.19	0	2.55	0.69	243.36	0.88	0.75	0	173.17	0.24	0.61	155.22	0.28	0	0	0.4	0.84	0
cds820	974.99	1007.25	483.14	1789.14	7922.26	8862.2	598.21	375.92	174.99	435.85	304.93	382.18	470.21	380.92	931.03	702.73	429.5	328.01	132169.82	792.88	164.17	232.04	43460.49	47.29	58.67	119262.87	20.91	58.11	198.66	208.72	118.42	190.9
cds821	115.54	131.64	270.06	945.16	3237.4	5749.57	150.15	92.25	81.95	129.48	96.2	95.63	119.48	132.05	352.42	174.15	87.98	56.97	27783.08	155.44	45	112.62	15251.71	18	22.39	39355.11	9.8	12	69.89	62.99	44.3	50.19
cds823	0	8.82	38.44	52.39	273.3	321.65	45.17	32.31	23.76	26.02	33.61	28.57	42.03	47.27	76.25	65.14	33.66	38.55	4957.68	30.55	1.31	13.61	3050.36	5.08	3.05	5358.32	0.5	0.11	10.63	8.16	8.26	9.67
cds824	1363.02	1731.93	547.3	1333.77	3691.44	6558.54	427.62	290.97	164.61	281.47	361.43	341.68	368.77	315.18	623.86	547.13	208.63	150.7	46865.2	313.68	50.11	69.27	25357.76	13.96	25.22	42463.6	12.37	14.82	95.07	79.79	72.92	87.57
cds826	930.01	2048.04	579.52	1955.28	6160.72	7724.7	286.41	224.73	111.96	218.38	184.65	216.53	336.78	240.26	514.29	350.38	193.67	116.32	51714.15	260.84	28.28	63.55	31455.93	17.46	25.43	46090.31	11.71	24.02	125.43	108.82	71.44	49.46
cds827	11.5	23.77	113.26	643	1808.11	2626.3	46.63	32.83	16.75	52.86	50.44	30.27	31.12	32.85	104.04	75.37	25.85	19	13614.05	64.38	9	3	7840.37	3	7	8484.26	4	4	45.01	31.17	43.88	37.74
cds83	0	1.69	0.65	0	0	71.26	3.17	1	0	0	1.47	0	0	0	0.78	0	3.18	0.47	248.98	1	1.23	0	338.4	0	1.34	167.86	0	0	2.53	1.13	0.14	0
cds833	289.41	1234.38	222.05	424.94	3782.33	3848.45	108.07	92.09	63.41	86.78	86.74	75.79	101.45	79.59	236.17	144.84	38.15	42.67	11261.4	69.66	7.08	31.84	6002.51	3	8.56	8916.67	3.28	1.84	40.03	37.49	22.33	25.86
cds834	613.64	989.95	296.75	732.37	1792.2	2641.17	132.22	73.55	25.92	76.07	62.38	46.48	69.41	70.14	211.77	126.13	74.42	43.91	12829.63	138.32	14.67	24.09	8918.26	3.83	12.89	12880.33	7	3.3	32.51	25.19	20.49	27.52
cds835	26.66	935.73	378.35	548.72	5200.7	5708.42	170.27	145.95	63.94	176.18	76.16	95.5	84.11	81.8	227.64	233.59	183.67	149.4	103499.19	231.45	11.83	51.08	52927.42	17.48	13.89	78438.06	6.24	11.26	77.54	29.33	64.64	31.24
cds836	337.44	295.77	218.58	444.18	973.09	1720.15	101.81	80.8	16.92	83.82	47.2	56.14	45.64	53.94	153.62	100.29	44.92	48.41	10610.68	82.96	4.06	13.14	3506.54	5.24	7.94	6530.14	5.73	4.73	37.4	17.22	28.81	24.2
cds837	2111.07	1583.43	936.16	2736.93	9834.08	14028.83	890.55	512.69	317.73	567.9	555.87	683.75	759.34	688.01	1514.93	1104.42	519.9	344.07	151708.73	784.85	99.1	253.39	60523.84	28.33	51.13	95077.79	41.47	66.71	255.65	203.68	155	233.3
cds838	541.19	507.81	99.87	662.25	1255.59	1831.51	138.49	112.15	25.03	140.8	44.65	49.01	54.96	66.58	153.46	85.81	61.52	34.9	26417.5	92.89	5.97	19.21	7097.01	3.45	5.95	12426.38	5.02	12.49	69.23	34.56	30.52	22.29
cds839	102.43	276.97	148.63	401.78	1228.44	2224.39	104.36	70.08	33.65	127.64	41.58	53.25	50.33	48.2	113.65	74.35	78.09	51.91	35362.07	156.12	25.89	49.76	17550.05	21.38	22.8	34032.15	12.71	21.54	64.64	51.47	50.58	40.57
cds84	0	57.08	0	0	51.81	7.12	1.59	0	0	1.46	0.67	0.44	1	0.95	0.98	1.06	1.69	1	92.49	2.42	0	0.37	151.58	0	0	218.25	0	0	0.78	0.41	0.13	0.69
cds841	599.82	763.6	294.16	1330.99	2581.92	2740.55	137.51	100.68	46.93	143.91	76.6	93.44	146.96	116.02	232.73	165.13	121.98	80.29	28279.64	179.47	11	15.82	13555.46	2	7.19	13045.47	14.94	15.5	74.95	35.4	28.59	41.5
cds842	148.82	285.78	163.84	606.45	1667.29	2038.38	134.36	75.83	38.35	96.86	76.07	78.86	88.94	75.51	202.87	134.15	103.35	71.84	22237.39	134.21	24.05	47.51	32277.14	21.45	17.2	27356.56	10.69	14.41	55.57	55.56	33.66	42.17
cds843	656.53	1172.64	505.55	1434.14	5912.49	5393.13	374.29	304.5	128.64	344.2	182.48	182.79	251.63	185.96	474.57	367.24	199.11	159.64	66035.19	278.63	44.6	77.95	31212.2	19.85	22.26	41163.61	30.77	21.71	102.08	88.01	69.68	85.37
cds845	5.11	1.22	0.29	73.26	232.16	242.81	18.7	17.73	4.9	9.07	2	9.88	7.23	12.29	13.71	18.69	7.73	1.26	1258.67	10.28	2.02	2	737.52	3	1	696.28	1	3	1.6	3.27	2.15	2.54
cds848	92.54	318.29	203.04	684.14	2435.45	3805.27	59.55	29.57	23.82	39.22	53.28	80.36	39.22	53.04	122.06	142.77	45.94	39.01	15871.55	59.92	7.07	16.24	7955.33	6.97	5	12250.97	1.5	2.47	29.59	29.4	21.67	17.21
cds849	425.08	584.52	215.77	724.31	2621.56	4374.85	198.12	89.02	50.19	113.77	96.89	126.28	145.63	114.51	247.33	227.73	104.88	86.48	23057.92	123.14	24.99	38.31	13168.25	7.52	8.08	20279.32	3	16.46	39.23	21.65	45.38	25.92
cds85	0	0	1	0	52.71	5.08	4.54	0	0	2.69	1.32	1.33	0	2.85	5.48	1.35	0.48	0.6	91.43	0.69	0	0.94	144.34	0	0.44	77.64	0	0	0.43	0.64	2.95	0.46
cds852	733.75	769.97	265.89	1242.38	5606.23	4554.71	323.8	141.38	86.69	105.43	312.39	311.55	218.75	315.89	755.8	563.76	224.55	170.33	40104.78	281	45	126.17	24475.22	19.28	25.06	50720.55	8	16.56	115.33	90.78	59.06	87.61
cds854	415.4	615.64	328.93	760.92	2440.77	2729.31	113.25	61.07	32.86	46.1	73.69	66.28	75.47	95.34	160.29	147.39	48.5	33.67	9472.73	90.59	15.03	12.75	4810.64	2.28	6.3	7477.04	3.46	7.29	33.67	27.75	22.52	31.1
cds855	5397.88	5795.69	2073.16	6711.38	19716.34	28369.74	614.49	306.18	239.22	272.32	545.22	602.91	793.72	722.48	1583.63	1393.73	481.88	311.08	156758.96	729.28	102.66	177.72	80278.08	47.06	68.99	126227.29	29.41	40.68	242.26	304.55	156.77	325.03
cds856	70.35	312.18	78.72	259.17	1529.96	1915.68	162.73	99.32	38.82	108.88	94.77	115.15	108.33	69.8	170.39	151.16	61.69	36.47	8304.18	48.52	4.73	10	3313.36	4	4	5105.22	1	6.49	12.28	13.06	15.63	27.28
cds857	87.67	210.27	34.15	153.73	863.69	834.49	14.21	6.36	4.26	14.71	7.95	17.32	14.14	19.59	47.68	29.5	26.94	11.15	6385.07	39.88	2.6	4.39	2197.9	2.84	4.82	3213.06	1.92	0.14	18.49	18.16	10.56	6.69
cds859	5.12	18.24	30.28	264.74	506.57	447.34	12.39	7.77	2.49	11.53	6.93	6.92	15.81	9.48	43.59	26.33	22.09	23.13	9464.37	47.89	2	3.3	2957.41	3	1.11	3542.65	1.89	4.59	26.99	19.95	10.07	16.46
cds860	218.21	647.45	140.32	490.14	1969.19	2894.54	80.06	40.19	18.81	84.64	47.59	65.07	64.24	61.33	148.87	97.71	65.7	41.42	31449.64	158.4	5	16.39	14544.78	2.52	12	16463.86	13.14	17.12	61.46	37.83	57.69	22.11
cds861	1209.67	729.48	495.11	1516.77	5142.91	8783.83	150.27	66.38	69.33	141.64	154.94	135.39	156.41	183.93	472.68	315.44	174.86	132.5	70824.38	365.62	36.33	93.83	41472.27	12.08	38.44	46705.24	21.89	34.09	66.56	90.65	62.67	77.18
cds862	3.38	3.14	23.13	0	431.93	446.74	35.91	15.76	6.68	21.89	12.34	16.6	16.66	10.25	43.08	20.32	7.58	7.09	3381.42	20.93	1.3	2.07	2966.28	1.92	2.52	2101.4	2.11	2.36	8.86	5.24	12.42	4.93
cds863	250.67	197.33	52.31	207.48	749.78	1205.13	70.72	64.1	23.98	73.4	41.47	41.79	40.66	44.06	98.82	84.23	29.18	18.86	7421.36	85.97	2.58	1.76	2379.36	2	1	3224.32	1.54	2.55	33.03	10.49	16.28	24.87
cds864	349.45	1298.52	423.4	961.55	3584.77	4189.41	325.58	237.48	89.37	179.44	184.95	187.93	184.23	180.46	441.04	354.68	165.04	95.69	34121.18	206.49	21.26	64.42	11148.48	11.18	15.86	23917.31	4.01	9	108.22	37.3	55.96	58.31
cds867	475.77	853.32	512.85	1166.11	7739.09	9344.8	89.76	62.18	113.8	99.77	269.69	275.45	294.08	262.16	515.83	464.03	186.08	153.63	51680.4	304.88	21	59.28	23096.85	24.11	20.26	35995.64	7.79	24.42	38.25	77.95	21.08	45.22
cds868	591.94	1594.06	377.16	1285.07	6323.31	5318.37	183.37	226.68	112.83	187.16	242.86	242.8	331.4	278.77	578.77	447.85	199.24	146.64	65522.04	396.65	55.67	78.62	34927.62	19.89	26.68	54397.43	12.13	22.67	101.85	102.46	35.18	137.01
cds869	810.47	752.22	483.1	1405.23	6652.28	7322.92	85.13	91.19	33.49	97.28	169.08	182.19	245.64	240.42	518.46	330.68	178.17	146.49	117882.87	325.86	35.5	78.26	49286.95	23.6	20.21	101625.8	20.55	18.95	81.24	87.72	34.09	42.74
cds87	77.39	17.91	130.32	391.72	1279.69	2278.77	98.51	64.47	26.83	71.12	55.62	51.02	67.28	54.61	194.84	127.9	42.49	19.43	9637.85	70.35	4	6.01	4837.53	1.11	4.34	5856.26	5	5.55	19.74	23.88	16.45	25.88
cds873	169.33	25.41	9.26	9.95	298.47	324.37	12.09	6.26	2.04	10	5.56	5.71	11.79	7.19	19.71	11	12.68	5.98	6670.54	4.45	0.95	2.07	2977.52	0	0.77	3422.61	1.37	1	15.58	9.7	8.16	6.31
cds875	0	35.56	6.65	0.59	24.86	7.36	8.53	0	0	2.56	1.34	1.86	4	4.4	6.84	2	1.7	1.23	611.48	3	0	0	372.07	0	0	487.05	0	0.39	2.14	2.1	1.11	3.21
cds876	207.06	689.84	427.63	1398.11	5379.38	7719.96	312.4	203.68	113.41	270.43	254.26	316.05	221.31	309.33	663.87	522.9	178.62	120.73	26850.84	384.16	72.29	97.23	11571.6	29	28.11	17442.2	20.08	36.6	37.12	47.17	49.59	36.86
cds877	821.67	810.43	337.13	1148.59	5014.99	7696.11	373.32	275.3	136.08	336.2	156.94	228.06	198.85	187.5	515.67	287.4	235.4	185.51	74355.56	446.95	34.03	77.26	42248.95	17.5	15.02	36800.14	21.52	30.33	162.16	102.08	114.8	85.67
cds878	986.62	712.32	385.74	1498.99	6264.48	7499.52	444.94	327.84	108.65	304.06	238.18	257.31	290.34	248.47	530.89	450.72	150.39	89.65	59112.13	227.7	40.75	37.17	29185.32	9.79	21.17	35018.11	3.51	30.04	134.55	113.94	103.25	101.96
cds879	1255.37	2351.36	865.81	2737.62	9949.75	11922.7	621.33	524.73	146.95	507.98	259.69	290.75	477.32	347.51	804.61	646.79	393.79	228.54	337623.65	401.51	33.23	55.77	109295.75	9.99	10.94	151075.17	24.72	30.8	472.67	307.32	214.23	203.87
cds88	443.34	159.39	108.27	464.26	1169.08	1023.58	47.88	34.6	9.14	32.37	32.78	33.9	48.23	40.35	85.51	59.59	45.93	30.61	14024.85	53.92	2.77	2.19	7069.62	4.29	6.26	6641.73	7.02	8.15	25.73	18.64	16.89	13.67
cds880	3204.81	3227.81	1779.97	5608.44	21351.2	28030.36	2132.67	1312.31	858.24	1752.89	1213.64	1433.07	1565.86	1471.73	3522.8	2669.31	1808.55	1339.22	533937.16	2612.31	450.66	702.72	229700.55	147.22	162.4	440237.99	109.24	218.68	860.18	650.35	650.34	680.81
cds882	637.85	164.6	129.57	546.39	2179.46	3443.59	20.21	7.92	12.83	23.79	36.62	33.88	37.61	38.71	110.94	68.07	37.91	39.84	24322.74	118.17	1	2	9344.66	4.79	3.88	9852.78	2.68	11.94	11.72	17.82	8.55	18.58
cds883	259.43	130.32	157.67	983.16	2592.21	2661.84	137.38	86.68	31.31	116.52	64.41	94.37	89.55	60.95	201.73	144.44	79.77	60.58	29212.6	149.59	10	11.5	14415.93	10	6	12164.62	6	14.96	68.2	50.46	71.19	37.79
cds888	591.74	133.72	243.96	1044.99	2026.18	3950.1	96.5	50.27	17.98	40.8	52.51	55.69	60.09	68.49	157.75	123.4	56.74	44.39	15826.51	70.79	9.53	13.15	9245.54	3.39	5	10768.04	2.49	5	58.07	30.63	43.43	36.16
cds889	1	2	4	67	128.79	42	11.8	2.38	2.65	6.84	2.7	10.31	1	12.84	22.49	17	9.38	3.77	493.65	7.48	8.5	7	729.43	1.1	0	886.53	0	2	2.12	1.14	0	2.09
cds89	365.16	499.12	108.03	319.51	1567.32	1886.1	183.82	128.96	45.81	95.84	83.21	83.45	85.37	94.95	263.58	188.84	56.91	56.61	20946.61	123.27	10.2	12.36	7664.28	6.99	4.69	10257.75	5.47	9.9	57.97	39.52	53.85	39.91
cds892	1	126.04	11.8	30.1	26.51	56.66	11.32	9.01	8.13	21.23	8.16	7.19	4.68	6.65	18.93	11.05	3.61	6.75	1143.39	7.63	0	0	433.45	0	0.69	503.54	0	0.26	8.5	2.81	5.05	1.89
cds894	231.43	22.39	110.9	484.77	1890.92	2136.43	177.11	137.04	79.1	128.09	100.89	96.83	135.69	109.12	251.02	194.05	70.96	34.4	21202.44	113.43	11.95	15.66	8385.07	4	11.14	13910.8	3.15	11.32	45.25	28.66	35.72	31.82
cds895	81.44	108.67	156.9	357.34	1485.93	2580.7	221.17	134.61	49.74	150.86	95.9	104.46	115.79	81.16	250.49	156.12	90	65.43	26074.44	117.72	19.85	13.83	9975.8	2.5	3.9	11075.81	5.09	5.97	67.9	30.84	72.67	29.62
cds896	1.82	6.02	14.38	92.32	452.65	570.06	5.63	3.3	0.42	9.42	7.74	7.33	6	7	19.16	13.66	4.77	3	1729.54	7.61	0	0	1247.12	1	0.56	1072.72	1.5	0	3.11	1.88	0.01	4.59
cds897	625.23	701.49	225.19	666.88	2171.28	2197.46	282.04	136.4	59.59	194.39	150.63	187.95	156.72	154.9	326.28	260.77	87.11	71.94	18317.76	174.45	23.28	19.57	18549.74	18	18.3	18502.66	8.03	10.06	111.97	99.29	39.4	99.25
cds898	1051.02	882.8	281.35	748	3170.65	4068.67	401.99	212.49	129.25	332.58	163.89	219.14	248.67	184.24	412.16	345.94	125.61	124.62	51661.08	302.11	40.13	91.86	18284.65	10.99	21.15	37285.01	13.99	23.2	124.89	84.83	88.2	107.55
cds899	34.98	267.55	88.15	300	1226.97	1232.99	139.24	103.93	74.66	118.19	76.37	90.59	71.44	86.48	167.8	103.06	61.1	43.11	12498.12	121.83	20.68	11.14	5416.76	6	6.77	5535.09	2.46	8.25	38.75	20.23	35.82	33.18
cds9	640.03	890.65	502.41	951.17	4215.63	4339.96	183.44	107.81	55.7	193.84	92.87	123.58	85.84	107.03	167.52	142.56	104.46	83.1	50119.97	157.4	16.78	26.92	20347.05	6	3.13	22650.04	11.87	30.99	137.65	72.58	158.15	96.71
cds90	208.18	354.58	183.53	624.32	2644.41	2655.24	240.33	160.17	99.47	235.15	119.63	107.43	86.42	125.2	256.09	204.86	126.53	77.29	35494.7	284.07	55.89	103.25	34988.36	32.41	21.49	38434.13	11.5	22.12	116.75	85.18	94.6	73.29
cds900	198.59	181.24	104.73	328.69	1355.2	1337.2	179.04	109.89	43.13	146.3	116.12	128.45	101.57	108.53	253.21	156.97	97.52	71.06	28410.15	226.35	11	13.33	15155.77	9.1	5.95	14511.56	10.82	11.13	64.37	44.62	32.17	66.81
cds901	66	127	71.56	37.5	341.56	934	30.88	14.34	8.8	34.71	18.72	16.4	12.16	13.63	37.71	29.02	34.6	20.25	11194.17	53.14	5	8	4180.63	1	2	4988.07	2	4	25.44	19.87	27	18.93
cds902	1251.75	1174.9	366.13	1634.37	6631.88	8103.59	236.75	144.11	67.41	224.5	216.46	227.2	210.56	160.27	312.1	265.33	92.44	88.79	36531.78	224.32	23.04	37.73	33709.67	9.07	8.87	31202.79	10.6	8.46	80.84	108.09	75.93	73.12
cds903	1515.23	2159.41	709.23	1959.28	14906.43	20931.83	317.11	214.93	97.68	342.57	276.27	268.64	271.53	229.27	519.52	392.87	156.65	89.55	58294.19	344.12	57.2	115.03	41353.61	14.23	33.03	39962.69	13.28	28.13	148.3	148.24	122.23	128.03
cds904	2.15	113.47	0	1.44	0.72	15.73	0.6	4.34	0.31	1.64	1.05	2.12	1.34	2.09	7.66	4.76	3.2	2.39	493.31	3.03	0	1.41	400.88	0.23	0.47	603.49	1	0	1.58	0.17	1.31	0.87
cds905	383.9	786.03	258.32	617.44	2645.34	3679.73	110.73	61.27	45.95	106.97	80.27	84.65	63.51	79.65	174.11	112.71	68.39	47.42	19645.16	78.56	17.63	22.41	13547.16	3.75	10.23	13018.57	5.88	5.7	81.65	43.64	47.58	35.57
cds906	952.78	2068.57	548.24	1782.58	6107.28	6347.73	405.02	202.69	156.25	280.78	180.98	239.33	285.98	253.85	687.29	492.4	630.4	469.97	286692.93	1183.22	97.49	109.5	148730.85	45	37.31	128269.33	77.16	85.55	290.72	193.95	195.89	182.33
cds907	721.5	761.88	414.46	847.13	3725.85	3250.26	82.45	53.5	42.47	41	102.92	79.14	131.55	117.74	285.25	211.01	74.72	48.12	22351.26	113.15	21.09	26	13277.38	9.13	11.98	17169.31	5.92	12.41	12	34.27	22.8	38.47
cds91	11.08	8.57	22.32	72.09	382.56	552.55	20.11	6.2	3	15.04	22.19	9.25	20.81	17.54	44.39	35.48	14.35	2.59	2964.6	26.62	4	2	1703.62	3.12	2.76	2045.72	0	0	9.17	1.03	4.39	3.66
cds911	104.34	627.35	104.8	120.33	1635.07	1912.95	70.28	53.36	12.8	66.41	41.07	39.5	44.01	37.76	79.41	54.55	41.38	19.38	12079.26	89.81	9	5.62	7235.29	7	6.56	6635.26	3	8.93	29.91	26.38	18.66	20.86
cds912	208.42	655.33	177.01	468.16	1840.37	2283.28	98.18	90.8	33.34	77.91	66.72	56.62	71.29	64.52	147.96	102.64	73.88	53.97	18914.12	139.35	9.54	17.86	11111.4	3	9.94	10515.25	8.83	10.71	43.74	23.32	35.12	24.47
cds913	3.91	201.79	110.16	205.75	1167.44	1333.16	90.92	44.5	25.02	63.03	36.89	31.62	55.15	33.62	98.71	83.86	37.1	19.76	8801.66	42.24	5.1	7.19	4216.06	2.5	7	4136.37	3	2.57	39.18	9.44	28.78	13.9
cds914	2.29	203.5	16.52	21	428.16	130.03	27.93	20.53	6.9	28.2	10.62	13.87	4.42	13.51	33.05	27.13	5.55	3.71	2018.51	19.34	1.05	1	2423.79	0	1.06	1311.56	1.36	3	8.71	8.13	4.56	4.11
cds915	223.24	249.26	45.87	147.64	1248.17	1454.16	78.32	39.83	22.3	86.73	49.48	35.24	34.76	44.22	104.15	63.58	63.26	41.1	23447.24	93.35	5.08	6.1	13483.97	4.11	4.58	10769.09	4.55	9.01	37.09	16.36	20.1	14.96
cds916	359	0.95	52.24	177.67	515.81	421.22	77.73	68.03	16.05	69.81	32.89	49.96	44.75	23.68	71.78	56.05	29.46	20.89	5145.92	73.23	11	16	4459.56	2	5	6050.27	6	3	23.67	8.95	19.88	20.21
cds917	218.02	461.53	87.5	307.3	1467.03	1611.59	85.08	56.91	23.18	87.46	49.57	48.8	60.76	52.44	118.77	123.49	156.41	119.5	36990.8	137.54	13.62	26.79	14280.12	7.49	7.4	14394.99	2.81	14.46	82.09	62.65	48.8	52.9
cds918	570.92	178.15	332.6	876.61	2784.11	3650.3	179.2	96.84	60.62	170.91	113.12	132.54	123.38	91.94	258.76	275.19	151.14	123.84	64957.66	336.52	10.21	49.72	19597.2	5.85	23.95	27295.15	11.43	34.48	114.45	48.24	121.1	59.95
cds919	697.93	1066.21	147.16	646.96	1973.56	1574.73	117.69	57.2	28.4	106.73	60	78.17	83.55	76.3	166.85	134.96	57.27	35.84	19815.84	130.07	18.72	14.09	14983.95	13.42	4.94	16784.82	3.54	8.48	37.75	30.41	30.52	41.68
cds92	144.39	211.29	122.84	658.58	2701.09	2119.44	115.99	97.69	36.37	129.82	66.78	54.05	84.39	65.03	151.16	142.38	37.79	26.97	13667.15	82.93	11	26	10537.87	7.27	4	11547.97	5	3	34.06	27.82	37.6	35.67
cds920	259.46	635.52	320.8	746.92	2986.28	3445.7	181.35	120.86	45.1	113.12	126.15	120.98	150.96	145.43	362.73	284.8	78.2	57.08	22295.49	156.05	20.04	28.32	11055.48	11.01	14	16825.03	7.01	13.76	59.53	52.67	33.95	35.25
cds921	1249.59	445.19	283.95	950.62	2473.7	3309.18	179.36	80.52	44.44	148.79	110.41	95.87	232.02	130.73	396.91	278.81	196.27	109.17	98043.43	227.92	12.73	21.98	25056.84	9.2	12.21	36835.95	23.99	23.34	138.14	152.48	76.13	112.03
cds922	2077.97	1422.38	770.2	2687.41	8764.33	9168.74	478.82	332.71	195.46	388.06	386.38	395.17	469.24	439.61	1263.55	892.12	385.64	252.95	121574.65	771.45	65.29	96.45	39562.91	21.92	38.39	56360.27	39.38	76.73	224.83	230.06	154.36	246.49
cds923	1115.6	1993.17	388.47	1286.53	4065.52	6148.95	363.54	248.24	139.78	322.38	200.55	207.64	269.2	223.61	669.24	430.22	134	112.02	54709.87	279.68	31.25	69.63	23536.66	8.45	16.56	32441.67	8	20	102.04	85	104.65	83.94
cds924	479.03	442.47	175.76	273.49	2091.77	2050.89	136.61	74.19	34.16	117.9	53.74	69.83	48.11	96.09	166.39	117.65	48.6	39.34	21489.58	147.32	5.96	27.06	8198.56	3.5	3.67	9943.7	4.93	7.19	51.81	26.7	32.56	32.71
cds927	0	0	0	0	0	0	0.94	0.73	0	1.45	0.21	0	0	0	1.97	0.2	0	0.3	84.62	0.3	0	0	68.98	0	0	51.03	0	0	0	0.37	0.19	1
cds928	14	126	96	608.5	1309	1426.5	111.82	82.66	35.58	80.16	60	63.04	55.5	63	155.11	96.57	49.39	32.58	15522.67	80.5	6.5	44.5	11944.75	4.5	10.72	10529.96	5.5	6	44.42	39	35.8	37.9
cds929	308	552.17	107.35	357	1147.67	1326.94	69.5	30.44	14.65	50.97	30.41	37.47	57.25	34.93	91.34	90.8	32.22	27.68	13924.13	51.95	8.23	4.92	4471.34	0.95	2.45	5418.7	5.15	2	30.95	22.83	25.22	9.42
cds93	3548.86	2878.66	945.87	3310.09	11116.84	13370.69	527.68	350.44	242.22	530.29	341.18	393.48	329.48	370.95	833.74	619.53	333.26	261.55	129023.21	470.63	91.21	217.13	56050.72	17.46	31.5	92995.16	32.46	50.07	236.16	212.73	157.45	151.19
cds931	1757.49	1438.47	824.68	2040.87	5915.88	7336.67	170.38	118.82	49.6	140.95	156.9	197.94	248.02	189.3	384.34	355.74	197.24	141.3	96893.68	348.58	29	70	34376.69	14	20.33	48945.4	16	30	141.03	140.34	77.24	79.66
cds934	159.43	380.72	245	811.85	3365.19	4452.79	234.62	170.35	70.17	222.65	205.36	176.6	163.98	206.37	481.19	379.77	160.11	89.22	38431.07	393.96	26.42	43.04	33416.11	11	25	24833.23	8	29	82.03	67.74	56.53	60.44
cds935	334.64	526.49	264.72	1162.93	5253.24	4973.75	356.52	248.18	88.26	272.11	157.35	228.9	167.8	229.35	510.76	414.33	88.82	82.32	38203.71	242.71	28.13	40.9	22762.12	10	21.95	22004.62	7.76	20.01	124.31	84.05	108.85	99.1
