gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds139	195.86	123.11	192.69	91.79	349.2	208.32	244.93	61.19	265.57	260.78	290.09	24.83	216.11	187.33	97.58	63.55	103.34	77.46	198.69	122.55	212.57	137.77	338.19	104.5	267.18	172.75	244.3	142.99	172.36	62.64	147.66	75.12	306.37	107.68	160.61	155.39	372.2	213.98	341.3	187.3	165.29	283.48	366.22	531.68	405.89	347.91	180.19	587.65	238.64	496.12	347.43	151.81	154.22	562.23	591.79
cds14	83.75	61.44	78.04	42.44	159.18	143.18	99.28	35.6	120.73	131.58	141.65	19.5	99.64	80.42	35.37	28.53	67.51	38.37	77.11	39.02	99.11	56.11	165.23	42.4	108.55	65.29	100.76	50.38	59.32	23.65	48.56	28.58	99.95	32.68	51.83	62.9	150.53	90.38	133.14	48.06	39.25	70.58	101.53	164.1	92.65	125.69	75.03	218.19	55.57	174.14	85.82	31.36	39.39	164.55	124.66
cds140	133.19	110.47	140.14	44.68	250.45	197.26	163.87	29.58	185.44	174.25	243.9	14.09	143.55	119.63	65.36	53.2	71.79	48.13	132.32	94.74	156.48	106.57	243.94	84.5	182.04	131.66	163.82	95.94	108.51	44.76	86.94	52.71	193.76	78.03	105.93	96.16	222.34	149.07	219.62	108.91	97.51	176.47	200.33	338.3	257.71	244.75	171.33	409.76	156.56	396.32	214.09	68.32	91.95	352.64	332.91
cds141	207.69	128.3	177.51	97.89	412.47	306.01	203.31	63.58	277.12	234.37	347.07	45.48	282.76	253.35	131.41	119.94	131.14	90.09	186.11	167.08	223.32	215.25	342.37	142.66	269.77	209.76	231.41	148.02	154.06	78.15	147.66	76.17	316.85	111.13	146.06	143.98	355.1	235.71	366.37	204.77	158.75	391.56	394.55	581.71	459.53	342.53	202.91	642.11	224.73	520.39	441.5	168.72	164.39	539.37	518.8
cds142	67.47	65.67	62.45	72.59	154.87	105.6	106.86	12.98	104.68	110.53	104.5	9.18	83.63	39.46	32.45	23.09	36.76	20.84	56.45	38.26	58.78	79.86	116.73	26.61	78.68	65.9	61.48	27.48	39.22	15.26	30.45	15.89	67.87	21.13	28.87	36.91	82.09	50.06	90.8	37.87	38	79.57	76.3	126.38	102.81	66.32	49.76	123.74	41.4	90.76	64.85	18.18	27.92	82.18	91.99
cds143	153.26	113.05	125.92	69.72	272.3	228	165	39.36	167.62	154.96	155.38	17.9	133.34	147.27	53.96	60.16	70.46	57.23	94.98	109.17	113.99	137.44	241.41	77.73	181.31	116.54	120.18	95.03	100.03	44.35	81.36	47.88	195.13	61.48	93.5	101.58	214.63	140.77	202.2	122.57	97.1	172.52	195.81	309.03	230.21	169.08	125.93	344.13	107.77	311.55	191.62	67.34	78.4	242.83	282.91
cds144	388.56	321.04	288.89	143.24	653.72	423.6	478.16	146.07	517.54	496.81	580.63	50.57	452.86	345.2	169.73	169.92	250.04	139.09	318.18	214.2	385.86	300.86	623.3	198.25	453.91	278.75	371.55	255.25	245.67	136.4	244.73	147.37	472.59	218.31	247.64	245.9	655.38	363.93	534.39	258.54	244.77	418.57	442.1	748.92	574.47	523.18	343.81	942.06	309.56	760.62	465.66	199.57	191.55	618.39	680.81
cds145	82.1	58.33	88.19	31.65	144.23	68.13	99.72	19.92	126.66	122.16	176.8	15.53	120.44	130.86	38.42	42.89	64.33	43.97	114.27	81.87	109.45	54.37	173.88	79.46	138.63	88.25	152.4	94.66	89.6	41.5	87.35	57.05	162.77	60.26	85.62	88.13	182.06	120.98	171.49	97.87	89.1	127.13	169.11	251.41	195.76	173.85	118.83	300.32	121.63	318.27	169.45	69.83	76.07	290.86	260.87
cds146	0.52	0	1	0	0.15	0.41	0	0	0	0	0	0	0	0.07	0	0	0	0	0.04	0.13	0.08	0	0	0.49	0.34	0.15	0.11	0	0.66	0	0.06	0	0.1	0.19	0	0.59	6.07	0.02	0.42	0.03	0.95	0.51	0	4.06	0	0.11	0.2	1	0.2	1.24	0.38	0.14	0.48	2.67	3.28
cds147	4.72	5.65	6.27	2.32	15.94	8.79	5.82	1.56	5.28	8.72	8.34	0.87	11.62	3.65	5.25	1.65	3.43	4.6	14.25	6.42	13.76	9.18	16.8	10.38	15.57	8.07	20.6	8.17	10.32	1.95	12.15	2.83	23.56	3.9	9.22	6.3	6.39	9.15	26.69	4.93	8.1	9.32	13.5	35.78	20.61	5.13	7.26	23.04	10.93	26.56	15.66	5.9	3.25	36	26.05
cds148	140.81	115.35	142.84	55.42	230.3	179.55	171.77	49.72	234.33	172.2	232.54	16.45	209.86	157.79	64.7	54.27	81.57	43.46	139.78	117.77	199.69	177.76	312.5	116.88	206.97	154.9	204.14	110.22	135.02	70.92	146.22	69.88	274.73	106.89	141.04	116.28	336.8	180.97	337.6	201.94	169.91	327.91	259.09	485.22	321.56	317.08	205.36	629.51	218.36	433.46	374.08	163.23	182.18	400.48	466.97
cds149	56.37	39.12	53.61	27.63	93.4	73.92	71.65	18.67	73.77	52.2	88.05	5.66	58.91	62.84	29.83	17.43	29.84	15.14	49.71	27.04	53.93	44.64	104.13	34.04	74.32	40.79	75.33	28.11	45.76	21.26	51.76	16.65	70.22	29.02	55.39	28.12	125.33	58.88	98.6	38.96	45.78	89.36	103.4	174.15	107.79	98.95	56.2	209.6	58.49	142.99	92.27	40.3	45.9	143.94	157.42
cds15	298.13	238.54	323.53	148.54	541.59	521.1	312.5	140.7	488.62	415.71	506.76	61.84	376.63	289.51	154.17	133.78	184.37	127.55	294.68	258.51	342.88	329.21	503.15	171.51	419.61	266.14	342.97	202.31	238.51	105.81	193.22	107.48	382.38	149.99	190.42	187.58	541.21	280.24	506.16	200.65	184.34	349.15	525.27	750.12	521.04	439.44	271.66	733.74	230.69	622.15	348.75	169.54	166.98	656.21	557.63
cds150	103.62	77.51	107.17	50.4	208.11	93.2	121.75	28.26	135.13	115.18	175.61	12.44	130.05	101.56	58.38	45.62	45.63	25.27	108.48	98.02	127.5	90.85	215.38	58.64	170.41	96.79	118.01	66.39	88.06	28.48	81.15	37.59	162.26	64.44	75.12	67.69	210.28	133.76	209.13	83.94	94.96	197.31	172.7	275.54	209.95	159.13	121.06	309.39	134.53	263.13	198.45	101.21	84.72	272.26	284.27
cds151	135.17	115.15	160.95	84.74	217.87	170.18	182.53	56.75	211.45	174.73	292.46	27.73	219.89	201.16	103.15	64.8	87.05	57.48	188.29	173.4	205.32	154.96	313.81	104.4	209.41	145.2	176.92	123.74	150.23	59.76	99.83	58.52	251.86	100.51	126.09	130.5	352.36	211.32	340.86	167.33	136.89	292.54	240.17	457.67	317.7	303.49	227.52	480.6	173.3	489.1	307.26	146.26	138.56	456.29	489.35
cds152	20.99	14.98	19.1	8.83	38.48	32.77	22.83	6	28.26	15.92	24.01	4.26	34.49	13	7.5	11.2	8.43	6.5	7.83	12.67	20.58	18.88	38.24	9.92	24.9	14.44	24.12	13.56	15.5	6.02	16.21	5	32.12	19.21	26.49	7.42	40.32	23.64	34.1	16.79	13.84	32.74	36.75	54.14	39.61	23.9	14.73	60.78	23.26	48.48	40.57	19.43	7.97	42.6	37.46
cds153	24.76	16.48	29.52	14	38.16	24.1	24.06	5	33.07	35.12	33.21	1.56	41.31	23.6	11.07	10.2	9.42	3.18	33.12	21.9	45.84	28.96	56.66	14.96	48.43	25.06	39.51	25.91	22.69	11.58	23.2	17.96	45.68	19.92	26.8	25.77	70.8	34.85	64.15	29.26	18.73	41.62	46.02	86.39	66.95	49.32	41.35	114.91	25.88	83.2	51.54	23.57	19.76	104.47	95.67
cds154	10.19	6.61	5.91	0	24.64	4.93	5.89	0	11.19	14.63	14.92	0	12.69	14.84	6.01	6.46	3.84	5.02	10.79	6.69	11.26	6.86	14.21	8.36	17.04	6.6	20.12	5.62	5.98	1.21	5.98	4.35	15.65	6.96	6.3	6.57	13.81	9.78	13.38	6.25	9.82	20.97	16.58	24.74	16.93	24.23	7.41	33.25	9.88	28.83	29.05	5.03	3.34	24.37	26.09
cds155	20.76	28.55	33.58	1.95	37.53	26.05	33.75	14.01	54.87	52.78	38.43	7	37.52	49.16	9.74	9.03	16.02	13.1	42.58	24.39	36.42	56.09	70.54	27.2	51.78	32.37	39.56	35.71	28.63	21.88	22.65	17.77	45.79	17.02	30.41	17.72	63.25	49.86	59.78	31.26	31.2	75.56	60.61	88.07	53.69	67.59	33.3	87.34	34.54	93.82	69.74	13.58	26.6	73.55	82.92
cds156	277.74	175.71	255.95	92.13	432.09	250.08	264.69	100.47	382.79	247.18	360.22	38.14	279.92	284.87	143.26	83.44	126.4	91.24	203.64	150.17	256.14	218.58	385.9	114.69	281.06	167.33	292.6	138.84	200.16	80.12	134.82	83.91	309.74	92.81	169.8	159.96	350.36	216.05	368.68	190.15	161.34	354.69	301.68	518.18	338.75	336.32	213.55	575.07	217.11	424	378.26	122.7	141.51	449.67	466.14
cds157	35.28	17.93	13.89	13.15	42.98	46.16	32.45	6.29	36.45	32.79	42.5	6.52	31.97	22.39	15.23	16.21	23.53	14.74	23.47	13.51	20.7	13.71	48.05	7.03	32.68	22.1	22.87	10.6	22.88	8.12	10.53	6.08	38.59	8.43	17.61	22.22	45.7	17.52	32.6	10.94	14.13	32.15	26.99	43.69	26.26	28.91	20.01	55.33	14.01	33.64	24.83	6.13	7.34	39.09	31.96
cds158	3	1	2.72	0.47	1.72	4.41	1.88	0	2.19	5	4.52	0	1.94	0.41	1	2.79	2.28	2.49	0.34	0.1	4.5	0	7.25	1	5.89	3	2	2	4.5	0	0	1.2	4.87	0	1	2	7.05	1.88	3.68	2.81	3.36	3.92	4.66	4.31	3.02	5.06	5	12.14	3.5	11.21	2.94	0.93	0	7.35	7.36
cds16	247.59	180.6	184.87	103.07	319.46	258.37	245.82	53.94	360.66	247.06	322.23	33.71	267.61	221.72	113.14	92.49	146.66	87.87	198.74	150.55	248.97	188.15	382.48	150.52	283.75	186.77	265.73	132.13	185.95	70.95	140.69	81.75	329.76	119.59	156.76	134.02	428.83	176.5	372.18	162.44	134.5	238.96	323.5	525.73	311.73	340.33	185.45	614.66	151.6	454.31	246.27	98.7	112.76	400.52	400.47
cds160	28.81	16.43	18	11.75	30.42	36.39	20.99	8.42	33.01	37.53	39.09	3.42	35.11	30.16	10.75	7.49	8.99	4.88	16.24	12.48	27.74	19.18	43.95	12.96	30.4	15.62	20.65	17.91	26	6.85	12.5	8.6	28.42	13.2	15.89	14.23	48.24	21.46	38.75	15.03	28.28	28	33.45	67.68	48.63	35.5	20.68	78.8	13.33	47.87	37.22	14.17	14.77	58.58	67.83
cds161	1	0	1	0	4.41	0	4.28	0	6.76	7	29.09	4	56.42	55.88	26.69	43.62	7.98	3.26	75.11	29.81	107.12	42.68	121.02	23.65	80.33	52.39	103.6	68.12	51.61	23.64	72.39	36.36	155.29	81.11	84.07	68.8	124.24	78.16	105.76	68.91	53.56	111.86	115.85	191.44	136.72	163.32	85.86	320.93	131.27	285.52	198.22	76.58	84.15	268.05	255.81
cds162	45.04	33.83	40.95	13.57	56.48	52.68	54.52	16.31	46.95	70.16	52.7	6.02	42.56	32.78	20.64	12.22	29.73	14.25	37.4	26.73	34.44	45.96	65.81	22.28	56.55	34.88	41.37	19.07	22.99	6.56	32.05	16.22	50.65	17.83	14.1	18.52	50.92	45.75	56.82	46.13	26.48	53.05	55.36	65.66	59.53	44.98	48.39	87.54	44.03	81.48	62.03	26.66	18.22	71.78	75.58
cds163	33.33	21.13	34.84	14.03	57.14	41.57	40.66	17.68	43.27	34.2	58.05	6.72	40.22	39.13	16.32	18.9	12.03	9.82	39.32	39.35	51.76	29.57	68.3	22.53	51.06	36.67	28.23	26.36	24.36	18.28	24.83	14.96	56.52	22.99	25.93	26.08	69.2	36.67	61.16	44.67	46.23	49.85	49.75	119.47	97.98	68.36	39.57	119.56	52.49	107.83	80.51	29.44	40.42	119.11	133.99
cds164	7.3	3.27	3.81	0.06	11.3	3.8	9.33	1.77	9.65	3.53	8.8	0	8.8	6.23	2.37	2.12	1.43	0.22	7.12	4.59	6.58	5.72	4.39	4.16	4.63	6.3	5.19	7.05	6.18	3.65	3.25	2.91	9.29	4.15	3.41	5.33	13.06	6.72	9.89	7.28	5.19	7.18	8.25	18.57	13.32	14.25	3.32	14.81	5.89	15.11	11.78	4.52	4.51	19.56	15.61
cds165	1	0	0	0	0.88	0.62	0.34	0	0	1	0.2	0	0.43	1.04	0	0	0	0	0.13	0.63	0.47	0	1.39	1.06	1.45	0.4	0	0	0	0.72	0	1	0.5	0	0.88	0.49	1.54	0.88	1.52	0.59	1.61	0	0.51	3.35	3.27	1.93	0.59	4.9	0.76	6.19	1.47	2.17	0.63	5.52	1.42
cds166	0	0	0	0	0.07	0.04	0.09	0	0	0	0	0	0	0.89	0	0	0	0.57	0	0	0	0	0	0	1	0	0.3	0	0	0	0	0	0.22	0	0	0.26	0.18	0	0	0	0	0	0.22	0.17	0	0.07	0	0.35	0.31	0	0	0	0	0.21	1.96
cds167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0.43	0	0	0	0	0	0	0.21	0	0.35	0	0	0	0	0	0.02	0
cds168	302.99	206.22	256.58	126.14	452.4	283.99	389.78	85.34	477.73	338.43	503.36	36.52	335.87	296.06	140.16	134.38	170.65	118.78	244.05	181.92	257.55	212.77	450.33	148.91	365.89	214.54	314.59	196.26	216.92	103.05	219.58	115.7	381.52	135.53	188.03	151	529.54	287.3	475.45	235.41	228.85	403.81	344.85	660.23	429.55	405.66	280.04	809.61	235.43	604.96	423.33	165.51	211.76	571.23	579.95
cds169	24.74	13.55	21.93	17.9	36.63	16.7	25.75	10.41	24.34	14.96	21.87	5.04	23.99	24.11	12.97	6.36	10.88	7.02	21.41	12.73	18.97	28.69	38.91	11.12	40.79	23.19	32.87	18.33	16.67	17.24	12.11	8.01	26.9	16.25	18.49	19.8	47	30.54	39.03	22.17	14.46	32.8	37.36	64.34	37.13	44.66	18.87	67.88	17.84	62.97	30.82	11.53	9.66	49.71	53.05
cds17	458.84	341.53	397.85	283.69	861.1	683.42	547.39	170.12	739.5	587.46	725.36	63.84	546.75	478.03	242.91	192.01	364.55	194.78	453.02	283.55	496.39	453.79	878.08	275.82	630.02	406.46	532.35	274.21	368.49	155.73	297.31	147.71	625.34	196.21	325.35	259.2	768.96	390.09	788.91	304.44	260	491.25	627.38	1117.65	749.85	683.7	394.76	1144.93	310.3	838.09	515.57	194.14	233.1	823.68	786.28
cds170	38.23	18.45	31.44	14.37	32.67	32.97	39.46	4.68	47.68	39.37	54.72	2.79	34.5	30.32	9.6	15.28	14.74	10.59	33.4	27.86	37.78	46.05	51.16	27.77	44.76	33.77	37.73	25.73	22.75	13.67	31.08	18.68	52.36	22.37	30.68	21.41	56.26	42.69	52.96	37.5	22.37	52.04	57.83	92.43	74.79	53.21	42.36	85.34	37.38	78.02	71	28.1	25.52	64.5	99.81
cds171	0	0	0	0	1.03	3.19	0.89	0.06	1	0	1.06	0	0.02	0.58	0	0	2.52	0	2.05	0	0	1.36	0.46	0.5	2.23	0.08	1.14	0	2.23	0.68	0.27	1	0.52	0	1.04	0.5	2.07	0.36	0.1	0.1	0.93	1.54	0.63	2.15	1.74	0.22	0.67	1.61	2.72	3.54	1.76	0.02	0.61	4.86	1.25
cds172	69.17	50.87	58.92	23.91	89.5	72.26	70.34	14	99.34	67.55	88.41	1	93.46	50.81	22.52	16.85	21.24	31.71	63.39	36.2	86.35	76.14	146.85	33.64	98.2	47.68	82.39	44.52	37.57	28.93	41.55	30.55	98.69	32.39	52.91	57.65	117.14	62.24	108.85	55.99	58.6	90.36	87.79	172.39	121.62	118.6	76.33	200.37	79.57	146.87	112.14	51.99	67.06	155.91	160.99
cds173	25.6	17.2	31.62	5.27	63.19	33.48	35.31	6.93	59.69	44.54	72.92	5.47	45.22	58.19	47.79	39.77	20.26	30.67	60.74	50.8	79.21	53.72	100.46	26.88	63.15	49.4	91.49	57.59	114.79	58.43	78.6	41.19	160.57	62.14	91.05	72.54	120.07	73.3	109.31	58.96	40.07	92.88	98.57	158.18	134.29	151.21	80.39	277.17	100.26	219.75	138.54	56.53	59.71	214.07	231.84
cds174	30.07	12.79	29.71	10.38	63.38	40.14	40	5.18	33.2	43.89	38.57	8.25	36.55	55.88	24.83	19.03	7.11	12.73	28.77	28.09	40.47	32.82	51.11	14.58	41.92	29.5	46.54	24.7	25.54	11.52	20.52	15.56	49.2	14.51	24.37	30.23	50.77	29.18	42.75	31.31	24.4	45.26	57.53	72.82	67.59	56.2	28.33	89.05	37.32	89.66	65.8	20.7	17.74	76.98	83.17
cds175	2.3	0	1.27	0	0	0	1.98	1	1	1.9	4.67	2	5.24	3.38	2	5.1	3.12	0	7.85	3.76	5.7	1	7.73	3	3.62	6.25	3.5	6.36	8.21	3	10	7.25	12.07	9.96	1.49	4.96	11.79	9.49	6.46	3	5.95	6.22	2	10.34	6.66	10.93	3.5	16.23	4.88	12.34	10.13	1	5	18.89	11.63
cds176	103.4	87.15	111.89	58.77	156.25	125.57	109.6	40.39	140.46	118.7	163.84	9.32	110.21	101.18	44.62	33.44	42.52	39.26	114.65	78	110.97	102.31	183.27	72.82	158.8	101.16	107.29	73.81	76.97	35.65	77.55	40.27	127.98	68.81	78.63	61.09	227.47	135.97	212.3	105.63	80.99	144.71	164.11	301.94	240.38	163.61	122.96	315.38	125.72	308.74	205.38	73.61	82.03	291.1	320.13
cds177	181.43	142.45	167.65	93.45	256.2	245.94	231.46	65.26	266.23	222.3	279.3	28.79	293.65	218.42	104.83	83.98	110.36	71.83	211.7	151.6	241.64	208.72	455.77	138	346.38	193.08	296.63	148.55	164.28	48.03	142.02	84.49	318.21	100.49	161.25	143.4	381.29	216.49	364.26	145.26	134.97	274.96	299.76	552.75	340.61	333.96	221.64	569.87	185.33	487.07	277.81	142.9	116.73	452.3	468.02
cds178	88.76	55.66	88.51	25.68	147.21	90.5	78.99	25.74	123.27	101.89	148.98	14.65	138.4	121.32	39.32	43.98	41.28	32.9	109.7	94.27	116.6	103.47	206.53	71.67	158.11	97.7	131.13	90.16	87.61	36.09	82.33	41.94	169	59.02	85.94	81.76	200.03	127.5	184.46	96.59	86.47	202.87	189.62	318.13	214.27	216.06	117.44	327.01	145.43	270.9	222.68	88.08	95.75	305.09	313.76
cds179	35.35	19.99	25.49	4.16	37.03	13.68	31.4	6.61	27.96	23.87	48.26	4	23.12	22.23	6.71	5.71	6.57	5.17	30.11	11.62	24.59	3.77	42.29	11.75	35.77	38.16	19.48	20.31	8.23	5.47	14.97	5.43	25.81	10.17	14.17	11.51	28.85	24.69	36.95	7.09	7.35	16.03	24.22	40.47	32.73	20.85	16.1	39.81	11.61	51.74	13.62	5.95	8.33	41.37	37.6
cds18	251.62	207.94	252.57	194.32	425.63	386.47	307.4	98.73	377.48	382.84	444.89	48.45	301.13	295.22	118.14	125.12	181.73	120.75	265.47	125.11	282.13	226.48	528.33	162	376.73	239.93	343.13	186.63	234.73	86.47	201.41	123.49	421.08	107.11	199.57	151.16	528.46	236.6	447.38	151.68	142.78	234.85	342.06	748.17	411.15	400.5	238.66	758.87	178.61	563.23	278.28	127.44	121.07	589.94	452.14
cds180	3.29	1.65	1.61	1.49	7.31	4.89	3.25	2.28	6.04	6.79	6.83	0.46	2.16	3.56	3.68	1.91	1.01	0.49	1.71	0.86	3.34	4.32	7.99	3.35	7.66	6.04	5.32	1.11	1.82	0.95	1.8	1.42	8.37	1.12	4.15	1.59	2.99	1.86	3.46	2.26	1.67	5.11	7.36	9.4	8.13	9.03	3.18	9.53	4.81	7.73	6.97	1.53	3.1	4.82	7.62
cds181	27.03	17.69	41.59	13.03	58.64	25.71	56.35	4.69	62.37	45.3	55.22	2.86	45.64	52.13	21.09	11.28	19.32	14	31.32	33.56	32.93	45.04	52.21	20.46	52.08	37.59	58.78	46.51	42	17.79	26.96	28.7	60.2	27.1	35.64	24.46	78.14	54.5	77.18	55.75	50.92	87.31	63.91	125.09	109.77	79.91	51.27	135.34	65.12	127.27	116.61	37.88	46.43	86.09	125.61
cds182	71.5	40.32	46.66	12.03	87.95	72.74	58.96	16.5	63.46	55.06	66.86	14.86	54.13	44.83	24.47	19.56	29.18	17.51	58.95	39.29	66.07	56.02	94.53	30.29	80.82	53.06	53.84	46.11	50.05	14.63	42.94	19.54	77.7	19.96	38.93	31.8	106.18	53.02	99.07	41.97	38.48	77	83.36	158.84	90.62	99.72	59.58	186.68	54.21	142.02	96.1	26.63	26.31	126.18	85.02
cds183	399.48	357.82	340.5	178.3	618.76	362.5	514.64	147.81	596.07	504.52	656.76	82.99	457.54	414.89	216.04	159.32	279.92	176.08	399.49	254.62	453.35	302.78	685.76	232.69	579.18	334.46	492.94	271.66	336.35	141.88	275.36	157.36	507.66	220.31	284.3	276.28	669.4	411.11	671.28	278.2	283.15	454.07	571.33	904.5	644.71	601.01	400.69	1065.72	335.93	938.7	564.99	196.66	232.48	824.27	790.32
cds184	50.85	44.78	60.34	64.36	112.56	123.81	78.81	22.48	84.58	105.37	94.27	3.47	67.71	58.66	31.1	26.17	41.4	21.74	36.45	39.01	54.43	53.36	79.69	39.98	73.8	47.81	57.11	39.15	44.28	11.26	37.43	22.77	62.06	39.85	32.74	42.88	83.38	49.97	88.64	54.2	35.36	71.77	110.99	132.71	102.2	78.15	53.54	138.33	63.74	122.96	88.92	31.57	30.07	94.42	104.19
cds185	1	0	0	0	2.23	3	1.18	3.81	2.92	4.23	5.05	0	6.77	6.42	3.35	5.18	1.34	0.78	9.05	5.21	9.06	4.86	7.22	2.51	5.33	8.87	10.52	7.16	4.49	2.78	5.97	3.03	17.77	4.59	10	6.7	9.04	4.09	4.42	4.09	6.28	11.76	7.03	9.94	5.12	7.98	7.36	17.23	6.32	17.48	16.48	4.11	12.39	13.68	15.72
cds186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cds188	24.45	16.89	33.36	7	37.27	36.34	30.58	9.82	43.22	41.24	58.02	5	33.78	28.22	9.03	6.96	7.57	2.37	35.06	25.56	50.37	37.77	81.09	18.05	41.46	49.43	58.08	16.54	20.41	18.29	35.4	12.94	62.85	20.09	31.03	35.03	76.6	38.43	87.33	43.39	37.69	60.31	60.14	128.52	78.45	75.16	46.23	150.89	47.25	112.74	85.81	31.33	43.58	142.71	146.82
cds189	14.2	18.07	24.11	12.88	41.26	41.32	28.48	9.5	24.94	29.95	48.84	3.77	27.15	30.96	11.93	8.98	8.76	11.71	18.04	22.72	18.69	23.4	28.77	15.93	17.27	17.55	33.51	14.09	19.03	5.94	9.25	6.63	27.64	12.05	17.96	10.91	24.39	25.51	33.02	22.56	20.6	30.61	37.36	41.31	33.45	23.84	32.33	50.38	18.76	41.89	26.63	11.45	11.48	48.53	46.24
cds19	291.27	281.06	328.56	231.38	474.43	477.8	369.42	127.58	452.49	428.76	533.2	57.08	367.42	312.32	144.41	125.99	193.8	129.65	231.85	152.4	293.86	170.75	493.32	175.81	381.41	272.45	384.8	239.28	276.17	121.67	237.81	124.11	428.7	165.9	247.57	228.9	596.18	323.68	401.84	208.26	189.13	220.51	420.61	692.96	565.56	486.15	304.93	955.54	268.6	700.43	337.99	127.12	151.51	644.88	627.71
cds190	33.72	23.04	25.29	17.23	66.55	42.95	39.97	5.68	35.14	44.15	43.07	2.91	30.14	30.43	8.2	9.36	17.22	12.74	30.01	27.17	40.93	42.51	69.44	15.73	44.36	26.34	36.48	25.98	28.08	8.34	18.24	5.73	42.02	16.96	18.66	18.23	63.08	29.07	71.73	26.71	21.84	45.38	39.37	88.63	46.24	47.18	31.76	95.79	31.05	70.77	64.75	15.99	22.6	91.04	68.4
cds191	169.03	120.4	144.46	87.87	189.19	145	173.88	59.58	240	197.36	268.37	25.67	191.74	180.45	62.15	50.89	86.34	41.99	155.09	145.26	178.23	204.76	374.36	84.75	245.48	160.93	230.85	130.58	153.47	48.95	138.72	73.6	329.75	106.15	152.44	133.65	346.9	215.85	353.38	184.38	196.18	322.62	294.59	532.5	322.94	295.41	218.2	594.03	189.93	441.95	344.29	142.55	130.99	401.94	350.79
cds192	102.54	88.21	116.58	72.43	125.65	147.96	126.29	59.63	168.77	138.84	182.68	18.76	131.89	125.42	57.48	34.81	48.93	30.68	125.77	100.81	141.59	129.52	282.65	87.21	184.73	120.07	138.76	106.18	124.52	40.75	104.21	60.75	208.89	70.92	92.82	89.62	262.39	172.33	258.59	128.89	149.66	246.01	209.65	401.5	321.94	243.51	162.51	459.25	168.82	389.47	284.38	104.1	118.06	395.37	453.1
