chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b	invert	module
cds536	821.151057857661	495.999810385402	573.396909815731	653.496007371574	426.653362787243	414.585018128059	1520.92414381059	1483.63284360702	1181.99621979307	1217.36567912162	1306.1254923462	1221.13115820873	867.671309093662	1128.69531911595	1147.36477750211	923.642588594807	1016.84420297452	784.374918267912	328.072029869632	745.120921566895	1493.1654230314	872.965778039895	721.667251422483	720.278350452755	432.274346189303	529.946444250284	345.184757179461	622.55269538301	851.81719919753	363.794591757595	460.821385930217	1194.97969115768	FALSE	blue
cds558	3.48845697154995	63.7340476203319	573.420931470939	120.229661459683	388.207731367729	358.735911239159	1441.88072761548	1413.19662147272	1116.03391555747	983.196666058069	1051.73814046511	1082.03460534762	1042.68885668373	1003.16694257517	1159.9231637324	1170.1178136638	952.943458423838	859.685547257091	516.377982532598	1148.49760425202	411.941922885428	535.266158076951	509.09983781757	595.502079464258	1044.84743082635	468.624948331231	1130.83529410124	963.479819259727	499.680723047801	482.714720399801	340.429462560053	352.775904664232	FALSE	blue
cds560	199.06510385137	427.046182952576	1482.5047605413	1101.39930918594	1249.03031770643	1203.17553641892	1567.90568573429	1903.30307964741	1535.41822116357	1892.68756172414	1276.3671177161	1686.48393597431	991.578284897657	1450.17703094202	1752.82097344158	1625.06425459807	1647.52241936404	1574.95600287662	1325.02258693861	1419.39015114182	1532.61488680401	1173.76787183988	1089.94576045558	733.480494944778	1401.24965835298	1223.60569113399	1248.54269879992	1942.06546540945	1184.8688680713	1317.24675122331	1516.39611585846	1713.00447772501	FALSE	blue
cds578	616.335789655248	526.699783143008	660.746713344845	746.309431211823	1035.31718916564	1098.2990109997	2747.56537713491	2351.39200070821	1807.45919560923	2314.51295864621	2829.67578276358	3013.42204299165	1416.93060594015	1922.15065997333	1814.72382874327	1930.46139265419	1171.91160480056	1407.34143217109	758.965407200638	1205.80539242181	1011.49332992227	1340.25453862818	970.238257398319	1008.7707422867	1010.66359463865	601.161587267177	1256.08706555693	1789.64520330337	1791.2089781541	713.734024209862	961.320100320561	1296.5025390228	FALSE	blue
cds602	1066.45067268258	816.523262151302	1546.41048988643	753.865636603331	2605.1049702474	2456.13168581581	4353.8180731696	3226.49280493069	3102.35104186938	3444.24697583679	5413.70784619828	5394.77626258583	2991.55448283632	4175.91611926982	3342.7465020931	3579.80362537931	2393.8094118163	3455.56035790707	1887.5663168183	2188.29331598639	3611.78388974899	2189.18051677548	2400.20161634202	2470.23084814804	2185.25400087897	2289.303679737	790.342738710036	2058.8963248076	1817.63700099443	2208.82443030581	2312.33178420654	2146.09206829178	FALSE	blue
cds613	293.430762264935	508.03597463862	956.287045463074	1147.68697761444	1524.82654344681	1262.20788651017	2259.96296019331	3193.40080832637	2426.34391346064	3102.69973831093	1914.47191958534	1839.43842578524	1684.28003613869	2051.29784758866	1892.04432642962	1898.84846561434	937.384080570383	1039.02524684952	824.069765516878	1888.53305291305	2107.43338219249	1313.69913975425	759.966683650529	1056.45023556572	1302.15668123913	976.261770794593	1283.54594753475	2207.7915599818	1337.23885705738	1346.22756819897	1008.96904341085	1657.00967268794	FALSE	blue
cds621	19.7664872597824	140.973966737284	14.5316185826368	345.142222574536	383.176191313284	289.101316131422	2255.11044725576	2386.75064982181	758.431640929384	1763.41448397429	1577.55842075026	1439.42171593204	734.650600832402	1132.22225202281	1462.77983332673	1404.99861731	972.112051690541	825.777370124247	272.885339216201	607.680358090539	237.7300047769	593.619875740204	293.637921812189	293.23728016952	475.060653058964	245.196275133135	1553.56013404212	1140.42094185328	608.612550638538	375.984231420126	778.705048285203	1103.49460379741	FALSE	blue
cds630	616.671147384515	1490.26089660272	773.889544229188	1621.75747938512	858.843505922608	1108.15830218293	2075.66691502825	2027.4192928879	1777.6342515566	1908.55893533427	1900.52171565667	2180.45824450842	1889.25199155834	1625.20582805018	1679.66107604787	1804.74413706376	1707.06728782033	1561.3639439638	658.87513088875	828.391150020247	1610.97545151121	2118.1932655381	475.929756267635	1117.21721695179	1130.11751837446	593.009400612201	1550.46204572944	1799.35201903547	2086.06299337876	1259.45201462457	2120.7634414115	1121.64986264028	FALSE	blue
cds642	906.53461712621	1187.43385067051	2162.32493891765	1471.36858056284	1889.70967265733	2059.45138845566	2185.10930568158	2238.57817581654	2398.10053784239	2548.86108976811	2658.35970687408	2594.56957796999	2503.71849936253	2333.3924716919	2080.02768935125	2101.1503915665	2301.9548573902	2326.35711292006	2183.80499008223	2113.72722565671	1503.63413104697	1431.86729515726	1827.50355867014	1191.41895577974	2113.69621749107	1805.88212276291	2548.29306445962	2657.92199541266	1570.79815527453	2263.89854316199	1696.51476402551	1889.11069987479	FALSE	blue
cds712	394.701318288763	310.624135419939	743.102610377421	423.327598469302	653.717923877382	649.022185372486	1199.78704549696	1096.32792505688	819.230799204959	973.424359469753	943.371559432554	916.732749323931	638.991627727763	882.796953959021	873.211694729093	796.142721121159	667.104923947968	543.588063773381	231.34863350535	753.003039731525	710.471506725862	406.217158573062	240.00744118133	754.248759076698	482.338741058475	266.467350687279	778.014272590883	751.752980380751	499.462876742592	297.966610462872	415.03079624001	563.290013940365	FALSE	blue
cds764	13.5510488082346	43.0375017761163	278.467877255008	259.607458571543	414.095079878568	268.575041551488	785.920587827174	660.95669930609	614.907006623809	696.394183484711	527.10532383626	527.317413585781	267.968891073698	688.648641292636	719.854628681431	482.411297352981	464.907679639426	178.51387350299	164.970122124764	749.623703599575	313.378853249882	539.063913744478	210.260457575421	412.53855257533	265.182294476451	196.832484923816	642.153475201904	534.060764037749	411.887011437968	256.385543340472	455.102242878867	569.598590119129	FALSE	blue
cds778	1830.23207872518	2415.93440533852	1992.8675117425	2051.48123340847	2335.56590535187	1715.34853789397	3186.65510473076	2910.93307421955	2652.34908237795	2454.41686570443	3371.48385954611	2765.04706672648	2851.10510634417	2943.09172063347	2630.17956953081	2643.57002457325	2331.08473697402	2268.36925090276	2107.17942560321	1613.74223751274	2096.49841709631	1889.3789288958	2602.19794298001	1709.72198901419	1271.43306671454	2687.27003019315	830.406195511006	920.709554909509	1800.32802760896	1875.58453388321	2564.95143552641	2208.40663388669	FALSE	blue
cds78	328.743463856438	205.240465932131	448.088946325331	267.638943373575	421.358397563495	382.57517788864	995.216872928469	891.221552027794	946.907138972767	1037.49554856376	1132.73260089851	966.680782145314	806.136483338627	947.52257950391	1111.53949955174	1093.60345052467	751.181007631467	799.12919733835	332.20130629888	1052.88083325984	688.38923375717	435.155386316115	482.172787357978	817.189463272416	57.2617751455002	314.744347484707	89.3840002112541	380.101744519888	570.485736469366	430.142571113229	709.251842606451	564.83308307327	FALSE	blue
cds809	1004.77078243003	761.44548816542	570.1559683474	693.072341762738	853.465880050952	787.725300064652	1624.02524320418	1597.59831492634	1422.31016007088	1046.82612425472	2070.18922633635	1860.01782586153	1601.39261996178	2042.10725475345	2061.50414924282	2060.10478603487	971.374973351532	1299.06786574947	898.882146658443	1069.72690442976	938.779560291479	816.527197740346	781.849078533266	751.76167281479	316.221066387665	851.2493195284	578.854325328486	537.555528340944	978.588619911941	852.016461694934	744.38311036848	1195.86247883614	FALSE	blue
cds837	2727.54698478887	1606.58441027234	2498.6791932835	2255.04923769869	1951.98598562509	2263.34355515226	3305.28079131603	2976.48607588515	3719.41067990471	2703.7854755078	3149.52016237221	3441.97016662915	3776.71098725312	3475.29758865825	3227.77217241175	3035.54901553612	2755.38038966641	2570.75196305202	2495.27099724022	2390.20038501336	2530.50950304949	3523.93810606074	1830.75937490297	1525.85121071066	2230.70061957289	2301.44375028946	2824.19389619863	2646.48009152477	2217.07412348867	2032.63009997894	1967.10345754099	2625.53413590345	FALSE	blue
cds856	110.424558764724	384.805898233511	255.256887605617	259.423331399733	368.939367900757	375.477534957283	733.752578809512	700.515394774285	552.081769653257	629.767781521795	652.339988983662	704.215644873344	654.573141525712	428.336057942013	441.048525479229	504.74477842452	397.199305445939	331.040474936956	165.934184296587	179.514860544334	146.732873761819	168.954889578613	121.760208093752	261.73244841577	212.010539381687	150.130078865622	82.7356035013261	312.791074444261	129.37928517187	158.337982710749	240.983021865142	372.974603353061	FALSE	blue
cds895	188.885981714903	197.927756907492	751.753951444531	528.525965553392	529.460622124668	747.410004069806	1473.56272111525	1402.87407381629	1045.23525149859	1289.33811624977	975.398583122656	943.956845397435	1033.81036959607	735.921757643331	958.060767491428	770.289337181119	856.242166906588	877.571772029915	769.864851566821	643.561802163324	909.886424767404	345.265621140819	541.682596024019	241.71186933919	305.437571848019	481.27038673166	622.258178512735	425.152148492036	1057.05247320461	552.480166502653	1655.55273889196	598.384507473874	FALSE	blue
cds934	98.1702811734012	184.098713527238	311.649824321788	318.792808889521	318.341259686174	342.374668289769	415.007040608702	471.336995304677	391.478368709455	505.200118687152	554.532998782806	423.682810234254	388.694806817278	496.802983153752	488.615548600651	497.46671080575	404.408789121422	317.699089342214	301.252045683918	571.794746150239	321.519645092435	285.266941256763	481.727086559142	282.35707849176	519.811503482206	286.480377093202	259.651504936438	548.297254145383	339.037322833577	322.177747551527	341.912415719275	324.166228624274	FALSE	blue
cds11	9025.18754169155	8680.39551098337	7944.11698464931	9401.80880946946	9269.77419464861	9086.70605264284	4092.73637360982	4408.66237583433	4987.4012617568	4450.82278255211	5909.00251870614	5433.53665279555	5403.29956199655	5200.28678309962	5442.25713424908	5668.88214399739	6251.23305607916	5635.46473962648	7455.9833353968	6857.91435847457	9503.47106466121	8404.08011880002	5042.86779157268	6031.53609435604	8602.88282380756	6517.06361967425	7784.67022091012	6827.10543895518	5645.42068397875	7831.77477136699	6513.54413921547	5628.52311056342	TRUE	blue
cds313	1042.60239028254	614.878675392405	673.96808623659	680.855508283333	495.148620412291	602.793058360454	78.0615154819303	84.029728571704	310.187265168727	51.234110704236	147.784871761268	158.956000391039	307.215346310553	123.659968502071	201.253805653944	194.507190378231	340.895105735305	438.484967319101	934.821298912689	300.316793612958	274.544469079396	448.447432619869	583.859102621072	380.644546373896	368.354721756489	719.203686819115	355.51913109666	385.789252182883	236.823902634039	457.870303608863	216.693773930706	413.156524020337	TRUE	blue
cds329	676.116877645691	290.739002171492	389.791774596563	351.196678160123	355.308260517246	400.892234164348	236.424608129499	207.417011806496	333.139852240741	221.14168602446	299.793206780935	288.512034260424	259.55826175978	270.46300831089	229.064291272091	218.724207902033	222.170345333616	229.95514649025	302.395095039091	196.151951375729	543.66653502617	436.819460451167	345.013014241544	397.384172696266	353.161724492018	444.152536151652	401.97164148541	418.142781891493	300.986268473621	357.631526836001	427.512864488796	341.714141740072	TRUE	blue
cds404	8131.3159778946	5023.68185545194	6618.32459394137	8053.75963650288	6403.84850131877	5261.23252788608	1298.50714462953	1317.24591494026	2363.87098198548	806.220402973283	3062.50626783845	3163.30546043067	3514.67071489596	3881.50003351847	3224.77815843629	3925.82691906063	3913.32590493737	3777.7590260533	5115.97705370324	3967.58791531614	6751.64093658148	5206.4367456745	5971.23334825357	6127.38421084658	6894.31772751822	5347.74144577066	4017.46104601678	4476.46209376918	2625.86949382912	6299.44854635357	2153.92862561154	3793.79382875928	TRUE	blue
cds735	1563.26263119675	2393.6243100597	1300.95022151843	955.594906035637	1906.31051784127	1752.48645674465	441.03727446095	480.974150420212	598.601280082185	611.665043381956	716.059934105415	646.039038002135	423.998701997968	595.902787620849	1243.6524108918	1135.60909853314	1713.63080246467	1615.43459766692	1596.85139508055	1670.01017882212	2405.09931721967	2724.08203668471	1477.00606655575	1555.44691613033	2132.11657456938	1835.38204365928	1392.9713888175	857.055382835569	1497.79943157555	1331.07982218753	1792.91245883703	1413.96324698423	TRUE	blue
cds806	2832.89144608591	2166.26975922819	1223.05981027634	1760.65391277979	1027.91791031416	1060.92878288144	429.537980970263	440.093278921965	752.97596661403	392.374975379979	503.697064104973	385.060863075686	634.680975018681	488.703132048692	521.088558866	632.249550012962	615.329507468271	665.989194113169	2045.38038176814	472.087637721382	746.790297681857	410.6485320532	2167.53707250744	560.698178447924	919.187689169383	2042.26539327117	1255.85663314718	779.896389568663	770.374600654285	1851.78473234938	1057.65250465584	1411.0823772864	TRUE	blue
cds956	10497.2762282692	10832.1702618286	7565.21042777881	7355.60256627642	5371.42195572334	5372.94888075907	2437.67112539848	2228.84080620049	3033.85046569566	2169.41261381765	2904.85804147943	2531.61137538228	3237.84395992909	3058.40725457304	3528.85691508403	3348.35287000199	4273.26266294258	4102.6340200263	6778.63757718732	3936.1157584284	8211.63360114576	8348.51337332212	7517.52231035423	4854.4221871957	8236.31590192399	7193.59682437279	4618.78507251065	5030.02303834473	4662.28838515883	7591.27574046509	7383.29567690786	6591.37748158933	TRUE	blue
cds976	2316.38066494139	1468.30610731496	1157.17757297267	1050.60481239525	1021.63833548323	1182.89711249156	982.274560101167	957.622781902833	961.985776586068	1014.90218192904	918.058678296597	921.964485739324	839.484543846589	788.531477399954	735.093293978983	765.964920012052	1174.12740621282	1095.30932071366	1342.41629688784	906.436518584853	1203.70547794993	1326.63300346244	1728.39368852009	1319.13612644857	1768.68244505023	1485.81537764935	1296.05129577343	1042.3478898497	1211.90614538701	1423.73484390257	1572.83709538749	1139.97531413561	TRUE	blue
cds190	1503.81565948566	734.896920021439	1039.17680429948	886.562865922579	679.172001189782	885.8474797083	1633.36949748554	2098.30071413995	1378.02278582294	1698.43576522092	1065.2963761725	1218.28199067411	1196.87266041475	1077.85548728869	923.287955517411	932.738033920727	826.375624656156	862.923165514631	845.920689773081	878.50068556185	414.240064714636	390.40292751811	563.285532859816	617.75731052183	520.61058626403	568.460179952847	888.371804452559	1082.41705490192	984.162215766387	584.608041229981	952.619306848971	919.608871407749	FALSE	lightcyan
cds191	2019.35890874647	720.168089843573	1009.25612646431	1056.84634640595	844.848928632911	904.824538930371	1695.31458764674	1915.93157349135	1697.41975668165	1826.95446654147	1504.98179353771	1489.30113962533	1211.98601335127	1586.98935099359	1403.29461453092	1307.25419323024	1034.82382462359	1174.35066963503	819.484961970253	1158.8604625234	1032.92833185354	900.313073294657	739.126662535624	524.666022761247	546.650573199605	722.145974076244	1185.42604759277	1214.91000913342	962.193648737116	736.886898499269	1033.44570215424	1207.56350850859	FALSE	lightcyan
cds253	1445.99623146515	1590.36397742892	866.325291875517	620.874528001712	761.419619684924	896.859615054141	1165.0011616655	957.48168786458	829.272944184052	984.999739833785	1176.98180754606	845.238353164863	1355.71717003277	1005.05373807407	963.684090994857	959.942994846346	621.47033627816	635.941575388796	489.997178424909	505.985977771651	590.699596210112	804.991541534741	397.641982360726	387.337434228159	472.840625802178	466.651095087951	636.742559808793	525.161920430808	917.876492196522	909.430434715458	831.104013591555	781.448328306465	FALSE	lightcyan
cds282	957.93946453754	579.496555085873	781.94912743894	963.791836199619	585.256781836984	643.458034902932	1363.50634127657	1429.04093703182	1803.74662707592	1606.59749344983	1078.46939884861	1169.57702478741	723.819040186144	1020.58930367353	1111.67490740273	1224.91333018271	516.034454397193	447.175007959611	373.944120512358	653.844343073651	654.909943907554	636.132308819937	309.051860532278	500.939670984329	1296.16548708298	472.957187058297	338.718316590016	357.136693192731	619.250321411407	572.457194455454	627.843316112131	767.767497306708	FALSE	lightcyan
cds290	2897.62765702861	2638.62026296599	1639.5064682171	1561.37878136058	1540.88980622811	1503.79634561063	3095.86037896878	2899.8434568374	1344.85776955968	2223.09716997331	2036.63175886874	1464.62000390651	1731.66363080999	1950.65407784648	1750.94445231572	1740.09506504704	1431.64872813227	1956.87932118347	1422.72914023805	941.032666441832	701.420152363601	668.399861383973	1184.9751930235	479.070193822712	459.802349032748	1735.02099107632	1537.28360498922	425.516269184372	1860.06115420757	1078.61097994792	1823.20483851138	2326.70693308233	FALSE	lightcyan
cds381	99.3581170880471	269.485683918937	67.5638587547886	135.462421928668	143.151437948617	198.971719034116	396.658884516552	541.736228559874	420.36961418619	377.044995410243	341.739137066776	271.440202144193	301.424322462018	324.644286369235	420.62523472826	327.893860874209	125.892627038196	207.112635265504	122.886158670174	156.666054267098	97.0493992137425	229.810304138778	167.609952752729	222.503228981088	225.292230080656	170.984097231871	140.66990197181	0	196.329554146641	150.68431675906	252.835729121717	227.692161960464	FALSE	lightcyan
cds445	1135.01792648505	513.633841876609	903.534524558121	685.248264002988	778.738116609617	610.54992882636	1482.35190617784	1524.73865048531	534.680649622786	1009.93814707508	955.743132008114	823.505520378593	350.159210999141	785.093925726651	1024.23381580412	918.677402970845	337.64539411456	442.86016139158	205.730389025678	422.575307286094	329.113061124411	683.033328689137	185.286495138788	8.48293560490397	343.570650873001	222.108342054205	178.768000422508	181.199187798522	682.033226840471	595.702927351695	708.918704117674	793.779547185082	FALSE	lightcyan
cds448	1032.02483469599	589.429679948821	1547.0677047827	1252.6406166753	717.658673306207	928.646593101826	1562.82776893159	1950.97444257107	1375.28870378645	1180.42982503306	1508.78481259531	1033.38583865741	1290.19941981677	1008.31599397791	1023.88077572657	1208.85088136914	790.683799257783	847.316172768738	453.798498150829	499.788250446448	694.347673615077	649.183452679144	427.23368159642	657.176038956987	304.189034765029	498.135259570238	576.918960414899	152.131252124696	699.744776412665	669.713053578824	491.096169068412	599.283351986466	FALSE	lightcyan
cds470	2083.17743050168	2280.82509959941	2857.55124507846	2612.52117240946	2977.59802281038	2625.26288339962	3561.61959669814	4658.94295796505	3746.89449444624	5687.63770611015	2737.04843608285	2960.11649272518	3141.15529530478	2339.41813298574	2283.07103537193	2107.00859318424	1799.42874907451	1105.46369072963	1422.70766259458	1588.53780440679	1264.59850435796	3814.76486983966	1288.36828586986	1413.257071777	1822.0238757097	1384.7931108617	3543.8968403758	1924.46033937741	2473.29469793121	2269.14090279444	2304.7320185973	3310.79629459488	FALSE	lightcyan
cds504	778.04929649329	1624.66246960939	861.32084817913	723.943274572588	1173.16876878795	1268.42463950506	1415.66398486275	1500.66793507532	1234.0966146772	1352.40659027474	883.259383627872	1143.57244327878	999.528725387644	1000.26393423988	1018.50685100287	922.684892609745	872.19482979269	714.625863441653	733.267876872094	820.149942773416	620.792927453848	485.201452746022	654.008564793997	655.879833751944	569.229480736333	625.670215760331	826.944804794675	618.367030332493	1135.87970245687	790.438785660421	1012.70946614381	1044.86638857836	FALSE	lightcyan
cds604	2075.67183923213	2657.71668237117	1468.43849891578	1557.9375968422	1628.28507735675	1537.04295095336	1955.98612798288	2424.55558560609	1526.63039837101	2213.33161891418	1857.05235748977	1930.10229876448	1955.90356544378	1899.8993409245	1728.50587276258	1713.42130364245	1601.01820588326	1597.53261637765	1304.6800474816	1851.72473519325	1156.95692412931	1020.41291845891	1205.55158098508	1310.59202066425	1292.10468943548	1082.83180359431	1716.10020791378	1546.43605797686	1992.3562776189	1543.76548327812	2046.54583418208	1904.99053642758	FALSE	lightcyan
cds610	2057.8577190985	2636.0279736913	1892.20851222629	2542.12233720716	3405.97865738123	2984.6032594334	4696.45216090389	4111.70618410161	3617.92871070624	3872.33343534813	3359.79106131933	3375.61317506662	4190.19027483718	3527.43049339716	3286.32559651732	3112.5463995833	1517.193111891	869.544413445114	1188.40727552773	2183.95490261939	1436.41211326196	1662.04424966987	1491.53386624024	2083.02714398476	2020.93353287937	1110.05039436235	2281.28085654258	1722.2152630234	2258.0113834566	2012.00935953752	2195.82057757111	2168.79185387281	FALSE	lightcyan
cds650	616.664211559393	230.926537015194	467.395765584827	193.625565221992	424.465705647886	601.636869714378	1041.19452058018	1125.37026902818	1249.21597691303	1033.79071599247	1048.8431568203	911.190301353575	500.593748786486	686.807717202003	510.071456423314	544.684532459899	412.137515404697	699.761390675916	451.137212410368	407.103940202007	169.082506953698	271.659674932819	381.532693667413	443.660079564587	255.954976181904	499.946552528877	513.176897789442	346.749610698632	396.804714782155	266.701515819884	422.359578816433	262.158006403603	FALSE	lightcyan
cds653	1028.57912166361	738.368203314189	993.74663220213	1135.12046489668	693.429134204163	793.315376729346	1688.2965015998	2030.85925116931	1168.50568117263	1635.32352883903	1147.21767252125	1145.50780729428	821.472623473445	1208.71131377303	946.149176336108	1234.03208076862	338.999096828644	413.161055409091	373.13356258715	522.614479622441	216.405024943366	181.325325841673	431.036685319289	788.986775913503	426.625121257952	237.057674556305	342.115317678136	462.479006459076	1004.34311827301	1055.46777244023	822.962147823561	1029.27651321538	FALSE	lightcyan
cds659	1397.86346913308	1438.09248993991	1244.67185482715	1293.01219046291	1241.25245040155	1085.18782378468	1733.08854302538	1687.14434567492	2083.26640833233	1501.47292248127	1417.58630737762	1300.18100337038	1340.14725535434	1612.10073193374	1310.06426127635	1286.88437000507	564.795646072869	677.908590209681	474.618351777083	948.22907049239	878.070166942518	887.155983159996	587.787127211494	703.265339546957	953.728500188434	507.564154418773	571.688796308175	894.472188650452	805.370140876668	858.967072581021	617.724667831688	1060.56788438898	FALSE	lightcyan
cds69	413.342150155395	774.694813913454	371.041048653156	523.91889592342	326.500739939465	404.250441495374	744.27374219236	445.557132035389	586.86548102597	674.395227288782	480.411885439896	506.450609374809	616.78155787983	564.204746450798	763.717234978313	655.055876806409	378.069352448751	290.484885170564	261.567427988329	436.718069821584	90.0871597049305	310.741832912984	231.768208627737	190.017757549849	224.209625817709	251.302800238895	320.352256757135	419.882255864161	545.830554026198	338.229329291626	281.179544959515	357.466078716864	FALSE	lightcyan
cds753	1941.11003157027	605.957967935063	1362.32028783709	851.917854646136	1332.50624583285	1644.7816695914	2056.48360842314	1947.17393792531	1340.23765967083	1541.74374098181	1268.53014736172	1395.79673743915	1710.84500407634	1131.98311160777	955.545303734955	1123.04508204558	461.234782355785	344.460056983076	329.503353247513	433.468322576974	400.931381053948	214.509045603548	391.861901508199	589.789416549652	185.893299023073	474.30367945642	925.655524506576	191.8544124017	852.102733899026	327.627877957133	832.479286795697	1151.31279209417	FALSE	lightcyan
cds766	418.818956166956	245.549533571457	381.043881336608	377.954666525484	341.32065517603	358.337823118525	632.916166885549	737.980032716884	573.966499659291	570.440673007888	495.341887327265	467.722332228291	270.386125757829	394.372191828081	582.06364738572	513.280452706702	269.698431800726	186.707546207664	183.15290496718	304.296060154306	319.984708159712	291.267192969442	191.508983244414	49.5181786526708	49.7377609380567	182.756784429619	190.341333931446	342.485613495872	367.24627545667	86.1538339212262	385.859101544463	320.954725337147	FALSE	lightcyan
cds767	1277.14776694402	906.390870111205	768.816761616829	560.464540861776	809.056381691945	694.682461758001	1368.20003498254	1484.25971302035	837.081561179818	1132.46737564759	1052.55164526853	1218.4765298125	918.70838864768	894.060091268065	1024.37522032926	1003.38712560657	714.609066468868	613.429360464007	210.768220524719	526.819884537842	335.279958271783	263.256010346633	190.25613511138	690.694595294281	331.95918396466	200.17842725495	773.871944963091	478.500712963129	500.148775197284	243.368746804557	457.593431027066	685.114150857997	FALSE	lightcyan
cds789	2100.27921677694	3640.92157540568	2010.60030057844	1876.80865989895	1612.31036895152	1700.2298812254	3859.65836657451	3884.940720879	2621.99029217172	3618.0185131931	2632.20276596015	2067.97161922664	2641.0104488861	2393.88207158208	2323.89571272129	2171.06429295384	2082.21349892452	1336.03839790119	1905.07779001886	2007.10515826617	1754.40439998615	1279.73966387396	1344.71332693183	453.864070580849	1386.01214927977	1468.78152389101	1515.04172383549	1679.30615601723	2392.37394635405	2013.79485475771	2332.08824790705	2678.42243345351	FALSE	lightcyan
cds89	1106.70926309978	1187.9287476887	676.371868053525	617.529251469644	729.762216651096	713.796614362325	1600.38161536161	1756.24367548068	1257.93135667306	1070.35516055743	1105.92943977743	985.40972413314	996.009533537897	1125.05293686206	1317.35705307882	1217.5245279287	707.507538350038	992.172678634688	808.167967894666	880.614405545192	610.963450126524	403.216236156686	543.822153007354	883.127742867981	479.975509283431	582.44394784207	873.833200363128	921.284205021098	1179.2841368048	925.140390852595	1603.10493631313	1053.57485812904	FALSE	lightcyan
cds923	1492.1315123286	2093.52432629677	1073.36367965857	1097.34009283236	835.387650093836	1026.97289271182	1396.79041116883	1491.93451622094	1693.90846180965	1588.90321339985	1176.31277501137	1082.05608830378	1386.05836974043	1169.27714353747	1476.11838037667	1224.1159972005	735.183132667021	866.438870129601	931.540667354135	881.73494012078	826.063304219213	1002.45338332705	737.01888536801	471.141446976591	747.919433787761	812.930614281966	564.000452037209	821.365915227232	916.080959152319	878.128115188867	1374.87661945728	977.914499829666	FALSE	lightcyan
cds936	2859.30729662541	2915.27045069062	1154.45405857002	2131.24905895447	2242.86803890248	1785.77856999419	4207.80746587032	4198.04771201419	2518.53023236112	2915.960505823	3390.86042415328	2426.29322232212	4087.54085680877	2965.17374819285	2885.65512560157	2886.16554820087	2331.84466387262	2099.3689847367	1785.53167703137	2287.63053221696	1227.08006225069	1540.56688779699	1816.89403717377	2429.88977660471	691.722243757642	1714.63856441168	2207.18891188323	1717.57391039672	3300.89512322658	2877.3970774103	2473.22014068121	2392.46593206907	FALSE	lightcyan
cds235	322.771717483025	695.340226152465	540.02528727288	418.604719851886	286.026741016929	361.537576987977	231.972203956326	215.51374582341	233.444124477216	274.587658915187	205.687619101423	243.099610266792	197.863153542726	178.50118581005	451.747219590078	469.592231090438	863.129113976527	1051.31387498845	1493.53015539987	753.662119684683	729.483250632645	531.554548044688	816.605510134541	454.424335019625	605.318629815016	1553.69988793565	639.934435973988	514.66336948185	710.891981021253	530.824869544323	1028.44464172259	555.252554113515	TRUE	lightcyan
cds288	5829.1092091163	7401.84324595309	4300.4794212223	4484.80138158421	3921.5807240182	4367.61052465634	2426.08297074148	2449.24739986631	2928.07293840374	2316.03802936703	3777.50230693411	3852.81357382353	4470.24838366061	4379.45694781932	5931.89812165852	5989.82687022519	9418.31463731325	10633.5691247187	11039.9576737589	8621.84808075184	6581.88293240683	6322.42316472246	9870.69459157731	9140.07918492547	8550.98167406554	10967.3820427575	8023.5497160178	7721.44441943813	7135.5208046812	7735.46658128248	6499.2348017969	5775.54599340447	TRUE	lightcyan
cds140	1941.75373958983	383.993673654675	185.086658712936	72.4354021785083	290.61465530861	301.775874412605	701.929212513054	818.376949563851	885.56239801605	802.514408344687	422.668872947053	508.615656022261	275.898019295942	412.339372215436	383.398546828819	346.069809794173	594.344317443384	522.923547651345	384.519419809367	685.207333543639	109.506271926577	337.865144397093	257.947775722826	80.8422388279341	374.196883932993	292.584244031128	889.308508552398	825.133282391078	450.198336225239	287.810696630622	421.523315452721	503.375315240589	FALSE	skyblue1
cds145	4327.77444335557	365.072479308404	1265.88582980479	1284.60697415686	472.018631406979	608.927529174589	254.983972746071	265.707779780357	221.623578307892	303.391883308308	223.747122642175	360.064220431446	309.479596491343	189.998099489406	258.757625607577	326.650698582861	239.775323022762	181.628420305872	371.924824834435	251.342402150214	242.673350811958	194.078385843325	209.434770944357	142.782719519972	214.949229892114	291.494771643766	163.506822919521	110.129797733747	552.851412714777	408.566559767156	700.172716722331	207.149990081083	FALSE	skyblue1
