darby_woo_adultmale_a	darby_woo_adultmale_b	darby_woo_adultfemale_a	darby_woo_adultfemale_b
cds373	9.75695587558591	0	7.23192787303859	3.17722488753004
cds374	0	0	3.60058189097782	0
cds375	15.1019413679593	4.98455304257833	5.59683533002452	4.91774940628377
cds376	448.372575540207	371.320460427194	262.787984885469	228.301317577385
cds377	795.795770037737	947.202177589747	924.830725292447	681.680783987736
cds378	503.238445954924	406.609426699732	703.06516021752	533.984124084067
cds379	791.644980734866	1056.19342577937	642.951167807309	459.802748890366
cds380	431.982189351295	496.514651606589	820.049068884291	545.605423102436
cds381	487.779679923687	298.215300995175	426.519503084042	331.239461218896
cds382	6875.58074685259	5143.67798050721	3943.01058369537	4593.78798483176
cds383	328.433813378406	524.670524374685	888.871721587052	759.203604005631
cds384	416.787550073979	585.586782296219	686.076440156414	661.408806648017
cds385	10821.9900977752	8487.32485295429	5888.04370310891	5934.41415958192
cds386	960.336929253086	845.339262674646	980.763827643353	931.909005658435
cds387	698.011476426047	511.20998449419	536.472432447109	569.46340687883
cds388	159.625896394666	179.83552746362	244.81530660099	120.593791247253
cds389	123.710069705866	137.194837943926	159.915764028303	149.858577657685
cds39	267.337978249732	351.720657466526	530.924510798355	425.485900878266
cds390	957.168324451505	1176.15822552578	1272.70135101853	1229.71128240564
cds391	507.283071134307	892.328772350587	1126.44513213201	1165.11997462607
cds392	823.037687400468	895.990280855484	1145.17164218165	897.569079991909
cds393	215.869920292116	309.389924973419	376.718009012399	325.95349141969
cds394	274.838441836609	331.629906288298	529.279497262399	469.684222125395
cds395	0	0	3.44717363998377	6.05782915586084
cds396	51.0144617343779	33.6757088718522	315.165490678121	99.6731477603495
cds397	0	17.7851747399437	37.0773241994393	2.92446924765696
cds398	0	0	4.98341406649828	0
cds399	553.660915740217	462.246758571179	526.812685505218	484.326869970974
cds40	580.234051726663	478.868580157738	541.46386469989	437.045084853532
cds400	3897.88865502594	321.110242151412	727.081026690002	391.610310955124
cds402	3934.62566048849	2837.91640972622	2129.60552262529	2552.89703525441
cds403	2046.02001196011	2678.67813603003	3879.35255142433	2905.14001338832
cds404	2114.26280591024	2461.43679840573	1752.09641436466	1681.59046071509
cds405	2361.24872177719	3488.54446560186	4257.92864669746	3663.96866061375
cds406	4440.83804509858	6169.10121639014	8627.43451051123	7858.02213044969
cds407	460.22269708603	314.877995117574	627.499521949269	315.222390033564
cds408	122.725470948259	125.168589541726	113.98878375962	137.639788498383
cds409	74.7509784700793	86.7690124801956	138.359310779325	92.9906764677886
cds41	1084.29836920219	1023.7563522137	1205.05129370859	1416.38755874784
cds410	193.437563540082	149.964054462516	200.33928597513	155.766980361035
cds411	1727.55631518369	2354.87482789928	1589.53161879641	1631.03190392007
cds412	2419.03887123209	1527.9927813786	1800.2849641944	1670.0263140347
cds413	314.90878462323	340.470001463779	477.939321010632	358.014474141026
cds414	604.914970104837	1038.15866731211	1396.18684052399	1027.47435169527
cds415	1230.41366626375	2645.72387612842	2644.57770440558	2184.16372760484
cds416	215.07011601578	159.444474514628	235.421116235394	163.886349826526
cds417	769.203678968291	582.39801567452	1174.28104988788	768.073236577139
cds418	145.114451267878	146.467607328769	239.697247798618	191.853758802448
cds42	860.282668644243	561.789207097973	1700.78079466198	2108.96637560158
cds420	10625.6346157079	7658.64517120991	6700.00941883982	8028.59848382042
cds421	896.135409047426	473.760713219607	863.375804361366	759.446805761183
cds422	1424.16119806446	454.713660296882	751.721178163216	808.790090336144
cds423	315.837789735397	276.13396905222	350.804971188079	384.157214693165
cds424	625.637257045145	574.353598906194	594.587910602677	484.062558619789
cds425	157.173031135215	133.701900061337	175.727219123662	95.7256963639
cds426	1073.50160372612	1043.4521087417	1040.82588363139	1072.63561913786
cds427	1215.34575997144	1302.41341032189	1042.18785421885	1278.90184504105
cds428	1422.89921684332	2688.27306559712	3064.76956235868	3536.83269201026
cds43	638.937768016858	651.479487608014	605.479227655787	1057.84042000771
cds430	343.6778898661	595.005280475533	721.2152164228	652.37791770982
cds431	475.046667670527	389.386065910487	353.133508708057	249.781622790287
cds433	328.13917217704	523.855434064999	650.980210861889	554.054797277007
cds434	932.383262204214	1074.12422766586	1251.05886411103	1237.30694521599
cds435	823.586342320098	679.583125840254	703.09992381411	798.405026174373
cds436	942.65706153774	604.400831720873	1018.57239075506	1270.58849897849
cds437	1178.59907867384	1443.38077146994	1113.32966581636	1017.99735291798
cds438	2039.01309411094	2156.81382547203	2491.83810386568	1852.42772676874
cds439	386.875127080164	838.016953847963	954.62642287955	986.459102587345
cds44	880.294811801744	768.497400512969	670.240865169325	576.705335637952
cds440	2316.77051615152	1440.68135067468	1442.34681651524	1399.73945366713
cds441	2178.20400220329	2149.63377814347	1770.04605760469	1935.430743706
cds442	913.539499264496	1059.04787184785	1008.50106461525	1491.15246385972
cds443	543.127112482852	537.135703854963	498.33176133228	390.240468874462
cds444	707.3305162006	400.631984752221	898.76333341017	573.191794727553
cds445	848.494289531302	842.889460320101	1035.62707739002	556.860935973839
cds446	0	0	0	0
cds448	195.331689009263	269.680886197908	333.801314138429	261.49629189466
cds449	19.7936111529386	6.53308752113933	7.33558550588547	0
cds45	2522.0298225538	1833.02892437915	1518.65708856045	1644.9280659072
cds451	0	0	6.49645948860706	0
cds452	492.770604653481	583.154653225653	704.283614135243	602.420167786738
cds453	6201.14831846455	8021.58342796097	6421.68665354509	5502.85255824424
cds454	613.716359678397	761.08581445689	599.143486694576	685.38713272193
cds455	2162.4681370344	1901.19230989768	2021.46753680101	1415.91712755901
cds456	1648.59945523818	973.086193938121	1754.58840159414	1724.17933434111
cds457	206.798922493388	489.98156408545	524.987052249565	481.971737483553
cds458	3083.45840082485	2265.70662105073	3081.66157935052	2903.00392869323
cds459	865.933833105596	409.55199771409	392.535331070494	360.615479744643
cds46	714.619476230073	809.604415426204	417.69863245025	454.875293584607
cds460	426.378505480864	507.309466471267	539.389020262511	573.629087484538
cds461	312.625265411012	231.771410545714	267.870945761438	321.642684368015
cds462	448.722511341278	222.213861263243	583.228949660112	833.095742958386
cds463	411.569396997866	281.681618504312	489.021011945269	427.662450391036
cds465	519.274300889852	389.138885335913	569.230781916766	557.631971474188
cds466	3118.1097403374	2877.26933399887	2138.81018479173	1532.88616043372
cds467	708.638866189701	408.204153215439	654.355952726657	644.272293515395
cds468	302.030890903512	189.518394757375	221.10016448764	194.962772250578
cds469	392.459531480679	235.416429641055	431.850977755965	204.478889796174
cds47	71.208723050206	97.6643469877638	157.968553729383	101.530201665099
cds470	479.121822907896	444.0578018045	558.79901353657	401.70819235501
cds471	684.170472460269	901.684981431262	746.761121064256	495.048003691261
cds472	480.825339382962	586.202104791089	965.158739286948	701.63273445012
cds473	505.074050037469	673.740097703372	1218.48885472762	998.163100747241
cds474	219.603674034082	182.800814293418	552.936034692891	345.827486902351
cds475	543.09063288049	537.486701877668	899.625233543808	606.165515322244
cds476	224.217102414269	222.718892766113	364.146888151013	431.758005290445
cds477	639.095492255631	541.782376383241	588.130929649629	605.873484313897
cds478	276.138548450594	216.918921600329	483.772039668273	480.177614182532
cds479	557.605734102805	722.952596359845	758.44714426923	575.49376980678
cds48	1185.74934736944	425.883346896913	739.786877904865	927.305055499981
cds480	1996.40658008286	2301.1049833904	1601.00120570894	1987.86269064829
cds481	693.096157899749	443.516430302225	731.884638710185	670.064409975997
cds482	4613.52720362677	3192.8798655609	3865.77870868832	2972.902158747
cds483	11562.8423165713	5197.01213356276	8070.59295880306	7991.83911156769
cds484	10207.4901059585	11921.0929510207	7022.58504838224	7715.73481681841
cds485	2623.99088392335	1703.31128704299	2601.9850480223	2040.2135526505
cds486	2879.67051955328	1956.16478170842	3556.79571165166	3010.71367725615
cds487	90.7963814354982	111.631885395615	216.197875574836	170.303917787959
cds488	578.301818938391	639.760874765948	695.021373276522	709.453867965674
cds489	3355.33634221588	2948.67041612713	3866.16907065566	5170.97860055031
cds490	1914.5199753101	879.150829353318	1319.61491848332	1196.4515474283
cds493	727.368673167156	673.916649662981	639.63603632334	796.649350537418
cds494	254.052019437202	223.101571276021	313.416671968599	261.642012870917
cds496	0	0	0	0
cds497	0	15.408225285706	8.65045460599702	0
cds498	0	0	11.3203480029097	0
cds499	0	0	3.47328859180183	0
cds5	3105.92606175819	5044.90109099928	7678.07160840051	6401.79269533062
cds50	647.790910459809	422.221028225699	584.573415210749	1208.00422814615
cds500	3.74642482390005	0	7.28930420931837	10.1664514539999
cds501	18.13550760086	0	6.81710171358467	0
cds502	18.1539037201508	1.73957951746313	14.3239243606048	10.6789849829234
cds503	50.3227402193355	106.854736574567	99.9318110229737	132.461108372476
cds504	0	0	26.2411188828423	26.2013423651867
cds505	0	0	4.25511904344664	21.0638242543658
cds506	87.0441936243686	148.109554445106	91.805294508898	139.135441535615
cds507	595.116282461701	1311.6540254446	1118.0304825545	1220.24960917797
cds508	2369.21147252568	2635.70329887235	1860.798374904	2200.73080490926
cds509	5933.73310167215	4606.54462410885	2708.72540617051	4001.8951377333
cds51	5508.63267533122	7331.05749693563	12791.7547073836	12954.3647583506
cds510	580.795233830171	420.694667018695	934.335302670049	983.110630375529
cds511	21523.4729679853	42514.7532925034	12859.6974859531	15115.3100114004
cds512	319.664262805856	126.610223277894	138.41889704581	156.974476332826
cds513	4425.95339514207	3666.09954244192	2893.93570687121	2907.40440478522
