gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds1007	801.917744616332	725.487008190122	937.519633074203	695.459296084191	848.707379806035	757.430605313985	1005.58467358684	540.338925415836	847.665827752852	868.357591418129	753.011014812646	497.049179564265	762.509031344013	731.557271794737	649.221810494982	521.537103097264	795.262987982969	854.790991224863	945.544581762044	820.234505127764	836.973866336297	814.309067083131	728.156556785424	943.50952676001	555.196729439955	642.783539759818	636.031619657577	732.202345484752	644.249325826721	579.907450986891	609.112621230172	771.442065690764	621.063324292052	575.02989156809	778.467392994714	603.371378568423	675.873460976277	621.030421174759	752.461339159089	829.866583381424	744.836264544894	1135.62367088937	822.077482864028	754.364040969837	761.959118384076	679.266709215531	811.726826796363	550.350080285587	728.870841151263	662.708956418329	886.243428783867	742.715208507772	856.464347151284	605.950115500816	610.420536078801
cds1008	647.325251267442	486.382667279595	505.654295669023	634.527630627915	632.375767472901	556.427833266734	520.987221877214	660.977644848673	576.072313753529	530.826315431187	571.239220181725	403.874742816967	520.32589593685	561.471977981352	579.321270956136	606.571803075616	532.602571322405	541.12529640457	539.541862737199	525.245937273039	552.98317303952	559.617881819132	521.971450328597	441.740051271262	510.621793468882	427.133512028975	422.205973422832	371.683374484529	421.464306173407	397.221704257087	360.668401715795	421.128086569084	318.830293786806	380.590737205148	493.01706277675	430.211079436877	374.716595060552	444.11733180572	471.688961397406	405.027899368006	547.785537390136	558.622514471852	522.745949991704	428.265713005026	421.664759488815	388.007274722388	414.326276168588	386.948831504139	391.420871998533	348.426183958987	428.653125685012	436.937483647789	551.457698958015	354.743721360038	409.843759177613
cds1009	1300.2557601229	1364.21991609222	1269.64245091953	1857.54761132595	1125.75894149332	1191.80869193946	1319.74976897978	1632.13216235471	1206.48873078862	1374.58768838282	1227.28135923288	1094.21364291924	1239.92117377213	969.074382158037	809.101075654581	955.310077410529	883.599491630674	1181.7491332816	1240.80805673733	1803.76359697966	1255.98252909133	1840.41675853564	1479.60135568797	1408.89781558542	1475.30439249021	1398.99261630862	1263.88159673226	1292.21771262626	1210.94398470407	1199.14785317278	1207.80887336318	1185.78465020448	1419.75420042848	1343.54852822787	1140.54504391976	1321.67339708222	1443.30675667091	1321.09141887634	1492.78440067542	1729.21368468169	1367.02780360995	1482.84508039963	1511.27775498496	1285.32325329934	1480.0401511106	1125.87838128659	1332.67627979149	1476.45031402629	1311.42890578369	1320.78514652252	1337.89359163628	1344.2601258332	1147.92205094675	1137.56435563246	1382.89805250273
cds101	9.76201439478906	18.3334545540011	11.8854550196733	22.2956823289797	15.0652402642109	0	0	0	0	7.75055761473901	4.37908293347144	0	4.09626132013361	13.7382950296259	24.5164773561286	12.2764660771031	0	0	13.0518076203889	21.9042023720761	13.9966352661612	11.1309932004304	17.4491587596896	9.96072076572374	8.13862632904577	8.71855068656124	1.80170954092351	0	0	0	11.1617079702177	0	5.4495141784063	6.8052914897779	9.5345324308189	7.37658899213223	9.66251463956332	6.89976857553532	17.6815532093534	17.2950188685932	25.6934639482703	3.23473859611552	10.8586939849842	14.7447589601245	10.6161119079586	7.04391657132417	14.7377531607209	9.7127432175111	18.1874100357567	5.1561157934256	10.7318000647086	15.9645812398341	11.0929910312288	9.03569118554957	6.83375832535471
cds1010	913.754222674301	859.087597028376	834.726525431486	508.266652699957	852.971093446996	622.884755163917	829.646862702601	601.322681100884	973.65012301588	813.527950565636	832.80879636626	1145.40095235349	827.391271497239	890.976688913214	884.868189495047	845.943104662436	876.50143572043	896.064755845987	816.892379631977	837.304179961038	786.843044947215	1113.77605702487	741.839514721534	831.99327456513	834.752172124496	760.286742506968	665.293882338492	658.572413310538	759.271460984652	719.57673194778	701.286309095625	647.291250093809	711.350612961353	719.845128400163	783.799912619817	715.755131597093	748.628951961503	663.681434828423	735.6888839051	819.592801943662	793.12843797392	818.235891933749	823.210484932777	833.95644529358	694.859216455767	666.616873123559	717.157466909134	669.506616505295	603.23663527375	684.878964317591	760.506626192512	830.136517593562	774.105269663812	574.392715644294	667.433745579073
cds1011	264.729662531401	325.708025276227	274.025791942417	164.550844144539	301.431974490233	304.687536289383	267.517115962031	270.086028429897	223.323259966267	307.054556724445	227.26194525381	163.687005317581	223.909367907383	369.011668643794	260.645499084105	194.108833649479	178.77375116411	327.358568389787	301.8072887829	332.574378058642	275.47748100413	264.935943250298	288.48264795665	255.590871651967	267.932009915261	251.513220067932	259.60144589803	237.384497070991	309.286535976159	234.375902525901	231.723840066888	246.717263236344	272.292468557569	228.312650402116	289.61320819055	237.188074583718	235.559526102084	259.894344433672	293.35949778387	305.534120728976	304.523330791915	261.145796056354	302.061552071838	298.02182269701	253.860397367366	272.334365682175	263.680669779982	225.813363082535	220.871642268592	304.934839044201	259.022290146455	223.369469378591	262.263646648618	232.185207046209	197.588019932603
cds1012	114.874205165926	123.628916090834	84.6107685216837	115.111610242941	171.452942436768	121.573582503541	157.437391080778	93.9048538504099	77.5814932540925	92.4261311148971	59.6947055273174	118.463657512513	89.8677928042559	74.8238578140689	88.0561726964258	78.0049492589336	63.2636038998082	64.3641306212238	94.9989173968826	105.257314283903	71.2685281075302	89.8817894792005	80.6970455851148	74.8406806343157	106.162939273761	92.7994045074642	58.1557139871761	67.6202758808895	76.9057929527999	90.9496174283111	55.2920175566932	71.4217461984822	66.9108708088655	39.0312443320865	75.0627919745221	101.465860418128	57.2747056595879	85.6236776471716	79.1775321481268	70.3930340621428	72.5323941510857	50.078809819439	65.3772773133571	54.6781828049331	57.4256327880213	64.4026925411964	62.1999644734757	52.46516358271	60.5130782648209	66.2171042357242	44.6067767155329	66.4722664503027	52.9625597510765	53.9693545723582	52.7806178621628
cds1013	735.451507030244	863.948436274882	772.190881958178	940.916700566211	1024.44155807731	1173.41585668263	822.475433565319	1191.21075831188	762.379423633411	908.059094957021	790.311299739197	721.40459769751	625.802511937038	577.612621812721	1006.98853933369	756.024166487245	741.277428149285	404.440750323784	634.136779690668	860.088419050815	660.403463932097	869.315706717656	705.739351869381	775.003770181571	677.376526171525	574.979136553765	478.986775297681	463.121002340138	426.811312531192	400.312505687278	415.255537431716	346.9574773018	541.84654961053	506.839250533018	722.342941754273	544.061206722148	367.476927124636	432.601262146909	656.200290427834	436.163431810509	486.974149085498	716.593126899742	581.736699056816	533.080041811889	397.087378662173	369.858966218028	516.147305557062	455.13200568404	467.024130123107	475.157898708522	387.908789301946	485.763947431097	497.45724229974	483.249544928134	473.994941848782
cds1014	1022.89625455303	1419.91429711976	1883.92071867746	1763.1578449131	1542.16711435659	2226.73605431271	1427.45403261269	2541.18507969824	1638.6804166849	1772.82713935053	1690.36307132927	1497.29049556658	1217.07138532169	1412.04095863559	1032.15882142934	1196.1235472448	1145.84970795539	1687.46685172305	1219.96987704356	1759.48968668701	1526.24961757702	1509.68128249388	1245.37150758532	1360.14861144514	1501.57156082631	1485.32319917179	1209.88794032049	1323.9584890854	1220.6358980985	1141.34901430686	1123.37599508184	1036.71427108291	1309.05777115941	1200.82989454064	1406.36538455647	1455.71303188251	1210.45525917457	1265.25932586407	1369.33267004383	1615.46834390717	1441.19903046066	1366.67566437556	1815.09457234268	1420.02591551921	1593.07217965142	1206.77647067184	1349.90504569419	1214.8533573989	1234.40926665046	1213.74757776153	1355.66120721946	1409.85574662413	1346.38495494521	1389.01049573532	1325.87866411081
cds1015	1265.90952579684	1211.9126802081	1200.81712750871	1355.81408505501	1313.1964727701	1444.88780229317	1102.15786176422	1327.79133990086	1130.24012035929	1290.47187990124	1117.33850952175	961.788224788268	1088.19371845956	1144.48940792603	1065.40383466476	1090.03459132114	1230.66488117391	1175.75891999898	1136.33327571975	1325.10029078608	1062.92173085407	1408.8875532702	1076.40649363841	1340.95597961163	1139.3062269932	1172.32555983326	1060.81580716429	1106.67451812159	1121.76693899242	1283.11516389466	913.830494945611	984.180184268998	1023.54904180167	1096.56513955202	1045.15430768173	1012.03796473764	1005.25895340839	1139.30634746292	1102.30437576153	1080.35100254114	1138.88749062426	1286.51937600527	1392.67226712487	1125.35754065973	1221.390318598	941.374178769944	1026.34473314414	925.585092039956	961.714013882916	981.671891711988	1068.36343548339	1013.80073244738	1004.5854396503	852.231228623091	960.456990543186
cds1016	1636.90029733781	1685.61174307696	1524.00903973611	1192.13681526896	1478.00954110419	1570.49361330472	1470.27773362896	2053.33204702523	1645.33294338141	1534.16491084941	1493.99416447438	1408.92869300655	1581.83241843345	1612.91894343101	1516.46696444534	1345.99057836846	1583.2137856579	1423.37199263771	1561.77589542527	1853.91712846342	1523.12628635222	1785.77483154735	1374.41459412082	1743.01910635035	1588.25438425976	1510.73793891225	1466.45360028288	1540.58490559803	1452.94580381518	1205.68100274206	1406.48327229193	1349.49749435012	1526.76244198611	1526.45034475338	1316.77331670692	1272.11752568498	1582.58592545525	1527.1675787173	1514.33707749542	1570.81257139982	1316.9339335084	1675.74493991395	1721.0795946089	1369.30549238403	1665.37981183217	1475.95360955425	1423.22864525625	1474.05756818589	1372.10322249531	1373.74053485445	1450.04131085533	1659.09221642102	1627.23079881286	1203.25792295342	1295.62062653895
cds1017	225.933129087252	83.3151391046926	175.792923362615	195.524589498426	109.956080725694	63.46886253974	139.016617496076	0	196.770406289783	117.329994548271	79.2661097871594	0	162.918220873212	63.4584784424819	67.6348204556293	32.6635103432833	34.6208922691577	62.6857696907928	155.662511791749	404.077933846867	160.394130079561	240.519305934	157.068641204097	111.333044718166	139.661639911082	171.592259890617	150.190894795801	237.908944375681	139.238911316231	248.408646720497	146.556726702826	126.03928501217	48.4748741156947	182.060692020041	221.613957258113	111.369420210903	131.227823291449	173.40680994178	106.523642379217	98.6632330022122	118.664404393907	318.238631661148	124.739513249533	177.437778453927	171.799898941375	136.492210764948	203.401720253429	113.922528613123	149.10589784197	121.369436808524	131.643909860408	331.278786749783	185.233157693509	128.198233213156	136.306984617576
cds1018	537.337174073282	577.818623630467	566.868141026695	432.161757831868	868.145640783721	823.115450331894	790.856713770261	622.620319186249	579.48884652341	704.049127844427	666.391393355503	719.355616434727	433.335702634742	327.680807117988	674.399825324819	375.330703715251	268.977988917271	423.059933556311	527.462916537089	680.625133306737	514.894203192058	841.179560475391	472.225274591155	647.720998049999	600.23298600279	593.892652510928	492.135996885613	461.285586071401	376.200544794771	297.732250885838	475.965640413702	365.547780879821	568.139682109627	463.435704212619	429.056067164552	569.367486984619	445.326507909539	352.849745559259	553.367900806043	383.652886696377	537.783058025517	473.150670816405	679.293344765548	551.879422705565	571.109514684799	456.536022284032	300.189978939189	561.625658304753	501.164944372926	431.497919371776	385.156740296114	500.68052915737	412.695277482914	486.795434020426	484.834070118908
cds1019	1301.01090440847	1029.8955749568	1676.75426607341	2169.83277036693	2023.22172418065	2717.52513107653	1480.03124180952	1164.99478443284	1652.7074374956	1565.49526498591	1534.96139666789	1765.7995349386	1165.05471903518	999.47103546909	1263.86934491419	1647.39994908785	1313.96468776827	1430.48926434389	1413.11643587525	1585.95846336141	1380.68486320269	1244.09187318577	1635.3473546067	1899.01297416925	1546.01055748261	1558.75403622375	973.022439855656	1156.82459713779	1118.29473773795	921.477789501273	1077.68780988996	1038.50620008126	1085.52166325945	1138.35049668845	1095.48430229813	1353.70423603948	1179.90830498169	1034.99669236181	1114.80304686097	922.747886653189	1013.70264740087	1216.66015699792	1640.18885749301	1254.79725272395	1279.13039080398	1073.57834422634	1049.53640673277	1083.80166843162	1145.10972137133	953.062364702262	1131.23478426849	1125.91684307059	978.425927001761	1283.74768485122	1231.22912696468
cds102	423.276163047246	397.096864716728	288.394599366608	294.417611342746	356.332207776734	451.565349872904	454.485972875019	458.192078324607	515.561505510412	378.9783857181	448.638072080503	496.899209983787	436.651621452024	324.413513427169	390.168964486027	404.583855282495	588.859454693159	498.329848279617	410.603924546698	390.800598740037	322.492872159751	443.959504495334	393.207622165975	423.610834640442	499.86739048184	428.592771896427	377.933101821603	330.744751908682	360.879866870428	458.458975979019	372.058241589481	332.545463268679	354.809437263254	281.836953275762	402.703450582532	441.214626417451	325.587286068417	377.370183427274	422.358190959921	321.632319476199	355.628699699557	381.813686904441	452.334706113467	352.373628825633	405.473974511734	320.442645729686	352.611323969094	375.561241151583	324.707763701197	365.757402176236	351.476064450118	328.037034781727	315.160048559365	329.197824985675	352.134171370483
cds1020	2764.83599310894	2850.40414422088	2796.75712360966	2927.84256693989	2976.33778822697	2921.87835810308	3033.8068464563	3616.00161123464	3428.77611128533	2842.75453132127	2920.53830661897	2862.10185277694	2741.29417886294	2841.96353148278	2804.75585717694	2721.86039457687	3128.1038779311	3209.022208877	2273.86735476831	2457.45647285408	2409.533716213	2349.67208331303	2245.48538121484	2004.41993689593	2371.85802413679	2478.47843938023	2281.84633171055	2039.50375373	2073.16322003689	2214.46615654945	2083.71915380382	1947.52887226912	1950.7262496033	1687.29221860839	1983.38309734029	2145.96714059648	2334.62563695558	2106.39871472286	2268.55564182205	1911.98870423749	1988.13603295035	1991.00808204485	2427.41236561674	2142.42475992284	2034.74904813529	2003.76745925624	2043.35244133553	1993.26106386196	1808.18884627663	1851.06351355109	1792.91322206197	1983.20035965234	1906.34425853005	1958.86778296105	1821.81447536054
cds1021	53.8877629219986	44.5740063656822	17.3277603314501	205.342770722204	31.6251252752803	67.8001835644115	89.7852476039949	0	42.9327322282042	42.5927888842803	33.6429950323523	128.202223952168	27.1410901586706	60.09081988775	66.6781838059416	0	16.0389952420232	47.0058562181364	26.4364747929742	78.6775268986192	19.1521526576352	6.11630563833545	38.5577168117282	77.4716838019341	61.7006598269947	0.104178614504683	49.9597350658427	64.0517723515434	20.7394894933485	49.5538484448868	0	80.3045490777365	45.7208841861248	45.3190637597869	27.7368686578305	49.8981359522763	40.9074101608902	30.3243932721884	43.1301596132585	20.6659474531661	44.5836448456081	36.1730392521994	33.3407197188894	27.564799028963	43.1726794379526	40.3118448280371	60.3706276602938	30.0316696766333	63.2862496644717	28.3212841163822	25.9129741161239	71.711056571125	71.3947252933317	26.5177789800151	37.9957547679709
cds1022	207.393190176009	138.156836816344	181.430073887111	91.2190894754532	135.795676810599	132.353147008218	104.177496802984	402.018168693002	165.134553121132	150.136431793829	118.294901312479	0	137.27280907006	179.113513998919	177.247066977377	90.278313309908	113.637987565824	150.332664618183	215.052019074658	103.733361082102	185.031074842376	108.850568034295	181.250285446544	196.083353227757	127.876731562023	171.315943852146	104.619580139754	98.8781443517964	49.9584056805921	186.914363342533	107.579769337494	92.8521348711328	115.84092616175	116.201377964022	134.055164337306	64.105244105355	141.030888129728	109.213804491433	136.440943256753	78.4818057238777	73.773547873691	122.305917071114	158.168893112846	148.832325898649	77.2742099103916	148.009004831888	78.5345204745933	102.542994557078	122.222198320726	114.106214060247	106.268465130725	77.0170155430392	111.254415290054	162.368082878149	120.185961459609
