luck_wdi_adultfemale_bodywall_a	luck_wdi_adultfemale_bodywall_b	luck_wdi_adultfemale_head_a	luck_wdi_adultfemale_head_b	luck_wdi_adultfemale_intestine_a	luck_wdi_adultfemale_intestine_b	luck_wdi_adultfemale_uterus_a	luck_wdi_adultfemale_uterus_b	luck_wdi_adultmale_bodywall_a	luck_wdi_adultmale_bodywall_b	luck_wdi_adultmale_intestine_a	luck_wdi_adultmale_testis_a
fig|82301.12.peg.261	1953.63486684051	3014.28319306007	2127.76625328025	2340.85373366539	0	0	1296.99860197671	0	645.099214671487	956.523620429811	0	0
fig|82301.12.peg.262	1401.16911992393	1529.3235223576	1463.67586984834	978.715156536332	0	0	591.414905738786	0	569.364770334726	300.981490269473	0	0
fig|82301.12.peg.263	1378.1509978045	1408.06982964741	472.276381853957	642.861323872285	0	0	713.806664126413	0	1056.62935749213	496.574625554819	0	0
fig|82301.12.peg.264	1823.86922621661	4052.48828469315	2927.50886021943	3487.52268200715	0	0	5032.40319792276	0	636.015191768679	1149.26400534936	0	0
fig|82301.12.peg.265	1882.31154735648	935.941008984171	1041.33147873571	1218.09771094639	0	0	1461.87768953742	0	694.047196406482	1134.67942235857	0	0
fig|82301.12.peg.266	1140.15967190655	918.096319948551	1300.03651688735	929.176606619823	0	0	1358.99595361253	3551.64953429249	550.3638183664	543.724089206194	0	0
fig|82301.12.peg.267	1133.21796343373	1552.70179007809	1444.13645303749	1158.61952588478	0	0	1150.06444273858	0	413.930759065398	874.251101328907	0	0
fig|82301.12.peg.268	1328.92552353351	1844.24170352405	150.62181346799	1710.62756386564	0	0	3639.87518973044	11890.7280298779	448.771410177697	253.029825601057	0	0
fig|82301.12.peg.269	626.628155490845	560.604471535028	644.585632374468	850.108933294364	0	0	462.331028762392	0	757.743092081528	695.506666803308	0	0
fig|82301.12.peg.27	2179.57147059655	1866.02056922521	1602.96812329257	1135.72167217437	0	0	1383.91087942876	0	1332.82053121438	2191.88350564733	0	0
fig|82301.12.peg.270	2063.27763997952	1321.91297115132	564.21348435772	970.988457932097	0	0	1688.70077549343	0	685.312953138948	1135.0693465587	0	0
fig|82301.12.peg.271	1744.78511837195	1127.51265279409	636.16017028253	1166.26477590085	0	0	1560.38273653713	3398.30090786778	977.360666370529	929.757245077709	0	0
fig|82301.12.peg.272	3010.35590095373	4494.2570783405	3568.78902958332	6013.65152351841	0	0	4730.2527600147	0	2462.12224539817	3129.72339618903	0	0
fig|82301.12.peg.273	3202.29388655583	7337.67416291248	6053.60183680736	7581.57104784162	0	0	3168.95534709774	0	4082.19958623551	2471.55432124481	0	0
fig|82301.12.peg.274	428.045943958456	532.927449310306	607.614521616006	257.55662014114	0	0	443.56117930409	0	706.831264542254	1237.99933733481	0	0
fig|82301.12.peg.275	731.044758221183	0	907.37101894657	422.392857031469	0	0	1774.24471721636	0	1474.10878894881	772.329861823554	0	0
fig|82301.12.peg.276	0	0	0	123.627177667747	0	0	0	0	526.467424624575	11.3577920856405	0	0
fig|82301.12.peg.277	256.67568727018	280.099912349216	0	0	0	0	0	0	500.297991236804	769.340969169438	0	0
fig|82301.12.peg.278	240.475249414863	125.394693955366	0	515.11324028228	0	0	603.243203853562	0	1232.3237494916	0	0	0
fig|82301.12.peg.279	0	306.032106649517	0	222.265883253716	0	0	0	0	663.373847103779	900.04460899932	0	0
fig|82301.12.peg.28	1414.46753262382	537.613123746922	507.60714789429	263.467755685363	0	0	0	0	3163.98291585851	1775.44633496107	0	0
fig|82301.12.peg.280	253.772116147214	0	0	0	0	0	0	0	1641.68371430317	335.472432411896	0	0
fig|82301.12.peg.281	1416.15874380413	330.820707288128	0	1476.57210326915	0	0	1729.88859928595	0	1205.31792048771	780.706233486714	0	0
fig|82301.12.peg.282	447.168535791926	115.068072100218	505.535281984517	160.715330968071	0	0	0	0	520.758177886424	721.128935101487	0	0
fig|82301.12.peg.283	106.018218655074	0	0	0	0	0	0	0	165.3158579739	240.735810510858	0	0
fig|82301.12.peg.284	759.661312901552	0	0	492.190701089718	0	0	0	0	391.63326754017	0	0	0
fig|82301.12.peg.285	538.246340864223	431.505270375819	384.646410205611	0	0	0	0	0	674.488700533514	240.735810510858	0	0
fig|82301.12.peg.286	604.265011821596	595.590435301337	501.086990165813	814.390833425164	0	0	286.523991600157	2995.24895162555	671.339827048297	623.620385323367	0	0
fig|82301.12.peg.287	739.084527753859	572.477970647853	635.062978612391	857.548221210231	0	0	344.256437668846	0	554.260481037868	684.815531014421	0	0
fig|82301.12.peg.288	3223.32055958973	2176.35040729817	2124.77496874365	2125.56811469098	0	0	1393.19887190815	3641.0366870012	2254.56435701922	2201.76326022599	0	0
fig|82301.12.peg.289	2101.43441938347	1424.79898697969	2480.31630588228	1148.58119294633	0	44652.494739614	2222.5549455494	0	1044.93074065207	1102.64218133346	0	0
fig|82301.12.peg.29	44.1342810690807	0	619.528531843771	173.320454965567	0	0	0	0	560.64766265031	1754.44482452306	0	0
fig|82301.12.peg.290	71.0794210902037	1271.80500742347	858.079623368457	1256.11719203993	0	0	0	0	701.217664517504	349.700440531563	0	0
fig|82301.12.peg.291	0	464.195063586108	445.215731293183	255.683481085568	0	0	2767.82175885752	0	535.77366697905	775.169309844964	0	0
fig|82301.12.peg.292	0	0	548.771852154246	444.081835569671	0	0	0	0	140.083437546305	716.885903089704	0	0
fig|82301.12.peg.293	61.0979461054049	96.5147510286848	22.6420525318798	238.193731565057	0	0	207.361239262941	0	15.3576816593343	0	0	0
fig|82301.12.peg.294	1558.40553779346	1068.87778247276	1362.18779618374	935.363226234175	16616.7868107612	0	2210.23148452768	1578.22390214743	676.941386717272	588.564915984104	0	22084.4885432056
fig|82301.12.peg.295	1262.2724779812	941.323656972295	860.143968893802	875.038099644671	0	0	832.606999148156	3938.39902985973	465.794681496335	968.911392990037	0	0
fig|82301.12.peg.296	1241.18208160846	739.723320644261	863.923687248541	747.326289001531	0	0	889.656993918488	930.024799479734	823.244632848657	817.249929522262	0	0
fig|82301.12.peg.297	1440.09868771298	1036.18041899457	935.40656617201	2716.03622647522	0	0	4124.41860777124	11278.5902217608	1918.14249840191	1400.98738987957	0	0
fig|82301.12.peg.298	2344.00424993403	2214.481186224	2544.64068113012	2132.98367106954	0	0	1578.9587214959	0	591.009739768707	310.66229291965	0	0
fig|82301.12.peg.299	3265.93679911197	1701.57851716826	801.256901184611	2300.43512954298	0	0	904.51691465932	0	928.448434247145	1444.66661293235	0	0
fig|82301.12.peg.3	356.384319632827	179.793862656591	263.299626033603	113.840026102384	0	0	0	0	482.887621141763	319.295930007568	0	0
fig|82301.12.peg.30	1791.64516259699	954.410765245959	528.360453579136	784.763823456134	0	0	698.898136433922	0	1982.26430315166	1625.151902341	0	0
fig|82301.12.peg.300	507.757957626482	761.31599761222	612.028186421934	243.213273256766	0	0	167.543690003482	3502.91826546039	635.245197589782	571.120937381451	0	0
fig|82301.12.peg.301	585.480780656302	31.5938348252045	182.635578751632	641.003343167452	44023.2791229224	0	799.948485218936	0	351.654541817314	944.797606384118	0	0
fig|82301.12.peg.302	359.51049787522	133.180639004882	435.907158655631	366.445835656366	0	0	0	0	880.153873472155	641.872999950989	0	0
fig|82301.12.peg.303	146.539605112182	337.113492481109	1234.21699703251	128.697823626776	0	0	540.590187276859	0	389.73213517347	865.144319023397	28889.1658110581	0
fig|82301.12.peg.304	865.275867291549	216.836819284331	603.339846589562	145.370651126899	0	0	347.71630136401	0	644.283250302705	667.769685437155	0	0
fig|82301.12.peg.305	1108.65460185534	867.297016947424	1340.21253357236	1264.56889143338	12609.3167024264	0	366.59890845795	0	956.357712414046	779.569514063573	0	0
fig|82301.12.peg.306	2639.77444656889	2148.08835383938	2113.03132955471	2462.40352893994	10394.5779262417	36487.690364654	2844.10031126698	1898.56331185714	2649.41008247495	2535.06813665833	9705.54651920063	0
fig|82301.12.peg.307	945.622673083676	2207.74096914176	1099.31488833911	2660.36176558094	0	0	818.882177176781	4280.19302850634	1499.30722978554	1543.78604733283	21880.5516202097	0
fig|82301.12.peg.308	442.789836299629	235.795229713562	345.310984962102	906.76819248379	0	0	378.11772661988	0	716.404852500666	534.93338790238	0	0
fig|82301.12.peg.309	529.045548712698	162.27548629518	972.18323458561	1225.96951187183	0	0	0	0	1033.43605574454	868.871094551498	0	0
fig|82301.12.peg.31	1192.75723709772	376.184081866099	0	937.506097313749	0	0	1419.39577377309	0	588.86356383934	329.375970483574	0	0
fig|82301.12.peg.310	523.434459559685	585.175238458376	664.325210300167	351.135525459087	0	0	514.530967992744	0	264.533631879262	359.190174708381	0	0
fig|82301.12.peg.311	404.828837144445	279.391901682185	681.927089007892	1881.75684280961	0	0	0	0	1743.02380440453	1978.95227713761	0	0
fig|82301.12.peg.312	287.832267841831	331.078212564567	242.42420811278	425.422934915483	0	0	0	0	903.208052271522	429.925835712333	0	0
fig|82301.12.peg.313	490.349785228175	506.708388563145	508.422222046612	950.423150141132	0	0	526.869624148005	1835.92035994307	779.753782890093	1147.85767273634	9009.90024076859	25690.5006319016
fig|82301.12.peg.314	2031.25337505745	70.1634585976942	786.04571284178	0	0	0	0	0	745.61484040326	1161.40349558653	0	0
fig|82301.12.peg.315	1458.92449036483	697.079871865793	1318.95107019251	1054.84368616061	0	0	1440.1451173441	0	1125.53065467971	1072.04499767317	0	0
fig|82301.12.peg.316	2011.03107840882	1277.52741465597	2081.41464217666	1497.8083564015	0	0	1634.54040877413	1067.94186291964	641.295358971825	892.3384617127	0	0
fig|82301.12.peg.317	2182.16047454941	2629.54854905077	1566.44735262808	2439.02491715629	0	0	1910.18684766223	0	2328.48550152422	2660.84274164086	0	0
fig|82301.12.peg.318	1114.76123372161	980.457281008967	2178.24310777567	926.085757257878	0	0	2134.87027136685	0	567.097468764422	744.551695908674	9555.07292975566	0
fig|82301.12.peg.319	1626.89357853815	902.790796151201	2131.20987955701	2032.60650657762	29254.906356974	0	1328.97971776129	8335.68962401811	770.579336750968	1108.51905329576	0	0
fig|82301.12.peg.32	323.73312465672	422.981709479507	585.110280074673	744.052458185515	0	0	0	0	920.993013201263	738.256485566632	0	0
fig|82301.12.peg.320	495.697223009344	1256.17791375947	673.7284948943	1574.49376699817	0	0	3531.71963559324	4102.18878157413	408.833304415455	879.209047083135	0	0
fig|82301.12.peg.321	769.220204065792	1565.58963482509	700.275736162448	1208.26249423712	18307.7579044845	0	499.006326717101	3477.6568356614	609.093562100377	672.416784570185	0	0
fig|82301.12.peg.322	603.74317306219	503.422815438456	1332.95435679511	313.897130797014	0	0	1081.18037455372	0	755.700115763192	602.140446040285	0	0
fig|82301.12.peg.323	212.18404360135	423.044382721391	71.484061366589	363.609346081609	0	0	0	1636.54439325242	490.337307248379	425.917203211519	0	0
fig|82301.12.peg.324	568.396044071494	0	320.746817168207	487.016154448701	0	0	1939.57206586607	0	375.617667602517	605.705889294442	0	0
fig|82301.12.peg.325	453.06931049177	416.913304710936	1221.09971493845	194.100641265787	0	0	0	0	551.052859913001	729.696990081802	0	0
fig|82301.12.peg.326	487.196609204138	475.487901240572	559.550562999392	521.803022623608	0	0	81.6948571091358	854.01726306679	497.571455785152	730.324804316743	0	0
fig|82301.12.peg.327	1195.21791406848	334.500209593658	484.961171671194	280.317437735008	0	0	1609.19869701019	0	2896.79517828313	298.736345322312	0	0
fig|82301.12.peg.328	1895.85916881665	2325.1358370664	1112.38651924279	1743.29646194705	0	0	411.742079830044	2989.06042073377	1254.43312526708	1092.741624504	0	0
fig|82301.12.peg.329	6555.10216720767	7055.48968403971	7641.23230499624	3801.12904493563	0	0	7921.06884936198	0	4604.74271134354	5397.04346553712	0	0
fig|82301.12.peg.33	774.13039704055	1228.04922913803	927.020688235668	1129.72268101028	0	0	507.546777296611	1768.58831740237	942.664166177825	1053.77539431247	0	0
fig|82301.12.peg.330	1744.84367017296	949.980595245989	1072.792894909	336.38092528201	0	0	740.231400624685	0	2359.17262993266	1081.63159513251	0	0
fig|82301.12.peg.331	1332.85528828624	1810.62995804755	817.777662033778	1834.04554163564	0	0	2051.44436244734	8510.0308449126	1012.74439487258	1016.18833895642	0	0
fig|82301.12.peg.332	2512.73949294247	1221.24133125232	1657.29726877	2261.63869837144	0	0	2445.77960452504	4549.38755860108	1373.59802695899	1660.38062414231	0	0
fig|82301.12.peg.333	407.762379442593	0	1827.07044847665	0	0	0	0	0	452.965450848487	1468.48844411624	0	0
fig|82301.12.peg.334	549.776173662255	669.577143686616	860.717398206398	346.369247776016	0	0	1193.02662019721	0	660.807388149467	420.042483167222	0	0
fig|82301.12.peg.335	0	571.230786497513	1011.07056396903	401.788327420178	0	0	968.737615600132	0	471.480826941564	569.512146008545	0	0
fig|82301.12.peg.336	443.662615214806	451.351110669056	590.400107573903	739.163808657358	0	0	414.62770106407	0	537.013684028648	536.66686966552	4859.15009699795	0
fig|82301.12.peg.337	171.117124846787	691.417801654821	554.315002176006	352.44590124577	0	0	0	0	525.646422792802	971.390112587674	0	0
fig|82301.12.peg.338	167.739431684358	348.499117043613	498.29744204421	646.047310609538	0	0	0	0	626.452427441186	587.352957239356	0	0
fig|82301.12.peg.339	1187.37412142274	1299.35430039773	906.330455851447	640.158160813189	0	0	1015.71440692019	4424.1750569882	1159.51632787345	1336.31196882841	0	0
fig|82301.12.peg.34	328.112002117072	503.213143295416	552.698923452461	337.36162768808	0	0	605.208839400332	0	675.761102472438	569.512146008545	0	0
fig|82301.12.peg.340	1056.02803898538	1031.91072701134	970.749720432736	972.69399372767	0	0	1591.68302218482	0	1668.51123743395	650.180309674635	0	0
fig|82301.12.peg.341	1186.36771422518	760.197010625992	1984.72786699698	1153.14700468968	0	0	14.9882044703476	0	866.422202065667	1252.10432100796	0	0
fig|82301.12.peg.342	3114.89240036292	3509.16079085413	3878.20387804007	3196.90062683781	0	0	2747.83748623039	5222.76261240124	2985.25824628075	4690.99364709686	0	0
fig|82301.12.peg.343	846.249180033885	0	0	0	0	0	0	0	703.861099485156	422.351384766027	0	0
fig|82301.12.peg.344	591.375701831811	501.301922688619	423.538272440112	591.372095854364	0	0	185.510841746483	1939.28316841172	307.4431752261	791.498039083368	0	0
fig|82301.12.peg.345	510.161602746378	635.933465952639	839.974267101064	328.661208523663	0	0	178.295266674871	1479.24871537336	404.330810095675	317.042662513278	0	0
fig|82301.12.peg.346	1023.11287932869	784.555037046944	1384.47730634396	1450.09059987101	0	0	0	0	414.792516370877	1077.18332666768	0	0
fig|82301.12.peg.347	725.273352235226	722.371785962482	0	133.929442473393	0	0	1414.66445452718	0	888.884999896999	1235.34918584816	0	0
fig|82301.12.peg.348	2136.88133024346	2120.50550589748	1586.46356951892	2019.11349349127	0	0	1751.78592332754	0	2025.94932714648	1583.98068738664	0	0
fig|82301.12.peg.349	4561.98724943524	3184.9198527739	4818.38315641493	4046.58244044608	0	0	6202.88626315391	0	6596.9293124485	6086.66106046632	0	0
fig|82301.12.peg.35	368.588701068196	800.828558557743	517.401011856425	519.780751083964	0	0	0	2369.05880507938	354.656658102261	756.551706333404	0	0
fig|82301.12.peg.350	856.487189696772	1744.41095603984	721.368838448227	1478.72781689801	0	0	1579.80693998717	0	611.834745228337	900.066126238771	0	0
fig|82301.12.peg.351	887.220892595768	578.428844031389	241.331068278652	965.031473527606	0	0	318.384404776555	0	719.397818270227	853.977057383979	0	0
fig|82301.12.peg.352	802.462034343161	657.050484906079	763.299062293607	875.345580089642	0	0	455.90036291577	3177.24431252227	535.76860606499	645.460996129011	0	0
fig|82301.12.peg.353	287.987328996224	598.586435672853	248.937828249952	1006.50005252732	0	0	698.944888600384	7306.59213957143	153.62685791514	288.591171630593	0	0
fig|82301.12.peg.354	678.827275491098	2609.57949227281	662.010488313058	1989.80885960469	0	0	494.253885510271	0	2408.10099781982	2220.04271731109	0	0
fig|82301.12.peg.355	1506.20678024479	2183.84204505991	1662.94500652802	1946.50836316593	0	0	693.689663874065	0	930.840148266876	1316.64991260455	0	0
fig|82301.12.peg.356	936.21291270738	1248.80728394479	829.048385178691	954.686550575642	0	0	1904.39048131305	0	631.419822782646	495.901732578869	0	0
fig|82301.12.peg.357	4245.75908583722	6723.95440006183	4057.27498508602	4491.01719247227	0	0	4526.81128785108	10140.4573151996	4243.61172394947	4473.00635133503	0	0
fig|82301.12.peg.358	1088.24799356823	518.324649100083	284.648244360652	347.492607498532	0	0	623.383279021964	0	564.516421679524	417.015149955206	0	0
fig|82301.12.peg.359	1859.32522538845	1395.64004479632	1230.72454020248	1521.18113481788	0	0	2266.22960605146	2400.64625581377	1748.7097018413	1312.90372815289	0	0
fig|82301.12.peg.36	424.272513484161	410.907099574525	1334.22331919108	867.508702043078	0	0	0	0	594.772867721521	966.149124073248	0	0
fig|82301.12.peg.360	103.917282295619	159.374061080635	609.163012917632	556.493528282795	0	0	766.709628492388	0	487.448232303985	368.105726875329	0	0
fig|82301.12.peg.361	1057.72948050898	1713.04347938671	712.690717083436	3969.54783631665	0	0	280.944313868996	0	1073.78243147739	1683.55783513052	0	0
fig|82301.12.peg.362	844.068125446168	1941.77371669119	0	1506.70622782567	0	0	3113.79947871471	0	1368.8153040239	1079.7001101412	0	0
fig|82301.12.peg.363	591.626143263981	982.399350737042	1948.2090906518	1157.72209758621	0	0	98.460062568054	0	326.423675926647	782.610234897118	0	0
fig|82301.12.peg.364	892.577787828132	1977.31916999801	1612.48322701958	2433.82124770614	0	67112.1863465739	1829.30748430238	0	1419.51216713589	2217.31516871909	0	116345.485620336
fig|82301.12.peg.365	346.721586883611	312.950286999836	287.235955673021	346.999010044699	0	0	0	0	424.010127845786	504.698979223734	0	0
fig|82301.12.peg.366	782.579718956712	857.295239157256	680.045391742418	1345.72481187255	0	0	916.497271144874	1197.60367850591	477.423439372573	935.043396454427	0	0
fig|82301.12.peg.367	259.496299218204	186.012297004112	655.675459716761	244.698154293492	0	0	395.403108408217	0	411.673775646284	526.215900990352	0	0
fig|82301.12.peg.368	639.693276669856	940.848658531296	1204.93049201818	978.446998311972	0	0	1002.74898467084	0	757.046559388519	875.986902547042	0	0
fig|82301.12.peg.369	1182.17724134801	823.185601430559	992.070903038123	887.107339465769	0	0	878.934835412652	1032.37767148083	699.819305450847	585.407188459783	0	0
fig|82301.12.peg.37	296.43441577813	462.502798350365	1461.26789034293	1186.12312393482	0	0	473.401669131845	0	554.081451457791	997.025064430011	0	0
fig|82301.12.peg.370	411.315737320593	899.996706783851	677.056181229264	569.678449949324	0	0	741.380828265407	7750.20666233112	758.823404651342	836.075469904211	0	0
fig|82301.12.peg.371	1150.32293202398	572.794606693565	699.025555841423	711.129783044563	0	0	612.349946649894	0	808.233618550983	879.047877283101	0	0
fig|82301.12.peg.372	1347.71347593942	780.720272843429	1010.91866033863	869.253592976347	0	0	1247.51581679275	2608.24262674605	761.549753814576	1024.86327022772	0	0
fig|82301.12.peg.373	118.465701817006	7.57026790133016	0	169.17403259797	0	0	0	0	28.016687509261	343.872099856037	0	0
fig|82301.12.peg.374	0	0	0	0	0	0	0	0	0	78.8821998276676	0	0
fig|82301.12.peg.375	951.277294184334	747.831184249002	597.695243932372	384.690951785277	0	0	401.521531749157	4197.40399507295	568.35400115499	893.190390177812	0	0
fig|82301.12.peg.376	1129.09602425099	1917.48834666188	1685.46122766045	1539.64238353997	0	0	338.640508832486	0	930.407357275622	1435.08389592365	18096.9652062746	0
fig|82301.12.peg.377	1098.62835375533	1191.77646103798	1895.75730744194	124.363053725293	0	0	0	0	1386.92132656389	775.169309844964	0	0
fig|82301.12.peg.378	550.61839788903	1051.03264339327	842.02621240784	584.650271631637	0	0	811.801072130145	914.478662221961	575.290825908062	470.673509066059	4674.85869003216	0
fig|82301.12.peg.379	66.6918025043886	0	0	0	0	0	0	0	239.965152063448	0	0	0
fig|82301.12.peg.38	854.111037427498	812.300970262662	985.877084100778	925.370810104463	0	22902.4876918174	932.486902283958	1191.68471469122	548.4782537998	801.987358455745	0	0
fig|82301.12.peg.380	1635.05020526679	1536.05020775292	1120.76218175813	1084.07039285067	0	0	2767.82175885752	0	1228.20324973213	513.993666366203	0	0
fig|82301.12.peg.381	2246.36457290056	2311.6763090253	3099.17296873975	2633.23425739519	0	0	2756.79458053538	2881.88295544849	3879.82487457503	2993.90946875807	0	0
fig|82301.12.peg.382	11478.0476149687	9981.82835676184	8922.26687309322	11517.1710899704	0	0	9042.59949626746	8219.91615701785	38244.7341604707	28126.3137083519	21010.3024080423	0
fig|82301.12.peg.383	258.718199370473	347.188148578245	251.678125298327	437.117990693332	0	0	238.605324039441	0	341.154925389864	344.434836197122	0	0
fig|82301.12.peg.384	1240.11707602707	1293.5996640566	1006.24060904562	1023.66452845905	0	0	1762.94379545065	0	285.775311172717	852.051434297285	0	0
fig|82301.12.peg.385	215.452824813587	322.657094064802	320.229274905733	545.671985212539	0	0	0	0	379.198834222836	471.386742473289	0	0
fig|82301.12.peg.386	520.243247130343	0	0	34.1141032715246	0	0	0	0	1093.33046296248	915.15945474958	0	0
fig|82301.12.peg.387	1117.8199499152	384.856051956812	1063.16119268703	553.816343200786	0	0	0	0	363.78424746581	794.623365883544	0	0
fig|82301.12.peg.388	1144.62431709673	1075.93177652763	1243.93524110364	1265.47504699269	0	0	681.058503655886	1423.92248389286	726.921163204291	1011.46951565822	0	0
fig|82301.12.peg.389	1568.47908368349	1673.32288037979	1365.98030126743	1760.4217018216	0	0	1377.94574632777	1558.94961598614	947.288368924583	887.817066694355	0	0
fig|82301.12.peg.39	2690.76233755341	4861.41908927002	2627.69238297708	3983.19651212234	0	0	2767.82175885752	0	969.440734904214	2114.38781945379	0	0
fig|82301.12.peg.390	731.026471129973	885.980403053013	540.615201741998	450.675120110086	0	0	947.163339532991	1375.19509851249	419.261130298827	505.270598486669	0	0
fig|82301.12.peg.391	812.389171613743	431.865158007492	852.221174905092	391.065035946078	0	0	259.699706314821	0	532.761030201127	525.061065944075	0	0
fig|82301.12.peg.392	660.006532119913	424.877186270007	427.83337422774	364.125616933371	0	0	163.518418207415	1709.37996490958	602.012769919923	428.909862882765	0	0
fig|82301.12.peg.393	445.109474978551	197.608575109659	445.92126507273	386.399265753793	0	0	0	903.43791234501	531.873834480559	539.677170277456	0	0
fig|82301.12.peg.394	305.717940172919	262.859237709412	772.464777225918	498.108381463861	0	0	140.975641367955	0	400.186749325832	491.159909056266	0	0
fig|82301.12.peg.395	282.156612278981	353.607859884326	629.32190098452	171.487272215378	0	0	131.259330960679	686.075834793776	303.075240146929	577.674613271393	0	0
fig|82301.12.peg.396	268.811504919162	137.422060629242	0	287.905648629109	0	66409.9205203813	0	0	737.445612305867	318.461276974523	0	0
fig|82301.12.peg.397	307.492941874743	70.7385689140687	172.655492481051	109.778231535568	0	0	0	0	140.455243703727	121.025653371579	0	0
fig|82301.12.peg.398	367.785675575672	276.388996711309	0	0	0	0	0	0	590.469346833837	421.240465293902	0	0
fig|82301.12.peg.399	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.4	136.040283954694	82.1914800715846	0	0	0	0	0	0	247.356123315673	540.306394931184	0	0
fig|82301.12.peg.40	444.398260918666	382.085008640469	482.851006510853	189.561672423879	0	0	354.848943443272	0	318.220309995299	298.709931852345	0	0
fig|82301.12.peg.400	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.401	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.402	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.403	0	32.1060469029627	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.404	0	0	272.378923483037	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.405	217.894320863806	250.632296442877	0	58.3429323456212	0	0	0	2100.7336548429	242.932693518278	96.4807604564331	0	0
fig|82301.12.peg.406	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.407	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.408	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.409	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.41	503.799988232611	227.435990884006	114.064819942355	507.674781938853	0	0	499.606815678253	2611.38130620062	639.658976810204	719.600184487331	0	0
fig|82301.12.peg.410	78.811216194787	0	0	0	0	0	145.368789855962	0	15.9759022411753	46.5287700987373	0	0
fig|82301.12.peg.411	233.007073967196	89.3385652952006	196.248168472251	124.778983670863	0	0	0	0	0	68.7816601459595	0	0
fig|82301.12.peg.412	0	0	0	0	0	0	0	0	0	24.7184091149542	0	0
fig|82301.12.peg.413	710.923681614405	565.90855131255	569.763125187468	856.270205977429	0	0	340.305953957892	1185.82397019274	520.598607432039	591.815444987022	0	0
fig|82301.12.peg.414	942.215581893397	361.260226361151	0	0	0	0	0	0	152.090589335988	515.062664348813	0	0
fig|82301.12.peg.415	375.141389087186	503.422815438456	1143.77357548997	1494.65257800306	0	0	339.058165460046	0	276.804872591499	332.215418504985	0	0
fig|82301.12.peg.416	227.818657340396	288.252508550648	575.634809952006	244.001008554764	0	0	420.215854077559	0	539.398203475003	303.970382923589	0	0
fig|82301.12.peg.417	265.848228486982	493.343033532039	337.355237387306	404.319277514164	0	0	326.908081754825	0	385.855022709098	732.443442373194	0	0
fig|82301.12.peg.418	0	561.960352117346	88.1747584856716	0	0	0	0	0	470.419729806662	164.82005259162	0	0
fig|82301.12.peg.419	942.270365054156	677.40230828229	1289.63082138907	441.525634527668	0	0	651.76336550805	0	770.719658361963	1025.6781628359	0	0
fig|82301.12.peg.42	1000.37703756583	1006.84563087691	1053.19850413441	1037.95317916879	0	0	922.607252952506	0	702.151554101146	767.786744989298	0	0
fig|82301.12.peg.420	1036.7543843864	591.031461242031	0	986.207712758619	0	0	0	0	1548.55872778461	998.659682293772	0	0
fig|82301.12.peg.421	2556.99820377818	4179.48399812288	2994.95758532015	3357.47257510885	0	0	2900.38027221276	11085.8639359015	1743.50591300106	1765.87557064846	0	0
fig|82301.12.peg.422	1391.227865057	2177.04166561468	1708.4044077115	1261.89801325433	0	0	2562.66914105275	0	1271.75246560344	1562.58106392294	0	0
fig|82301.12.peg.423	2025.7635010708	1814.82361540671	1903.99973051777	2220.31723543933	0	0	3700.45735151603	6290.02279841366	982.637459796864	998.572141999041	0	0
fig|82301.12.peg.424	2950.38734992241	4524.89906712936	2036.18377465986	4666.17941602951	0	0	1825.157826493	6988.91422045963	3467.2245945726	4293.65692257811	17863.8319991084	0
fig|82301.12.peg.425	551.932158657009	330.655379598329	544.757846966075	327.896221227962	0	0	962.37480695908	4157.19897596305	859.224421363659	528.235243983022	0	0
fig|82301.12.peg.426	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.427	328.590997740601	0	1840.40672912247	87.982845420477	0	0	0	0	333.045086137201	611.082375644205	0	0
fig|82301.12.peg.428	736.534140877983	388.580662327963	0	145.1486627853	0	0	1086.84100478698	0	492.104629369847	420.922153289038	0	0
fig|82301.12.peg.429	2115.09678127367	1063.37226162653	2212.94627327853	1086.54820061099	29634.3474251579	0	1545.4568964827	0	1438.64678083964	1534.82661571304	0	0
fig|82301.12.peg.43	716.637810543234	645.000404149206	566.743589668741	185.57936199228	0	0	217.205743408101	0	949.372647334959	672.37619828961	0	0
fig|82301.12.peg.430	571.861873608515	306.965131364912	385.316525902833	306.241103216599	0	0	1054.81012151582	0	587.959961213516	675.234590457286	0	0
fig|82301.12.peg.431	858.37436486051	164.557094634846	245.00253337703	1246.22481216767	0	0	413.414055083591	0	800.408948963125	774.230848210769	0	0
fig|82301.12.peg.432	780.04041762082	941.568067217977	921.993801018577	1103.48107608767	0	0	1031.18456945732	2821.92180162902	1017.56317572648	1382.43087024181	0	0
fig|82301.12.peg.433	296.164254542515	151.405358026603	914.61975359041	327.774688158566	0	0	182.093536766942	0	660.393348432581	786.825991196016	0	0
