luck_wdi_adultfemale_bodywall_a	luck_wdi_adultfemale_bodywall_b	luck_wdi_adultfemale_head_a	luck_wdi_adultfemale_head_b	luck_wdi_adultfemale_intestine_a	luck_wdi_adultfemale_intestine_b	luck_wdi_adultfemale_uterus_a	luck_wdi_adultfemale_uterus_b	luck_wdi_adultmale_bodywall_a	luck_wdi_adultmale_bodywall_b	luck_wdi_adultmale_intestine_a	luck_wdi_adultmale_testis_a
fig|82301.12.peg.160	842.154138767152	880.623000766978	1392.8012871002	2591.12472377094	0	0	875.535454332481	0	878.40075065479	1360.50123768708	0	0
fig|82301.12.peg.161	276.047437252835	325.664355000618	786.918127617409	761.881639730715	0	0	1096.68409313222	0	559.578583405995	539.066528140164	0	0
fig|82301.12.peg.162	1331.88687420523	1497.85102846283	1367.26381346082	1118.64807706194	0	0	59.7371602631119	0	690.152080745861	1245.21030964818	0	0
fig|82301.12.peg.163	519.763653571732	775.634084133481	1061.56503430744	721.904728472236	0	0	323.343663417935	0	572.471821075414	907.124032148346	0	0
fig|82301.12.peg.164	657.593419935802	872.615555117266	1208.98045315997	838.456442863477	0	0	1171.35695470848	1207.60037031314	535.236998865215	655.926713887415	0	0
fig|82301.12.peg.165	751.089533849828	495.53508468965	1291.01752119702	814.809446789738	0	0	297.615242887905	1555.59703616682	527.901529437173	714.441760225773	0	0
fig|82301.12.peg.166	4001.50815026332	6380.37707478775	2155.0061699981	6737.68118289222	0	0	3974.30816656464	0	3123.70671943915	1533.30193156147	0	0
fig|82301.12.peg.167	687.545822320201	492.868363432676	966.210777854368	379.847667902353	0	0	944.649064456491	0	622.89661161497	625.880242371165	0	0
fig|82301.12.peg.168	894.56792782329	543.894632295567	1279.18846656001	1442.85929725384	0	0	560.287805436745	0	800.476785978886	807.001016611299	0	0
fig|82301.12.peg.169	686.234248330218	935.512781302589	899.071893773278	888.507520799093	0	0	281.282699070886	0	481.620199563963	605.910505837005	0	0
fig|82301.12.peg.17	387.542757321473	338.785129633908	391.685394099574	166.028234471148	0	0	772.016399681333	0	632.872824220414	813.607457440582	0	0
fig|82301.12.peg.170	765.594671606502	252.445260219867	1289.63082138907	0	0	0	0	0	962.205769268498	1252.02273368545	0	0
fig|82301.12.peg.171	0	0	1137.45438446516	502.235409275223	0	0	0	0	1456.26739289209	1877.01711455316	0	0
fig|82301.12.peg.172	586.547033766153	556.268304351885	174.563287978079	308.55567685859	0	0	764.591646093237	0	728.522325714375	489.451813635336	0	0
fig|82301.12.peg.173	451.977577213477	681.050486978702	190.337079060436	242.041161096493	0	0	0	0	137.431255424086	266.839693578301	0	0
fig|82301.12.peg.174	1546.81586459237	973.349787971026	865.642606137872	1320.94792576497	0	190435.753821002	834.138064313225	0	1395.89992952209	1216.60623580364	0	0
fig|82301.12.peg.175	958.694661000586	1214.60742772453	292.555140037336	900.303474404473	0	0	0	0	782.984885840829	650.075849790618	0	0
fig|82301.12.peg.176	1103.50031984737	1265.0949972382	2009.62584701232	1277.76515164956	0	0	2433.07708185284	0	950.689633503609	1040.33042580538	0	0
fig|82301.12.peg.177	845.541193727924	743.273476197091	1337.45181768482	856.692651004542	29905.8663151789	0	2070.4321141192	0	356.536970550727	669.648880232561	14520.2089940397	0
fig|82301.12.peg.178	436.792532099964	752.402471446002	812.187497606909	612.960797180551	0	0	708.047426684482	3140.13541254139	530.548567451122	618.075197218576	0	15693.1120139058
fig|82301.12.peg.179	548.283568665887	566.023107699455	944.04108832129	244.001008554764	0	0	924.474878970629	0	484.596331204141	442.953891339979	0	0
fig|82301.12.peg.18	1879.4065646577	2261.64366563842	2274.65949117787	1697.49624720714	0	0	2658.63746856728	1426.73100950211	1699.9948121638	1583.97515778971	0	0
fig|82301.12.peg.180	689.383202023855	367.993672138686	340.579776012297	187.849088144499	0	0	377.430239844207	0	490.837811038872	642.858407236918	0	0
fig|82301.12.peg.181	671.092685254581	796.52282574766	1104.15448723121	714.118390877004	0	0	901.994302000563	1671.84735396973	562.430530672376	590.718941378663	0	0
fig|82301.12.peg.182	1206.81394494382	434.733489356187	1092.06967087054	1674.28502523471	0	0	0	0	633.774001946226	1009.07326618222	0	0
fig|82301.12.peg.183	4724.38333836739	3894.712714351	6402.86981006646	4709.5462853315	0	0	5314.47054611684	9908.94002489824	4398.82097193676	5540.96888276655	0	0
fig|82301.12.peg.184	840.909907309637	1161.21037620901	746.645264570837	877.698659606011	0	0	810.48953407248	1059.08143750743	718.589065574282	617.087302503646	0	0
fig|82301.12.peg.185	838.017457880246	1214.47854323517	1161.91576907732	988.269676315761	0	0	558.028580414822	0	895.98528637048	848.399590268106	0	0
fig|82301.12.peg.186	1480.26478219295	1798.34402422692	1311.57053851958	1563.21478909474	0	0	1869.13780558698	815.504646919471	890.424386044856	1060.19291016322	4168.89878671414	0
fig|82301.12.peg.187	987.504538920681	63.4566574082087	0	543.595972392006	0	0	1017.58152899174	0	883.467393936991	1029.21639458407	0	0
fig|82301.12.peg.188	544.560080933012	396.706458248737	764.418269129815	298.911074229931	0	0	279.014290207411	1458.37222140639	459.951379040287	741.679852334381	0	0
fig|82301.12.peg.189	586.813346058168	848.546676940158	257.710025034007	751.950221708155	0	0	1159.70185426991	0	693.329167028863	579.057042310364	0	0
fig|82301.12.peg.19	573.610686677654	433.704583680487	1151.75469442956	598.382004445342	0	0	211.607168108373	2212.0875284941	655.338349768831	509.329245088172	0	0
fig|82301.12.peg.190	1628.94727616969	2141.54467519851	1519.41437529791	1483.93822260519	0	0	1220.91693140715	1607.45027070571	927.076636774702	1425.32718813398	0	0
fig|82301.12.peg.191	276.419970906348	378.513395066508	0	0	0	0	0	0	1196.71279503843	0	0	0
fig|82301.12.peg.192	467.768892565503	514.965137485545	548.70341820336	600.202316269649	0	0	284.755324985341	0	1001.41951826165	850.362100041566	0	0
fig|82301.12.peg.193	0	611.29913303241	0	516.584992397372	0	0	2965.52331306163	0	442.692251102966	264.981345712309	0	0
fig|82301.12.peg.194	1109.79327604959	1054.79066091867	1026.86854153105	619.423671439441	0	0	1816.38302925025	0	868.183780792934	673.659043079552	0	0
fig|82301.12.peg.195	1500.56555634874	1671.25818021705	1289.92660827471	1812.65513769608	17467.9524960219	0	2082.21453418639	3318.13129274115	1120.09835403179	888.955630556152	0	0
fig|82301.12.peg.196	3429.86412879713	7356.13746640682	5168.19551671672	6765.82844209336	0	0	6870.12900859277	0	4551.85406655565	5592.29287816724	0	0
fig|82301.12.peg.197	173.587275156024	681.830093035999	649.788280185755	529.864812253345	0	0	355.761151524103	0	333.113578699903	284.674737365025	0	0
fig|82301.12.peg.198	621.024216649512	409.147484345984	900.402866228901	604.764295935553	0	0	537.789201850554	1873.97052284345	431.448692546392	364.9205633319	0	0
fig|82301.12.peg.199	577.689211331978	759.099258912087	963.496426215739	1095.36969870824	0	0	1394.43491653468	0	586.965582418358	525.481422426135	0	0
fig|82301.12.peg.2	665.875965629755	861.811915000594	810.962848183497	659.602504181459	0	0	288.314766547658	0	709.756083567946	514.933898682726	0	0
fig|82301.12.peg.20	5119.88740880962	8739.50110986518	5989.88106999261	4572.46434585217	0	0	4872.92563179141	0	9905.16739562832	9645.165014248	0	0
fig|82301.12.peg.200	1969.49229270773	1549.49619816771	2714.37978111005	1853.70523787037	0	0	3176.70451868874	0	1292.7700093559	1273.49243760244	0	0
fig|82301.12.peg.201	211.017031361542	467.464042907137	0	0	0	0	0	0	868.183780792934	678.273146114343	0	0
fig|82301.12.peg.202	1069.15295889848	394.519104343606	2071.79191456155	964.291985808428	0	0	0	0	1143.93850407711	526.798735057904	0	0
fig|82301.12.peg.203	535.705445470686	360.549643697183	806.927382632643	1167.43060044274	0	0	489.976314510576	0	640.431812845169	900.719380148054	0	0
fig|82301.12.peg.204	131.299486180515	1776.36336304712	1374.42404789541	1818.09218157631	0	0	761.150983685818	0	965.775242283526	813.927775337212	0	0
fig|82301.12.peg.205	20.0968601296707	662.668808077151	575.497754044875	1420.60872909277	0	0	2471.26942755136	0	809.339207537938	0	0	0
fig|82301.12.peg.206	864.767343781361	774.436343562778	800.66044319755	556.153870107495	0	0	565.631149630283	1970.98807034761	1831.30330865322	1179.80225826929	0	0
fig|82301.12.peg.207	1133.95010792263	359.587725313183	0	739.655784568964	0	0	0	0	1278.94359214354	981.545554673818	0	0
fig|82301.12.peg.208	0	946.115259490685	14.0426467217921	116.07218347694	0	0	338.289326082586	0	1101.81182496738	1274.72286507839	0	0
fig|82301.12.peg.209	1815.20026977671	1763.13981443883	1408.56806391654	1708.24843722514	0	0	1785.69145732743	0	841.404389391033	1078.09261618069	0	0
fig|82301.12.peg.21	986.692634693467	1900.79428535361	1194.68479374643	758.091183811657	0	0	1242.90863888319	0	1153.59277194467	1163.3807863118	0	38196.4424489406
fig|82301.12.peg.210	182.761189555296	789.248956072011	0	10.3022648056456	0	0	0	0	1236.22350819252	0	0	0
fig|82301.12.peg.211	1312.14994876667	1057.38228416417	1164.21131943507	1211.69948291806	0	0	1589.62736150601	814.586285830598	840.608797816476	877.178398560083	0	0
fig|82301.12.peg.212	1116.69994891069	1351.38084675838	411.482206266468	0	0	0	965.519218206111	0	2362.70962038233	1890.27997816014	0	0
fig|82301.12.peg.213	0	471.958889473552	217.222191477722	0	0	0	0	0	632.126511927702	346.057727609359	0	0
fig|82301.12.peg.214	0	0	0	635.386192199352	0	0	0	0	272.348264624909	618.075197218576	0	0
fig|82301.12.peg.215	457.379591499692	498.455537551246	379.530992480869	301.642888453587	0	83494.3545281271	623.383279021964	0	466.319794931064	565.331543001475	0	0
fig|82301.12.peg.216	35.8830893909482	212.625785402577	362.666615336719	262.035865708812	0	0	0	0	630.845314028404	169.478010599644	0	0
fig|82301.12.peg.217	613.406865939858	664.751362470856	700.234681127203	694.985214997065	0	0	935.074918532946	0	957.759657169873	1693.9993412056	0	0
fig|82301.12.peg.218	321.549762074731	781.753054771776	769.382024124164	1174.05680090312	0	0	667.242745438866	0	263.689528264343	499.401749246129	0	0
fig|82301.12.peg.219	175.027086665872	320.776857293377	737.07515841444	442.404565806355	0	0	322.840796134236	0	676.247270469037	475.33154747214	0	0
fig|82301.12.peg.22	0	86.3010540751638	236.969663430243	331.475370121647	0	0	0	0	923.950330216129	647.82006608472	0	0
fig|82301.12.peg.220	694.011569811294	280.478425744282	0	1426.34856234163	0	0	0	0	49.4294415341962	276.846182087487	0	0
fig|82301.12.peg.221	633.303205233206	757.840797434234	849.353632366461	1060.63477829735	0	0	1116.05716082964	3888.99259041705	547.035506805249	654.904946873625	0	0
fig|82301.12.peg.222	1438.7952874629	970.453620122324	380.674158120871	958.482997942112	0	0	2778.93750889309	0	855.738617107308	810.303202832774	0	0
fig|82301.12.peg.223	1214.13407221041	1946.34259602458	1182.06043875792	1549.95755954208	0	0	2217.51366797879	0	515.855493006652	721.493720659061	0	0
fig|82301.12.peg.224	1904.98627336469	2778.47296046869	1620.64130794732	3035.46181508293	0	0	2936.59137830005	1164.42129365755	1483.43967501126	1686.19581928993	0	0
fig|82301.12.peg.225	500.188518782915	516.451356210672	835.117726919623	563.013172571572	0	0	626.771231625344	1310.42141633618	391.798583398144	551.686232420717	0	0
fig|82301.12.peg.226	769.868473186956	554.544925784185	634.456930201453	343.69844875702	0	0	172.294125551372	0	379.92107055014	1333.30900224624	0	0
fig|82301.12.peg.227	954.90535404011	883.932008406223	919.155058153668	657.471808505746	0	0	281.814579083675	0	772.620193826821	1266.84812923234	0	0
fig|82301.12.peg.228	382.797335803251	698.627580608469	348.20032177505	213.193806386217	0	0	762.563137644419	0	928.062983907358	533.352644674669	0	0
fig|82301.12.peg.229	1484.76137365993	1626.51654021927	1120.92080262642	1469.95729543968	0	0	1073.98848736157	0	666.703093386362	736.61955322613	0	0
fig|82301.12.peg.23	770.02706181054	329.306653707862	498.883501958405	459.94190112573	0	0	0	0	2623.5626660458	629.460792956813	0	0
fig|82301.12.peg.230	924.788847227366	930.276702302761	540.746694660056	1264.33391588688	0	0	516.384656503269	0	777.099677851045	1312.88448142185	0	0
fig|82301.12.peg.231	28.8570299297835	968.120798920107	0	525.415505087925	0	0	1836.34328231893	0	286.632264517824	617.579944656702	0	0
fig|82301.12.peg.232	823.071405907707	1192.90097133746	550.178323055289	677.642999977315	0	0	1893.41040717865	0	918.975227604766	889.213408734735	0	0
fig|82301.12.peg.233	603.127868642934	238.400701865093	0	169.816613522893	0	0	0	0	570.969919634277	721.329610345077	0	0
fig|82301.12.peg.234	1691.91284205764	0	1272.32034056506	380.215799773457	0	0	0	0	2489.59025094279	1128.1946427082	0	0
fig|82301.12.peg.235	42.4688365004361	73.2744798751391	0	45.4854710286994	0	0	0	0	25.8267038495075	50.1457235479222	0	0
fig|82301.12.peg.236	370.002465949005	347.906401946844	942.313808395798	469.408280762909	44712.4889722049	0	341.238299037228	0	1084.87318616375	1123.42121952371	0	0
fig|82301.12.peg.237	1384.14236663203	1497.86886958043	533.862690026753	1533.2612034885	0	0	397.675540065736	4157.19897596305	765.697449760493	890.99920671835	0	0
fig|82301.12.peg.238	218.10545877162	179.51511248193	0	77.8659549263911	0	0	804.599348505093	0	682.639156787111	616.358321670747	0	0
fig|82301.12.peg.239	5516.60200383812	8907.03271796504	2766.28486770574	5791.75373218962	0	0	2836.73018438924	11165.4429591758	10060.6978223831	10803.6637896116	0	42000.2375475902
fig|82301.12.peg.24	881.775636204932	480.438857738025	1231.26505534889	646.175042036575	0	0	0	0	1980.31354980777	3698.89331943694	0	0
fig|82301.12.peg.240	1545.72146429442	1603.49489361878	1100.00732654038	1313.25258869743	0	0	3844.19688730211	0	953.382675745038	797.727146903945	0	0
fig|82301.12.peg.241	958.694661000586	0	0	14.8810491637103	0	0	0	0	1442.04410629678	820.284983962925	0	0
fig|82301.12.peg.242	237.589546421884	805.476504701529	0	348.216550430821	0	0	0	0	659.05922045595	1232.88833089628	0	0
fig|82301.12.peg.243	966.072072782045	716.205404517584	704.617760288155	1428.1856476145	0	0	1106.31223694747	2091.10787428088	813.841678629743	881.987836738897	0	0
fig|82301.12.peg.244	1551.99623065908	603.179410202758	1365.76064084527	314.302159352881	0	0	803.561155797344	0	226.909346993209	178.610440056443	0	0
fig|82301.12.peg.245	1599.44003099188	1924.49120586218	1224.64942341211	875.213333372636	0	0	1512.64677518957	0	648.448249106927	858.437773914689	0	0
fig|82301.12.peg.246	1219.9719970315	2883.71814836523	1284.38841967611	2146.13765134193	0	0	2250.26159256709	0	1332.95654718858	1752.00868403984	0	0
fig|82301.12.peg.247	480.088207363508	244.097262685548	357.468920414091	290.628960174101	0	0	0	0	706.621810732583	614.110727251873	0	0
fig|82301.12.peg.248	1054.92589867083	639.604793221214	433.520350305591	749.600562552966	0	0	438.67363725289	3275.55904219278	923.21857360706	633.340488410257	0	0
fig|82301.12.peg.249	1629.59507870994	2356.33026625606	2084.93054194252	1079.9660775243	0	0	2697.30400703949	0	629.67441444836	798.445549358052	0	0
fig|82301.12.peg.25	1251.9253333491	1108.03194427899	1115.04330001672	1033.67055164784	0	0	993.68019540379	2102.76924946968	832.961250898262	1007.59133713237	0	0
fig|82301.12.peg.250	912.624665849528	1906.02522937935	1212.10213809153	1593.05547363088	0	0	1448.65524805701	0	729.323293891874	1290.00606951643	0	0
fig|82301.12.peg.251	2484.8180956117	2005.36396706236	2489.42867477244	2182.34502051381	0	0	3408.79100827716	5710.67859329661	676.002645759169	1012.38277533887	0	0
fig|82301.12.peg.252	1247.25907711189	1016.61058194964	1384.42460249888	663.503659959927	0	0	1904.46451297536	0	709.1049311977	1177.68841936079	0	0
fig|82301.12.peg.253	2083.17150152203	1296.69513067481	3087.78652348498	1591.93405485419	0	0	1614.56269266689	5479.94410467857	1802.04304334459	1535.23791884879	0	0
fig|82301.12.peg.254	892.326605110297	782.016023982067	1257.70306804401	448.598617993403	0	0	792.725649381522	7022.84098852011	308.611001662345	552.617233370751	0	0
fig|82301.12.peg.255	889.321195108783	893.185734484213	698.204323020575	1140.7416848433	0	0	1441.97707017402	0	497.751019645053	535.881281131584	0	0
fig|82301.12.peg.256	1785.76768496077	2638.03537535753	1985.46191189503	2387.91548536156	0	0	2187.19038042211	0	403.016072688423	526.095079146695	0	0
fig|82301.12.peg.257	1612.2649587174	2426.61109913593	2811.68499530715	1723.40105609722	0	0	932.973626581186	0	461.398417086706	591.642065539776	0	0
fig|82301.12.peg.258	2280.72685223802	3028.17415405331	2843.63596116291	1882.71610061048	0	0	1781.93834475119	0	1106.3580923379	1555.23855211626	0	0
fig|82301.12.peg.259	3347.56270159943	1153.61613100474	1092.96212112724	1408.30908641664	0	0	1059.11546895058	0	961.429796873927	1274.62242201912	0	0
fig|82301.12.peg.26	493.607090904192	461.78634198114	0	1152.49809707367	0	0	0	0	1000.59598247361	1795.12892806202	0	0
fig|82301.12.peg.260	3759.56913846071	3005.94492696585	4418.85459343351	4393.46801505108	0	0	4342.27109270038	4822.35081211714	3903.6584596237	3599.80281983904	0	0
