luck_wdi_L3_a	luck_wdi_L4_a	luck_wdi_adultmale_a	luck_wdi_adultfemale_a	luck_wdi_MF_a
fig|82301.12.peg.155	1144.32336928009	6113.46866860716	493.719499143459	1066.53838610971	551.707724336632
fig|82301.12.peg.156	0	0	1556.78102634848	370.338752112778	1447.91643021145
fig|82301.12.peg.157	0	876.025393377371	463.095258002892	826.845431697341	1205.03878536754
fig|82301.12.peg.158	0	465.810625598215	355.903909360833	503.473189581169	421.617732717798
fig|82301.12.peg.159	887.02004403718	219.180954772408	380.625277512688	758.603924458805	1177.03258979653
fig|82301.12.peg.16	0	0	754.802921865929	1208.23017876794	961.462293579143
fig|82301.12.peg.160	0	0	0	748.235437942143	837.658839838388
fig|82301.12.peg.161	0	0	979.107563741181	0	658.035850973865
fig|82301.12.peg.162	0	0	1187.18553088445	1090.23465729891	2826.99229195491
fig|82301.12.peg.163	532.056893660603	5684.95450959264	882.660893443685	859.004196635421	892.126756200985
fig|82301.12.peg.164	0	1292.46651318406	1166.64725402483	980.006604297102	876.786247981711
fig|82301.12.peg.165	979.442367684895	2292.83162367727	1011.81466945469	898.847990611787	985.223983306103
fig|82301.12.peg.166	0	0	2235.37788398756	2068.19949256828	891.025495514737
fig|82301.12.peg.167	0	0	354.216388247663	547.102828846471	945.36760542074
fig|82301.12.peg.168	921.944738812705	1343.29804753716	560.245083706155	938.441396548128	856.363176467253
fig|82301.12.peg.169	1536.64951954466	6743.79304353007	891.598166851793	1168.29832754927	1399.97669686758
fig|82301.12.peg.17	0	0	1009.262997798	566.449954936135	502.92941042199
fig|82301.12.peg.170	0	0	706.023141201124	868.784480721711	1289.89183312537
fig|82301.12.peg.171	0	0	605.414843579964	972.602147736183	551.886987167552
fig|82301.12.peg.172	0	0	955.6666828413	740.47289718019	672.424957580783
fig|82301.12.peg.173	0	2665.01700997333	625.213263593766	601.242733098757	236.13653672385
fig|82301.12.peg.174	2246.00893630755	0	1345.89288122669	1649.02207361998	172.473666493323
fig|82301.12.peg.175	0	0	1358.17933162913	1016.54558392438	1691.95602177688
fig|82301.12.peg.176	554.513840470953	3501.07957032616	1516.34515553423	1506.81579765887	926.102392050828
fig|82301.12.peg.177	2682.56957379665	0	2445.20580054735	1210.92046682321	550.755373294634
fig|82301.12.peg.178	0	1560.37778886268	908.591579202178	1057.90566010511	1298.87912728372
fig|82301.12.peg.179	0	0	355.755628153408	714.963700182098	425.462974975
fig|82301.12.peg.18	2245.762825313	218.14241797612	1527.09881085597	2034.4526477012	905.925587412976
fig|82301.12.peg.180	798.499930278172	0	1410.7626039637	1036.94850591578	593.555803689165
fig|82301.12.peg.181	1147.37372279142	511.23978080382	1679.11666940514	1334.63181640643	450.855199813948
fig|82301.12.peg.182	749.6031487344	2482.25399806743	2039.47373027864	1069.73410616516	818.230557764508
fig|82301.12.peg.183	4159.27580797695	1515.04391662867	3086.70738253163	3086.91723764507	511.671877263525
fig|82301.12.peg.184	666.823866725441	3076.67044269981	712.163371740999	1503.93862342256	782.840211381749
fig|82301.12.peg.185	0	0	1291.73766164757	792.569728563939	691.466401805046
fig|82301.12.peg.186	1283.65473780574	1331.66723693391	1785.53013619525	1598.94904400079	769.913113814704
fig|82301.12.peg.187	0	1626.44420461607	1648.35638083957	203.686313662028	1670.10309469402
fig|82301.12.peg.188	0	1337.88152315193	1078.30800480947	909.607227341515	592.637136348818
fig|82301.12.peg.189	1272.18072897619	6055.09730701761	1418.59375957763	919.433192396193	1232.79808761263
fig|82301.12.peg.19	1392.78501826751	676.441626384667	1115.08474466279	721.311165812319	1050.62659200558
fig|82301.12.peg.190	2489.742498655	1966.1903273581	1574.46298368478	1533.98426000136	947.744074963525
fig|82301.12.peg.191	0	0	0	321.609968940044	1391.59016175929
fig|82301.12.peg.192	0	1365.40994955424	492.589149626496	1100.576666001	302.933788822196
fig|82301.12.peg.193	0	0	0	294.617703689719	983.264159646697
fig|82301.12.peg.194	0	0	0	1111.78779540524	1990.01074587032
fig|82301.12.peg.195	3133.7662911019	2029.324879154	2301.05248542843	1967.72191088179	979.331323026942
fig|82301.12.peg.196	8132.86966024064	0	2940.58638310268	3808.2066143597	2509.12226104965
fig|82301.12.peg.197	0	0	711.468049745091	759.242043213214	1206.4082204556
fig|82301.12.peg.198	0	573.047699035715	510.860785848378	790.471756128803	896.562204965352
fig|82301.12.peg.199	0	3784.72947994311	394.621299454621	1392.50187058679	894.266123866749
fig|82301.12.peg.2	0	0	1153.1711306285	1205.14402250033	554.684893312888
fig|82301.12.peg.20	11995.4100115549	0	2436.27703653909	4971.66734614499	1035.61934506244
fig|82301.12.peg.200	0	0	2358.75913083103	2097.0431838386	333.841074159425
fig|82301.12.peg.201	0	0	0	224.903638001822	1547.59183663905
fig|82301.12.peg.202	0	0	0	1405.43556426799	3832.93156867155
fig|82301.12.peg.203	537.498860314881	1566.30031978763	1061.53440034252	735.097655993487	952.961109611338
fig|82301.12.peg.204	0	1382.47757392366	864.878347971377	896.219780112923	2056.46101682206
fig|82301.12.peg.205	0	0	0	181.862780055382	990.758551107419
fig|82301.12.peg.206	3102.45709109997	904.072527906483	1738.24051624983	846.380458677364	1079.5191013068
fig|82301.12.peg.207	0	1860.06073582457	3742.56448758523	1180.45477235948	1222.81216306395
fig|82301.12.peg.208	4453.19796507399	0	2583.10333260785	660.848928770135	1176.98585180473
fig|82301.12.peg.209	0	356.768406173849	2448.44270380542	1338.41619654694	1704.73713784222
fig|82301.12.peg.21	859.322077308446	0	2088.76280264785	1519.5767626786	860.910441851728
fig|82301.12.peg.210	0	0	0	271.58175154937	1500.10814099945
fig|82301.12.peg.211	825.742712350559	2117.3079960993	1441.46391328563	1437.9611490397	847.973514520622
fig|82301.12.peg.212	4130.74124138734	0	0	705.796761294004	251.811553080252
fig|82301.12.peg.213	0	0	1081.09793496422	372.364042163395	1404.63631952578
fig|82301.12.peg.214	0	0	0	710.533652309399	860.844146576674
fig|82301.12.peg.215	0	0	727.22503733329	396.974226926895	730.732424804454
fig|82301.12.peg.216	0	0	0	935.185857509137	1229.86222301514
fig|82301.12.peg.217	0	1345.11331516897	355.301375382836	1937.77249754145	1218.22345949635
fig|82301.12.peg.218	0	2693.13813102012	1152.42231820602	619.986750188802	967.594068410642
fig|82301.12.peg.219	0	1032.02058395546	968.448538941511	971.232095937446	1423.92971539626
fig|82301.12.peg.22	0	0	467.034307904543	35.6451048908549	272.795849170273
fig|82301.12.peg.220	0	0	3373.02555708837	544.860889045925	763.828377676763
fig|82301.12.peg.221	0	1783.84203086924	1328.00675365928	1226.49823280361	842.982045078692
fig|82301.12.peg.222	3658.15824075081	1776.67800664888	1269.87760649934	1038.06398408479	995.447812912963
fig|82301.12.peg.223	1607.43776814168	780.693218215716	2334.56103715944	1631.16792599697	594.571514155371
fig|82301.12.peg.224	1666.24646697613	3390.77914228692	1645.37832053091	1892.79232939592	1664.41294840849
fig|82301.12.peg.225	412.536866823801	300.538603026883	1065.42984895025	1011.97412177194	708.904263562882
fig|82301.12.peg.226	2688.74630695185	302.03526113031	944.76670943058	966.896476901674	532.950556117641
fig|82301.12.peg.227	3312.29600707983	48.2610353078806	880.603408843584	968.806175527027	842.118878725351
fig|82301.12.peg.228	0	4514.21248628135	1073.15517462571	62.3529531618453	757.147663003206
fig|82301.12.peg.229	2524.61585905475	735.686513839644	1764.2751222476	1831.82192508467	1051.72733662713
fig|82301.12.peg.23	0	0	109.2477913227	964.829906820132	152.412255811731
fig|82301.12.peg.230	1132.9370670982	0	1376.92075298926	898.347846076556	796.150457624378
fig|82301.12.peg.231	0	0	798.349244281271	748.155498258602	882.95461240319
fig|82301.12.peg.232	1132.9370670982	1782.77705055231	1635.09339417474	1941.10016825679	1593.76250801124
fig|82301.12.peg.233	0	0	510.326008637254	420.314022943466	5774.97103224378
fig|82301.12.peg.234	0	0	1490.60912589966	1062.1762799691	3797.45342128406
fig|82301.12.peg.235	0	0	0	161.411795732173	49.8871944781631
fig|82301.12.peg.236	1336.91008113545	0	430.577400633891	667.262013836076	765.290297326088
fig|82301.12.peg.237	2617.47529295101	1906.86561920505	1324.15857413549	983.31323836841	1353.60769720917
fig|82301.12.peg.238	882.637017390458	0	1732.4384892698	525.794902708956	1106.1489411794
fig|82301.12.peg.239	14173.4657979298	2753.4823049102	5319.89901673348	4809.8705852722	1144.12303163019
fig|82301.12.peg.24	5493.46000143265	6841.1261390037	513.577245805683	913.438623123527	384.207318101827
fig|82301.12.peg.240	6325.56529129828	6144.34477299406	1640.06560800498	892.070614464252	708.802890151819
fig|82301.12.peg.241	0	0	0	1614.40263421015	453.882552465639
fig|82301.12.peg.242	0	0	0	1575.17415898635	2386.61394197172
fig|82301.12.peg.243	2015.2243405906	1618.19203933012	1020.50542533496	1189.67227448618	1356.36547470366
fig|82301.12.peg.244	0	2675.76304630386	1037.85401756565	694.833150637402	982.200439568401
fig|82301.12.peg.245	1765.27403478092	9430.85476785135	670.448331760757	1261.59197376713	769.749527891312
fig|82301.12.peg.246	1851.38496330681	4495.86202902004	1406.30625686403	854.488925606556	1250.86877180515
fig|82301.12.peg.247	0	2564.10060078577	641.640814569182	729.115150604724	1099.8755007802
fig|82301.12.peg.248	2062.37298554027	2754.52135483658	939.943261191534	1156.63081056083	1074.14256453553
fig|82301.12.peg.249	0	1098.93758742467	2366.57158145544	2026.4842161789	1957.28682765775
fig|82301.12.peg.25	661.977763042843	321.506412540387	1247.03389707501	1093.03760180263	1259.54577228707
fig|82301.12.peg.250	0	1500.51367087855	1646.80929882737	1448.43600826331	1065.65863886399
fig|82301.12.peg.251	3595.58448136955	0	2326.97795517351	2514.98995711114	1574.48486873336
fig|82301.12.peg.252	1253.50651644076	0	1333.02350879992	896.967252823609	3237.51110538224
fig|82301.12.peg.253	6900.61668141631	0	2395.45093953284	1655.72283757088	1687.64611584593
fig|82301.12.peg.254	4421.75437838326	0	1000.90775804066	791.014810337972	1360.10835628136
fig|82301.12.peg.255	0	4083.62606451298	483.848026837134	682.277931777002	795.348844810585
fig|82301.12.peg.256	0	0	2291.79120598094	1515.1177527289	1618.90203526042
fig|82301.12.peg.257	0	932.007353206964	2332.25621924866	2143.85566654949	1030.58829448856
fig|82301.12.peg.258	3022.8365108859	4404.35333285415	2590.04276950012	2365.8255458532	2523.68658286181
fig|82301.12.peg.259	0	6771.31872942203	1154.34783586384	1814.4709370097	2146.82196529133
fig|82301.12.peg.26	0	0	0	1039.87223290614	4932.41401779124
fig|82301.12.peg.260	3300.29493459041	0	1860.11517157902	2802.90079452312	1391.65418707154
fig|82301.12.peg.261	0	1068.58169965114	2065.68046008236	1986.67955209485	2398.08941210404
fig|82301.12.peg.262	1946.32778193793	945.283811229855	2992.33124152832	1561.59507140888	2099.86443266637
fig|82301.12.peg.263	0	0	1376.52217066602	1500.84652172021	1789.18735083337
fig|82301.12.peg.264	3312.29600707983	3579.36011866781	2596.52205121879	2457.56795902039	1345.13153263596
fig|82301.12.peg.265	2405.49666007118	3598.33599522666	365.441555480863	1488.91826465623	1070.19910059107
fig|82301.12.peg.266	1118.10319387924	3258.21228551567	1430.23417805283	1597.15405688179	923.58378142855
fig|82301.12.peg.267	1892.41288493134	0	2880.69176066699	1750.23530465266	1155.12446509944
fig|82301.12.peg.268	0	327.249485991793	392.394121709753	1781.27866632656	614.696147382203
fig|82301.12.peg.269	0	738.96351390129	693.443664297763	833.798317396007	558.771144882607
fig|82301.12.peg.27	0	0	1971.92263337474	1466.5414583666	865.951951981532
fig|82301.12.peg.270	1165.71131796783	0	1387.92382507788	1791.95459281236	3052.21582890329
fig|82301.12.peg.271	1451.90827491544	2597.94443421896	742.982741881451	1170.85454799682	741.069570642217
fig|82301.12.peg.272	1866.5602498913	2719.62801427606	3811.13606450338	3425.93701339739	403.86169851942
fig|82301.12.peg.273	0	0	3549.761567326	3996.97490867226	745.702811778716
fig|82301.12.peg.274	1459.74583645345	5671.70286737913	678.59685763908	975.344078881633	1550.68567516514
fig|82301.12.peg.275	0	8791.13944443765	638.679395425017	282.027203532039	1848.77029141826
fig|82301.12.peg.276	0	0	0	626.727118960086	656.431826405784
fig|82301.12.peg.277	0	0	291.327443527201	691.461433221095	2250.84186481383
fig|82301.12.peg.278	0	2835.85143368957	0	391.704449350054	1310.71141731516
fig|82301.12.peg.279	0	0	0	546.052670668415	2150.22063764981
fig|82301.12.peg.28	0	1305.42144685251	1134.2666858641	1412.4477160498	451.334368362418
fig|82301.12.peg.280	0	0	508.751969394927	275.575600836861	1436.80709698732
fig|82301.12.peg.281	0	5142.81657499603	864.878347971377	1069.35314672565	3277.74704926128
fig|82301.12.peg.282	0	884.785647311145	0	162.949050929622	1268.45873004959
fig|82301.12.peg.283	0	0	45.1240877202457	885.592668095773	140.503547733184
fig|82301.12.peg.284	0	0	674.605111417674	1079.53746240875	190.957094419191
fig|82301.12.peg.285	0	721.29264726452	0	92.9872301500562	503.623106160503
fig|82301.12.peg.286	942.941409882973	1318.93512642655	716.255360638821	937.463095798526	372.938297384555
fig|82301.12.peg.287	0	1925.83940646082	507.739527664788	960.669777868669	998.059057813933
fig|82301.12.peg.288	1146.24337493325	0	1894.6059917977	1580.96121979957	505.7356191897
fig|82301.12.peg.289	0	1065.72147026235	1717.90397340096	1240.43656542785	1445.35517779789
fig|82301.12.peg.29	0	0	312.034541228889	219.661710811991	2715.61478812036
fig|82301.12.peg.290	0	0	546.238956613501	1331.46527141178	1179.53832758644
fig|82301.12.peg.291	0	0	786.253043610343	388.855689718417	1041.5841513774
fig|82301.12.peg.292	0	0	910.398261022502	1104.19422669415	1897.42214119242
fig|82301.12.peg.293	0	1080.76422717159	450.750930538828	327.092353861172	223.103395562959
fig|82301.12.peg.294	1490.53320318592	241.305176539403	1358.64525935867	1764.29381506527	586.766702595728
fig|82301.12.peg.295	619.928358856819	1204.33618055056	565.074782703622	592.760442753288	667.689072686475
fig|82301.12.peg.296	975.944359228877	1421.97693317863	1334.38373687012	1921.3438987291	1097.8983714299
fig|82301.12.peg.297	2561.8539429758	6548.57798174367	3072.59413095094	1949.76043669902	1362.59870005597
fig|82301.12.peg.298	1528.32449991099	8164.96822183103	1086.61226000162	1666.40010975847	1506.92596082701
fig|82301.12.peg.299	0	0	1365.71639784238	1604.19613047545	976.52410562712
fig|82301.12.peg.3	0	0	288.292782657126	678.954378873426	1440.92166484811
fig|82301.12.peg.30	2284.81957010105	3698.93665263856	1235.70578680058	1220.75543171356	820.001724133127
fig|82301.12.peg.300	551.38099391462	0	371.91863099205	273.718896083355	852.582296345162
fig|82301.12.peg.301	0	1278.59197588316	0	255.490925229249	407.071084844569
fig|82301.12.peg.302	0	1024.05746216568	800.813285158682	461.123182318202	1102.45274087758
fig|82301.12.peg.303	0	864.04848370229	1081.09793496422	631.745832217383	2674.84199222486
fig|82301.12.peg.304	3432.97010784027	1111.53975792857	757.963738121649	788.132972461113	815.751329409057
fig|82301.12.peg.305	2254.58227799784	1036.40040641165	1546.47121822696	1541.13651231038	919.973775602244
fig|82301.12.peg.306	2988.45604313305	4063.97607032678	2914.70813332086	3117.30943559917	2172.45295268973
fig|82301.12.peg.307	1347.4576951878	0	614.114803293285	1837.99780079641	1142.83704859499
fig|82301.12.peg.308	0	0	756.177790576067	564.3112624407	1602.14527305887
fig|82301.12.peg.309	0	0	0	1629.49050929622	1911.18512081422
fig|82301.12.peg.31	0	2835.85143368957	833.831432915994	1169.89062205883	1497.95590550304
fig|82301.12.peg.310	0	945.283811229855	739.212263223399	957.499765077909	1270.35700175742
fig|82301.12.peg.311	0	0	970.654836572193	879.221497821703	2161.23153111324
fig|82301.12.peg.312	0	0	796.307430357278	925.18386972829	460.47381189867
fig|82301.12.peg.313	0	3929.88548932615	439.02454211745	682.400847801718	649.554505365218
fig|82301.12.peg.314	0	0	1687.56750823683	1594.71479720758	765.670901235887
fig|82301.12.peg.315	947.894422244103	0	1730.099561492	1535.82306674005	826.0616855259
fig|82301.12.peg.316	645.506505316738	483.322868363863	2094.09521260786	1789.57271545678	512.917331790926
fig|82301.12.peg.317	0	3613.91320732721	1929.53141293896	1397.11598244236	1632.63734649684
fig|82301.12.peg.318	1765.27403478092	4858.31912283251	706.205576121331	1065.27415724017	832.648193174062
fig|82301.12.peg.319	2624.1781746231	3500.6243920505	1397.98005951225	1912.98221601917	1299.03808880965
fig|82301.12.peg.32	843.408705506437	1228.86895459881	1025.04100500311	678.954378873426	936.055044845232
fig|82301.12.peg.320	1291.41975701364	2584.10931019985	2220.88988257905	1028.05757557205	944.888341898487
fig|82301.12.peg.321	547.404688670043	797.583215725191	1463.64028118233	1400.83303698813	719.519229394373
fig|82301.12.peg.322	0	5599.03417439084	540.54896748211	798.832261393265	2516.80401229689
fig|82301.12.peg.323	0	1501.3331119533	626.156270024526	391.704449350054	981.989095760167
fig|82301.12.peg.324	0	0	801.978104482549	328.67564250009	670.225699360064
fig|82301.12.peg.325	0	1068.58169965114	658.477428213956	344.397148703912	1402.19702182208
fig|82301.12.peg.326	0	261.152788462557	853.646161634086	767.851711361104	1247.0667390641
fig|82301.12.peg.327	0	0	353.99671916968	431.057082401036	938.925248306985
fig|82301.12.peg.328	0	0	1715.46118605893	1155.62524238828	770.349117618787
fig|82301.12.peg.329	8929.03479540104	0	3186.39391357876	3583.27107060699	1778.1429844702
fig|82301.12.peg.33	0	3244.93513683794	845.846795082031	895.422963237961	1152.54578818149
fig|82301.12.peg.330	0	0	579.267358641294	345.793044123908	1903.22685467632
fig|82301.12.peg.331	0	1301.15536369286	993.083844258898	1243.68466812462	5234.71781520947
fig|82301.12.peg.332	0	5564.68960573047	2010.43419754856	2200.8370243482	1535.68093901562
fig|82301.12.peg.333	0	0	0	0	1322.92301437089
fig|82301.12.peg.334	0	0	2195.00160036874	867.422749560705	303.910495096855
fig|82301.12.peg.335	0	0	632.596734516207	532.494220002159	497.627592991926
fig|82301.12.peg.336	598.476611003254	0	636.441359873812	750.240127719664	807.826462882069
fig|82301.12.peg.337	0	0	0	1007.71123601214	3023.21121914478
fig|82301.12.peg.338	0	487.216766140498	609.605884032688	829.999295759365	896.685780058165
fig|82301.12.peg.339	0	676.441626384667	1074.88244836565	982.303720626966	1129.43000362192
fig|82301.12.peg.34	0	0	302.581346229053	801.680826366582	700.373824019126
fig|82301.12.peg.340	0	0	1875.37160278619	806.008040121054	938.38621657252
fig|82301.12.peg.341	0	2395.62900896519	1521.18675498792	1548.60424755318	1092.69850831214
fig|82301.12.peg.342	0	1597.0860059768	2078.20587873555	1652.28572851472	1312.38969481416
fig|82301.12.peg.343	4766.23989390847	0	96.544559773549	710.533652309399	554.375822285205
fig|82301.12.peg.344	1221.02064604149	0	599.154330069179	831.673607794285	1176.92084236793
fig|82301.12.peg.345	465.685788316438	0	353.733475652915	842.236658946054	951.288089414284
fig|82301.12.peg.346	2070.18500442489	5027.19117790423	1258.00486977655	1270.26191974683	991.984906073719
fig|82301.12.peg.347	0	0	0	0	798.335886802576
fig|82301.12.peg.348	960.845360703536	205.330002540561	2166.21007323126	1542.68748111114	329.373761412987
fig|82301.12.peg.349	12443.2905801682	0	5362.24575742254	2902.5299696839	1800.15282886537
fig|82301.12.peg.35	0	2173.32719044768	1019.72556311036	567.030676679226	1232.94193838966
fig|82301.12.peg.350	1039.81895199424	2020.0585555049	1721.85826354119	1430.45456809223	1107.66421370156
fig|82301.12.peg.351	2095.58604742397	2035.54980209619	709.9430856354	777.881780703143	1035.05362309061
fig|82301.12.peg.352	0	0	1215.64160183385	1100.44289518724	1280.62581204137
fig|82301.12.peg.353	4600.4111209442	25426.4158242445	866.625576957178	2043.03544915549	1012.33331440344
fig|82301.12.peg.354	3686.90091264243	0	2652.29360044556	1202.71918543293	1926.55823150288
fig|82301.12.peg.355	1232.77182218385	1940.31940199812	1574.55546858749	1473.27995295392	1351.19933620255
fig|82301.12.peg.356	1327.81545473317	967.331247060289	1093.32726437431	892.537986688128	416.015199452311
fig|82301.12.peg.357	9577.02408589085	1033.62809265321	4497.36740945116	4068.96724722042	1452.03484346276
fig|82301.12.peg.358	0	0	623.335746285677	946.866106753211	2266.30397772227
fig|82301.12.peg.359	497.206005429559	2279.57874198068	1752.41726401187	1578.79129585196	416.020542570721
fig|82301.12.peg.36	836.182437527802	1218.34008962673	1537.09101744729	1231.09304389608	589.923271230847
fig|82301.12.peg.360	630.804294977114	0	574.988375382633	779.763117675686	1008.87380315347
fig|82301.12.peg.361	5136.54925909935	0	3948.52731494902	1612.64427282793	2209.50437928311
fig|82301.12.peg.362	0	0	2075.7080351313	916.588411479125	3556.83818725855
fig|82301.12.peg.363	0	7868.64706106749	886.072995233916	1171.39757461759	1533.76127785244
fig|82301.12.peg.364	2617.47529295101	5898.5709820743	795.290434916208	1784.01116103983	4969.66019125048
fig|82301.12.peg.365	0	0	524.168695740228	440.703115014206	1282.71279008455
fig|82301.12.peg.366	0	1098.65767464132	1358.60360356828	1193.79064629732	740.148085930144
fig|82301.12.peg.367	0	0	780.341366590716	306.295208514328	1190.26714062495
fig|82301.12.peg.368	827.07149087193	176.742895649321	879.537303021739	999.443861104357	705.895461449543
fig|82301.12.peg.369	975.015772778612	3150.62824458797	938.117332718715	1079.09171690787	669.900192590279
fig|82301.12.peg.37	0	1891.64548313386	915.962382663415	639.626120667303	732.75152047982
fig|82301.12.peg.370	813.286966024065	0	988.432397681574	1490.54734533391	592.656476713878
fig|82301.12.peg.371	1007.6121702953	0	652.102966789038	1123.8797926396	780.318691772284
fig|82301.12.peg.372	0	2392.74964717557	1330.58207380212	1240.23421275461	494.745134737802
fig|82301.12.peg.373	0	0	0	0	0
fig|82301.12.peg.374	0	0	0	0	42.5435044016864
fig|82301.12.peg.375	0	6687.23388175686	802.981831772265	1488.05262418081	3616.92958060725
fig|82301.12.peg.376	0	4492.48829894933	1388.32021925585	1287.90889356284	1271.79211800401
