chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds150	49.4155786642648	742.37578749195	1010.70003404927	715.582082710044	641.928821547597	702.292712205917	268.223865959778	307.172976968733	399.119392374822	413.681565791956	537.165712882496	456.455220573647	345.65415178131	311.105809738172	298.574018222504	376.079488291514	462.216067438532	406.961816272326	506.450652650928	377.651999078717	412.335695408338	518.231659872096	422.652867440435	450.634998141934	593.168617791806	469.110511949938	498.571941099296	746.826146793963	275.453646917079	598.671284466722	533.96753734114	329.909898975725
cds151	569.194599850616	381.412376266588	685.643920810436	151.691644383212	376.947213685139	348.270588902274	127.230796145517	118.634793153677	132.638770917008	67.7280634041543	185.545162494295	152.650850442451	214.018501081142	129.884108686069	144.625937170773	118.162598877428	110.451189100457	62.1477720806818	215.630324633937	160.724982520624	50.1723042911123	122.600526443066	195.03049306531	0	57.1483854917467	133.558909590461	347.907308545032	338.815879731972	106.782661220883	260.267353854612	173.720177494183	139.896746086009
cds152	232.729138551923	141.288861729436	388.650261843019	123.253296270549	232.134739949971	174.514690033156	259.786020009825	222.25670891417	171.343733828583	185.554294669644	166.448539225502	140.099794334829	168.900508403389	157.372023529443	181.242402864794	158.542121088116	126.057133333414	116.408713961823	110.534299753309	116.603606526734	144.764134703093	50.1730862196246	168.590213948911	166.552378062781	112.426703051547	97.9143513594687	175.494881599034	143.12309072113	282.165674680398	207.481718082755	263.266356966587	161.069305323199
cds153	165.198338196352	79.2795045525572	231.446552080279	129.54940657987	186.303185921623	110.403369466883	129.876346266045	142.946147061306	120.052572613753	194.418392247681	118.427126345419	134.09253245992	105.989365249954	100.914446450301	117.975000924588	144.135183584202	95.3869736688728	197.366715805558	76.4282408728214	57.1103917261588	68.0188286362731	24.6968959397462	62.502733736994	95.6465222566353	58.1072510201317	69.1009382669942	60.4691759818417	35.2250214651142	154.006122851765	90.2051472856831	153.816077006104	105.121668624201
cds155	3611.83074505855	2633.99840726619	1563.81930811031	2894.0592242187	2135.05232821907	1402.8280770191	2613.35102687412	2071.20897286723	3346.78240480971	2829.58444116923	3279.51074708667	3217.45211729899	3876.56939807683	3698.31059483493	3000.6746396569	2649.00851825708	3209.0350961596	2399.71439977178	2194.99892218644	3626.10907513402	1562.44917613239	2864.4189591934	1547.39337364453	946.040113937813	3264.23352024885	2387.71571165304	2822.42169394336	2846.92893180624	2143.23291726664	2502.05231695655	1651.03435037932	2342.18275361683
cds156	1917.15691146362	1634.90818707579	1163.86990315262	1063.16994534097	977.78816452345	942.787925029289	1051.34490741466	879.677166057378	1187.35978743819	958.798470711699	1237.23177859549	1165.90862463215	1140.94150691828	1130.88749804249	1018.44300871713	1042.03733010405	1736.15445411913	1703.38780527454	1867.76866538769	1643.66230584071	1070.94994166465	1152.48703615652	1188.79659586461	1057.79281842944	1145.10913209589	1549.89638963317	2155.64619323268	1418.00753219642	1493.92311833365	1475.23599663364	1828.39268679061	1534.07068085478
cds157	1906.07147673128	2222.57276937834	2794.0299835379	2102.67209386163	2951.48191091217	2581.98654010292	2324.26053185966	2269.41717912178	2404.29464352823	2381.15280323996	1993.31626789677	2664.42585998463	1931.75482196776	2075.99130668248	1706.65875124998	1846.59028907194	1492.65524878475	1276.27563518208	1658.37981970719	2006.92203847387	2336.85170666818	2224.84292537914	1990.57527412441	1699.10379752854	2752.1502920366	1709.9967194469	1567.70849434458	1856.89616563967	2156.87281856623	2695.39806622724	2307.11098525414	2115.29079944929
cds158	339.011896554802	582.899091562305	944.187643401362	454.610826142912	588.700817366813	697.559238944136	911.137366189627	757.111605758221	661.572406226976	983.641541732934	560.347083711903	564.881382399694	425.407268843805	500.740435654262	464.358195232112	377.722956395864	380.437215676524	299.962595638542	362.253866745969	662.26130818049	70.6565958470044	127.815083860714	320.038352322823	177.64265149093	284.557339075991	255.535351920554	558.597422496684	459.675018674817	783.323168877331	419.016865863399	1290.38254170557	641.710438460796
cds159	1447.93848000739	1008.48057408246	2051.25533370466	2009.74813096315	1223.79488170515	1451.89172993748	1751.5577143217	2039.69036462722	1296.89604430609	1932.71934250305	886.549059102549	730.457609675206	890.010591371075	729.679490814762	782.468532297603	757.334854041259	696.972179261928	559.723103755114	1007.08413485392	440.875957981449	707.415196400897	320.413200688363	847.496693061085	173.573913146497	763.431605247545	682.746040683954	437.019004109793	1023.91159082259	1267.22852247965	1252.30208115819	1705.56655838837	1154.20831813074
cds16	3064.27594656004	3240.616273633	775.307262691745	981.764543502814	743.639896754082	915.823481556876	1086.29488631166	1291.34162467639	1052.56290335704	904.728445699913	1806.50721629203	1480.13841217598	2286.91478732213	1987.19855849778	1930.90418046313	2125.65149873765	4333.27819835831	3709.13363692815	4460.75978083993	3620.6826847356	3009.94338284963	2553.7390764066	5410.36642560997	4113.75249417815	3349.62297342794	4303.99909361413	4427.78542379816	4483.11783604964	1690.21006838503	1952.01423182109	1609.83622393389	973.293269368236
cds160	1.19701954906126	4.20188187684139	222.504113960753	61.5260476432611	112.212097683321	74.0829471640639	98.1720367007266	126.723141742425	53.0342469909822	109.744401606795	73.1229847249576	68.7446464380076	71.0087306421472	74.9706708334698	89.658005557909	73.4649929799147	53.4713639483395	35.0264015522544	67.0950417246774	50.8715549867682	7.3337761314413	57.9806327997193	59.0905827741859	99.7992424106349	80.8401531465885	52.3092266489777	63.0945883844147	69.0982703978136	65.1608749274667	23.391718239947	96.414197928432	44.7292750378599
