grote_wbm_L4_a	grote_wbm_L4_b	grote_wbm_30dpi_immaturemale_a	grote_wbm_30dpi_immaturemale_b	grote_wbm_30dpi_immaturefemale_a	grote_wbm_30dpi_immaturefemale_b	grote_wbm_42dpi_immaturemale_a	grote_wbm_42dpi_immaturemale_b	grote_wbm_42dpi_immaturefemale_a	grote_wbm_42dpi_immaturefemale_b	grote_wbm_120dpi_adultmale_a	grote_wbm_120dpi_adultmale_b	grote_wbm_120dpi_adultfemale_a	grote_wbm_120dpi_adultfemale_b
cds20	87.0013064446647	87.609972123616	237.697021759684	0	92.8085641658292	229.367030221557	127.370032456464	234.838725895842	113.82792840947	114.445798561813	216.690697331607	312.50123148074	251.404983304122	88.6244073535211
cds200	0	0	0	0	0	100.921493297485	0	0	0	0	0	0	179.574988074373	0
cds201	445.213980335068	0	0	181.103092771097	0	234.182111139683	220.413389499129	0	0	324.798799663086	0	0	380.362749208084	295.992949722838
cds202	82.4871815159929	0	0	295.437595572405	0	64.6713084322469	0	382.004327457236	0	0	187.991218307243	695.402740389462	736.113791114469	69.1979372616293
cds203	994.698365339915	177.122332213345	563.40985500524	783.63020776827	747.190202489725	423.739204975024	1021.14374592239	0	0	0	249.759761465337	0	1179.28433882624	1563.13197564216
cds205	841.980352391673	801.631244931087	704.001770358934	697.211651999421	413.486725315806	718.48861576918	397.27434085619	878.429762431145	524.038010036051	283.638436360177	259.707207838367	287.736982948304	298.653534411615	374.006146756054
cds207	168.478720416652	109.853170601667	48.3317277578025	418.461533362846	793.396797103653	352.375719021858	71.9404812948547	81.5738407590973	10.2866720488558	217.192693270641	0	65.6599809700089	474.067992128118	822.926858059306
cds208	451.801860754131	554.55651286153	492.213420179523	611.368757013732	568.512322762807	641.581660125108	537.487375999112	94.4982910108852	507.103069526424	491.91759030008	516.772647978002	974.346026162537	1216.24730774009	1227.20554269582
cds209	668.692041333693	0	492.983623129585	699.187297448414	0	283.325624081178	287.474163254239	325.002119219477	86.7937954122209	214.671706652321	1148.65571748512	2427.61894157341	1280.80513431636	862.271171346084
cds21	918.449710157064	1221.53332560928	463.984586474904	1029.39928770873	734.667461665874	710.67371903568	591.967388940518	1337.01514610033	1386.0555823544	744.660662642197	1561.6699063666	290.47733516686	571.698352509537	381.687034895495
cds212	197.55333388284	433.26260142704	242.349092042695	284.693240506946	240.280089557624	156.736867877947	238.266874048559	127.9032346397	379.578198602779	207.441184593183	223.197609414336	285.938626804877	318.294101004853	225.253702023533
cds213	444.923735024183	1429.06718819549	600.049270570918	599.340130270208	930.178211137195	1032.81301728369	573.532418350675	297.408213418264	1057.14242162982	386.502074035742	530.310867560484	1400.47264690223	487.892193896515	421.512809876562
cds214	141.190691601627	1037.30206994361	228.189140889297	179.406576679564	239.50597204085	278.298663335489	0	469.677451791684	0	0	54.3171347977895	292.501152665973	580.386361456373	210.335260119023
cds215	393.5662908933	129.844468314764	254.905112322632	374.301018780758	432.884867984943	11.7458573007286	0	265.280782956414	137.155627318077	137.900122711518	53.2641785203855	6.77780448722672	148.001714615608	251.483244214718
cds216	287.9636289614	139.552026812929	339.039182253546	425.77268016469	428.324804835547	190.980381840263	422.984413225154	244.845503652116	439.549191405115	80.1007389340642	197.892832921349	336.677884617731	304.503761973662	429.492637306354
cds218	368.054650922851	526.988934720816	371.744919947497	392.515414240264	775.745006787176	560.363082885656	697.002310606513	651.966930552805	280.900273394798	458.940673878724	619.230239316715	551.778407022712	864.139361069902	492.083940703748
cds219	115.681282998666	455.284076591325	224.310429222967	413.37880336714	0	345.429785487575	82.3265905149065	0	294.29419371561	0	85.1562869683141	145.431036679567	313.388085148071	155.23709435349
cds22	395.038262871677	562.548242056903	362.487958183518	177.774548041804	67.282269777265	122.731481083465	419.829503472289	414.675750200289	258.249608805485	461.738601671231	124.296825262355	459.508389742575	375.321176390601	631.658802305991
cds220	465.00126834996	404.51545898061	777.769034379406	1015.73995100644	548.431828900924	923.192494631927	557.81542419395	673.649938996703	413.998985843181	575.679973811852	185.099045717901	90.71830621365	541.973890161202	483.498407789589
cds221	11386.5632741159	11687.7191630434	8224.54605844822	9771.77427759229	10904.591482455	8149.84352555586	12242.8484418141	9499.48110688838	11448.6941829531	6509.05193670981	4014.06550174713	3492.814969035	5067.90906102905	4906.73124407888
cds222	1564.46104356169	1950.9489220899	1152.94374459245	1154.59364780199	1043.56173532084	1398.04666039806	2001.04386228746	1207.7420188929	975.667957795457	1340.65078315267	1254.74232359635	607.14524973401	1314.18106986771	1393.85091717719
cds223	663.639601531692	406.674608750845	305.059574440882	336.316098085067	388.855703655676	425.593576989048	656.49108405951	381.278083488686	352.015393306853	407.015096025916	214.438652061494	173.955058132245	491.14237194583	533.071878857212
cds224	934.227077749174	1354.39786457013	839.673598657941	1294.62324597846	0	398.858995389755	788.55357407375	676.703561419115	426.973656236836	400.116176942076	228.851249898276	0	360.013008180984	432.487107885183
cds225	832.42611850412	384.014967631658	465.807879198701	298.53349852002	393.678977995289	419.322761447858	674.603555136182	536.550239875377	432.409807083639	428.904475975427	200.409051402763	342.441469227398	535.044214617259	511.797992190475
cds227	685.575880742638	374.695053810485	217.221248349674	458.45858726466	472.768642338612	306.028879573511	223.484317622488	482.870638639765	649.100564341283	439.266121221521	383.375349693984	2714.16799915461	1216.02532373779	709.473233159963
cds228	220.978103505925	747.441720215466	267.007447053594	229.59023449203	520.029435377366	234.168232858828	387.57305447242	100.175959997527	286.15651335908	325.463576329632	343.116839008325	615.334592695251	636.102326987029	581.690119463288
cds229	75.1642487650242	0	0	245.35068912567	0	0	0	0	161.305115072856	0	101.203861389329	196.473166884333	97.3098131695289	0
cds230	413.051013851674	567.191918583316	769.431986710299	595.08352838616	634.702123359763	174.892360543937	568.791307203696	350.189403369185	589.542761290557	572.65546536031	770.143269338871	431.605474422456	298.240173118312	344.25565780955
cds231	912.930026364366	0	327.939723156645	792.637451535722	506.475295542383	0	371.404724764903	0	0	137.900122711518	93.9956091536215	198.815598291984	464.777314319189	476.269753374794
cds232	855.424487347022	643.966012525554	1167.1811433627	1091.52097190215	1305.79450997242	979.97777459972	3062.69434890128	932.621560861624	3671.70167214388	1119.30840266446	2232.49322321714	945.377169452806	1185.22174577041	340.964939826493
cds233	688.567636770066	1548.71164995815	534.256110982514	302.733089279486	130.943182058516	34.8333332203692	683.464423123233	0	1009.5450925292	259.54977453089	730.123569857176	432.82328240008	591.247295174929	353.526806030627
cds234	327.844680309529	56.7526545083955	451.666411612738	286.956438609071	77.5745006787176	649.794766820942	412.543644947485	260.134805290569	379.496269356373	395.395042110901	66.6287459575671	1.6194754084524	626.301620000048	665.953599752406
cds235	367.792575992251	716.017852877807	392.19571807875	506.471259250298	595.992258981474	563.563475652054	434.707695042814	370.527350695153	345.00613420749	615.761297664441	203.173530039333	522.570967796874	433.235449067738	437.255433220191
cds236	308.737972704914	0	378.749484984483	138.100841408965	398.224580429079	188.140878940621	229.425180551904	237.207116453429	332.468044481929	206.145413423095	264.212529988885	571.552507866649	279.468852309217	270.150947571665
cds237	1567.98675248175	1505.10356191143	1637.85375391492	1288.35754602296	1534.78115216116	2058.73292983149	1282.24364783009	1841.07570318516	1588.03123905244	1698.75713665251	3363.70001328317	2158.35034219518	1589.90563727105	2262.83433232783
cds239	347.321529216791	158.054219579758	214.053271178733	549.425220565426	354.30946311226	457.241690856459	412.845278830421	541.231639548931	533.918209116213	515.825477495681	651.801345175252	939.809618501502	813.152722338402	350.94610048354
cds240	438.877601588727	480.378274116007	130.332749009804	440.241689757455	0	316.509320654795	463.264366738282	1258.68279805432	0	129.688092932068	0	274.158383752991	420.439524887478	474.601957342167
cds241	560.149898618959	507.87292695418	515.260060934153	518.256963207138	504.876519896046	377.132900144852	401.847408950335	486.993637757308	342.326226628014	273.015437329402	91.3564235834335	642.281148762576	239.23887482482	210.171920678545
cds242	404.348928999965	203.588887601546	248.563171325841	386.024732890774	0	81.7274776891032	197.322462980173	136.430116949013	352.685898817913	0	0	560.621256872039	292.108647267646	16.475699348007
cds243	0	0	0	0	776.560354391908	0	0	258.1110320657	0	0	229.90817914602	153.874480250553	118.422424567965	0
cds245	0	637.800597059925	0	0	0	299.706252822834	0	0	0	0	0	0	0	0
cds246	62.6740839949946	0	9.66634555156049	306.246288093347	0	133.695493393587	0	0	0	0	0	0	39.4346673811323	187.411080083579
cds248	464.325621039292	329.719792259573	466.171317602249	543.213210242698	265.907041658103	479.08817325352	319.571084003879	253.360196616882	499.789464584511	458.952169327678	994.565365748859	844.437774995998	674.703392210746	397.280359599757
cds249	1036.55628880549	1044.07022229651	746.756308704244	695.838574309549	359.916828542417	392.319343823881	459.727463642862	754.99138538222	727.925531079547	515.349922107529	160.357316045341	170.172344421787	713.472236738273	273.475395830116
cds25	6614.43753526757	9711.18993859374	4272.31228663476	5885.39246607318	4996.25249279764	5861.00816170099	4364.62109461144	3985.85833978732	11772.9265993872	5474.48333305088	3630.19305901542	4494.57815144722	4148.58478822754	4340.71309745568
cds251	234.508166203846	75.1382537720995	169.883050115299	94.9797233826156	154.058322964764	81.9647852578498	177.330125562234	201.40825700733	65.0826351069963	98.1538659018713	38.6554877714366	241.213604334519	164.330365536685	101.344372087916
cds252	208.535009450544	461.163143151367	0	54.6506925216151	0	0	218.828394338686	1570.9391443747	208.045052673488	1225.76165255148	60.1994350759149	1662.08520150251	98.4635889666224	64.7920760876679
cds253	1418.36460006454	1167.03912689614	939.650763687029	999.231159290234	495.083387223239	642.713975143796	1161.86673564315	636.280176166625	686.98975873984	606.187986417654	572.69232891566	481.212143673509	815.943058887189	967.619860339111
cds255	316.947352808434	219.249571263203	450.104705682919	748.986962508842	74.922380997394	358.753560090127	371.876949462633	567.129501532666	376.966966467301	754.68494079315	911.395887216461	717.143851706181	447.600327197809	383.32404348456
cds256	568.294040212679	1166.00908353613	156.419046197979	777.898325370801	885.446320878292	694.764318734541	878.981880548042	520.91499198714	224.436481065945	620.550552201831	1619.28799405557	1573.06680508089	1099.65628030484	1310.13013792693
